nr,url,heimilisfang,tegund,nidurstada,spurning
19760 (01.11.404.03),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN019760,Austurstræti 6,Veitingastaður,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til Borgarskipulags að ósk þess.,Sótt er um leyfi fyrir veitingastað á 1. hæð og í kjallara hússins á lóðinni nr. 6 við Austurstræti. Gjald kr. 2.500 Staðfesting Sjóvá-Almenna vegna tryggingar hönnuðar dags. 17. september 1999 fylgir erindinu.
19308 (01.12.620.02   ),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN019308,Ármúli 5,"Innan og utanhúss br, fella niður stiga",Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi fyrir breyttri notkun og breyttri skráningu matshluta 02 á lóðinni nr. 5 við Ármúla. Jafnframt er sótt um leyfi til að fella niður tröppur við neyðarútgang við bakhlið og milli hæða. Gjald kr. 2.500 Erindinu fylgir samþykki meðeigenda í matshluta 01 og 02 dags. 31. maí 1999 og ljósrit úr eignaskiptayfirlýsingu.
19818 (01.24.071.05),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN019818,Bakkastaðir 113-121,Breyting inni og úti,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að hafa kjallara undir hluta húss nr. 121 og setja kjallaraglugga á norðurhlið á lóðinni nr. 113-121 við Bakkastaði. Stærð: Hús nr. 121 kjallari 33,4 ferm., 84,7 rúmm. Gjald kr. 2.500 + 2.118"
19746 (01.24.073.07),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN019746,Bakkastaðir 143-149,Breytingar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,Sótt er um leyfi til þess að breyta um byggingaraðferð hússins á lóðinni nr. 143-149 við Bakkastaði úr staðsteyptu húsi  í steinsteyptar einingar. Vottun Rb vegna steyptra einiga dags. 21. september 1999 fylgir erindinu. Gjald kr. 2.500
19809 (01.24.224.01),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN019809,Barðastaðir 7-11,Leiðr. merking á bílastæðum (11),Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir leiðréttri merkingu á bílastæðum  fyrir hús nr. 11 vegna gerðar eignaskiptayfirlýsingar á lóðinni nr. 7-11 við Barðastaði. Gjald kr. 2.500
19808 (01.24.224.01),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN019808,Barðastaðir 7-11,Lagf.skráningarnr. geymslu (9),Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um samþykki fyrir breytingum og lagfærðri merkingu á geymslu í kjallara hússins nr. 9 á lóðinni nr. 7-11 við Barðastaði. Gjald kr. 2.500
19687 (01.40.651.01),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN019687,Bíldshöfði 20,Innrétta kaffistofu í kjallara,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til þess að innrétta kaffistofu í kjallara Húsgagnahallarinnar á lóðinni nr. 20 við Bíldshöfða. Gjald kr. 2.500
19765 (01.28.456.01),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN019765,Brekkuhús 1,Innrétting á veitingastað,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að innrétta veitingarstað í suðurhluta hússins á lóðinni nr. 1 við Brekkuhús. Gjald kr. 2.500
19812 (01.13.510.01),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN019812,Brúnavegur Hrafnista ,Breytingar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að innrétta smíðaverkstæði í fyrrverandi barnaheimili að Laugamýrabletti 28, innrétta skrifstofur þar sem áður var sjúkraþjálfun og trésmíðaverkstæði og innrétta 4 vistherbergi þar sem nú eru skrifstofur á lóð Hrafnistu við Brúnaveg. Gjald kr. 2.500"
19773 (01.46.830.07),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN019773,Drafnarfell 2-18,Útlitsbr. og br. á innri starfsemi,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að sameina matshluta 02, 04, 05 og 06 í einn matshluta, breyta útliti, innra skipulagi og skipulagi bílastæða á lóðinni nr. 2-18 við Drafnarfell. Gjald kr. 2.500"
19815 (01.14.543.01   ),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN019815,Dugguvogur 12,Anddyri á vesturhlið,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja anddyri við vesturhlið 2. hæðar og breyta innra skipulagi sömu hæðar á lóðinni nr. 12 við Dugguvog. Stærð: Anddyri 2. hæð 2,7 ferm., 7,4 rúmm. Gjald kr. 2.500 + 185"
19776,http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN019776,Eiðsgrandi,Bætta aðkoma að brunni,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að byggja steinsteyptar tröppur með hlera yfir að brunni á vatnsveitulögn við Eiðsgranda. Stærð: Aðkoma að brunni xxx Gjald kr. 2.500 + xxx
