nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
18697 (01.01.431.302),BN018697,Álfheimar 50 - 54,Reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir núverandi fyrirkomulagi í kjallara og áður gerðum svalskýlum í fjölbýlishúsinu á lóðinni nr. 50 - 54 við Álfheima.  Stærð: nr. 54 (íbúð 0002) svalskýli 6,9 ferm., 18,9 rúmm., nr. 52 (íbúð 0002) svalskýli 6,9 ferm., 18,9 rúmm., (íbúð 0101) svalskýli 6,9 ferm., 18,9 rúmm., samtals 20,7 ferm., 56,7 rúmm.    Gjald kr. 2.500 + 1.4180"
18739 (01.11.392.01 01),BN018739,Ásvallagata 81,Klæðning,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til þess að klæða viðbyggingu í norðvestur með stonflexplötum á lóðinni nr. 81 við Ásvallagötu.  Gjald kr. 2.500  Ástandkönnun útveggja dags. 21. apríl 1999 fylgir erindinu.
18843 (01.24.071.02),BN018843,Bakkastaðir 107,Veggur inni,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,Sótt er um leyfi fyrir burðarvegg á neðri hæð til samræmis við sérteikningar af húsinu á lóðinni nr. 107 við Bakkastaði.  Gjald kr. 2.500
18872 (01.24.072.03),BN018872,Bakkastaðir 127,gluggabreyting ofl,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,"Sótt er um leyfi til þess að breyta steyptum veggjum til samræmis við sérteikningar, breyta gluggum á vesturhlið og aðalinngangi á suðurhlið hússins á lóðinni nr. 127 við Bakkastaði.  Gjald kr. 2.500"
18888 (01.02.407.304),BN018888,Bakkastaðir 135,Gluggabr. og hurð í bílskúr,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að stækka stofuglugga á norðurhlið, fjölga gluggum á vesturhlið og opna milli íbúðar og bílskúrs á lóðinni nr. 135 við Bakkastaði.  Gjald kr. 2.500"
18894 (01.24.215.04),BN018894,Bakkastaðir 27,Br. á innra frkl og bílskúr,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,Sótt er um leyfi til að breyta innra fyrirkomulagi hússins nr. 27 við Bakkastaði.  Gjald kr. 2.500
18935 (01.24.211.01),BN018935,Bakkastaðir 41,Br. á arni og  gluggum,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,"Sótt er um leyfi til þess að færa arinn, breyta reykháf  og fjölga gluggum og breyta á austur- og suðurhlið hússins á lóðinni nr. 41 við Bakkastaði.  Gjald kr. 2.500"
18918 (01.24.213.02),BN018918,Bakkastaðir 75,Breyting á skráningu 2. hæðar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,Sótt er um leyfi til að breyta skráningu annarrar hæðar hússins á lóðinni nr. 75 við Bakkastaði.  Gjald kr. 2.500
18838 (01.11.813.20 01),BN018838,Baldursgata 36,breyting á þakkanti,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til að breyta þakkanti hússins nr. 36 við Baldursgötu.  Gjald kr. 2.500  Erindinu fylgir bréf hönnuðar ásamt skýringaruppdrætti dags. apríl 1999.
18897 (01.17.020.13 01),BN018897,Barmahlíð 15,Br. stiga milli kj. og 1. hæðar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til að breyta eignaafmörkun í stiga milli kjallara og fyrstu hæðar ásamt skráningu hússins nr. 15 við Barmahlíð.  Gjald kr. 2.500
