nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
20078 (01.11.404.04),BN020078,Austurstræti 8-10,"Br. á hurð, stiga ofl",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að breyta stiga, samræma teikningar séruppdráttum og leiðrétta  gólfkóta 2., 3., 4. og 5. hæðar þannig að gólfkóti 5. hæðar lækkar um 6 sm á lóðinni nr. 8-10 við Austurstræti.  Gjald kr. 2.500"
20019 (01.24.211.03 01),BN020019,Bakkastaðir 45,Lækkun á gólfkóta húss og bílskúrs,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til þess að lækka gólfkóta  húss og bílskúrs um 40 sm á lóðinni nr. 45 við Bakkastaði.  Gjald kr. 2.500
19999 (01.17.021.12 01),BN019999,Barmahlíð 32,R.teikn. með íbúð í risi og kjallara,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi fyrir breytingum á innra fyrirkomulagi í kjallara og risi hússins nr. 32 við Barmahlíð. Uppdrættir sýna m.a. íbúðarrými í kjallara og risi.  Gjald kr. 2.500  Erindinu fylgir samþykki meðeigenda dags. 20. október 1999, tvö umboð til handa Óðni Elíassonar dags. 5. október 1999, afsöl fyrir ósamþykkt íbúðarrými í kjallara."
19935 (01.11.352.19),BN019935,Bárugata 30,Ýmsar breytingar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir áður gerðri íbúð og um leyfi til þess að dýpka kjallara húss nr. 30 um 34 sm á lóðinni nr. 30 við Bárugötu.  Stærð: Rúmmálsaukning kjallara 22,7 rúmm.  Gjald kr. 2.500 + 568  Samþykki meðlóðarhafa (á teikningu) fylgir erindinu."
19724 (01.11.843.18),BN019724,Bergstaðastræti 30,Reyndarteikningar v/eignaskipta,Frestað. Vísað til athugasemda á umsóknarblaði. Vakin er athygli á því að þetta er í þriðja sinn sem erindið kemur til afgreiðslu án þess að tillit sé tekið til athugasemda.,"Sótt er um leyfi fyrir áður gerðum breytingum á innra fyrirkomulagi fjórðu hæðar, áður gerðum kvisti á austurhlið og skráningu hússins nr. 30 við Bergstaðastræti.  Stærðaraukning: 4 ferm., 2,8 rúmm.  Gjald kr. 2.500 + 70  Samþykki meðeigenda dags. 9. september 1999 fylgir erindinu."
19742 (01.11.713.07   ),BN019742,Bergstaðastræti 4,Reyndarteikningar v. eignaskiptasamnings,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um samþykki fyrir núverandi fyrirkomulagi í húsinu á lóðinni nr. 4 við Bergstaðastræti vegna eignaskipta.  Gjald kr. 2.500  Erindinu fylgir umboð dags. 3. nóvember 1999 og annað dags. 12. október 1999.
19972 (01.11.911.16),BN019972,Bergþórugata 55,Br. á innra og ytra frkl ásamt samnýtingu íbúða,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi til að breyta innra fyrirkomulagi og útliti hússins nr. 55 við Bergþórugötu. Jafnframt er sótt um að samnýta  íbúðir 0101 og 0201 í húsinu tímabundið og samsvarandi skráningu. Ennfremur er sótt um leyfi til að rífa hluta af geymsluhúsi á lóðinni.  Stærðir: Niðurrif 12,1 ferm., 25,5 rúmm.  Gjald kr. 2.500  Staðfesting á eignarhaldi dags. 3. nóvember 1999, staðfesting burðarvirkishönnuðar vegna breytinga á burðarvirki dags. 30. október 1999 fylgja erindinu."
20079 (01.40.650.01),BN020079,Bíldshöfði 16,Skipta í einingar v. eignask.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að fjölga eignum á 1. hæð úr tveimur í þrjár og setja glugga á vesturgafl 3. hæðar hússins á lóðinni nr. 16 við Bíldshöfða.  Gjald kr. 2.500
20067 (01.18.851.02),BN020067,Blesugróf 23,Nýtt einbýlishús á 1 h með innb. bílg.,Frestað. Vísað til athugasemda á umsóknarblaði. Helga Guðmundsdóttir vék af fundi við afgreiðslu málsins.,"Sótt er um leyfi til að byggja einbýlishús úr steinsteypu á einni hæð með innbyggðri bílgeymslu á lóðinni nr. 23 við Blesugróf. Jafnframt verði samþykkt frá 14. október 1999 felld úr gildi.  Stærð:177,6  ferm., 746,8 rúmm.  Gjald kr. 2.500 + 18.670"
17874 (01.46.302.01),BN017874,Blöndubakki 1-15,Reyndarteikn kjallari,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi fyrir núverandi fyrirkomulagi í kjallara húsanna á lóðinni nr. 1-15 við Blöndubakka.  Gjald kr. 2.500
