nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
19113 (01.12.801.03),BN019113,Álftamýri 1-5,Ýmsar breytingar og lyfta,"Frestað. Vísað til athugasemda á umsóknarblaði. Sækja skal um skilti sem eru sex ferm., eða stærri til byggingarnefndar.","Sótt er um leyfi fyrir núverandi innra fyrirkomulagi og skráningu hússins á lóðinni nr. 1-5 við Álftamýri. Jafnframt er sótt um leyfi til að koma fyrir lyftu milli kjallara og annarrar hæðar hússins.  Stækkun: 5,9 ferm., 27,7 ferm.  Gjald kr. 2.500 + 692  Erindinu fylgir bréf hönnuðar vegna skilta dags. 13. júlí 1999."
19433 (01.12.902.01),BN019433,Ármúli 12,Breytingar á aðkeyrslu á bílastæði,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Umsækjandi skal bera kostnað sem hlýst af framkvæmd sbr. bréf gatnamálastjóra dags. 5. nóvember 1998.,Sótt er um leyfi til þess að breyta aðkeyrslu að Fjölbrautarskólanum við Ármúla á lóðinni nr. 12 við Ármúla.  Gjald kr. 2.500  Bréf gatnamálastjóra dags. 5. nóvember 1998 fylgir erindinu.
19430 (01.18.230.07),BN019430,Borgargerði 3,Breytingar á bílskúr,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að breyta um byggingarefni í áður samþykktri bílgeymslu þannig að í stað vikurs verði hann steinsteyptur, einangraður að utan og múrhúðaður og  breyta útliti norðurhliðar bílgeymslu á lóðinni nr. 3 við Borgargerði.  Gjald kr. 2.500"
19424 (01.12.211.01),BN019424,Borgartún 24,Staðfesting á innra skipulagi,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir breyttu innra skipulagi á 2. og 3. hæð hússins á lóðinni nr. 24 við Borgartún.  Gjald kr. 2.500
19223 (01.12.181.03),BN019223,Borgartún 29,Br. á innra skipulagi o.fl.,Frestað. Vantar samþykki meðeigenda.,"Sótt er um leyfi til þess að breyta innra skipulagi í nyrðri hluta 1. hæðar, færa innkeyrsludyr, setja upp loftræstitúður á norðurhlið og fá stöðuleyfi fyrir sorpgám við norðurhlið hússins nr. 29 við Borgartún.  Gjald kr. 2.500"
19454 (01.12.191.02),BN019454,Borgartún 35-37,Kjallari gerður að ónýttu rými,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki Vinnueftirlits ríkisins.,"Sótt er um leyfi til þess að hafa aflokað óuppfyllt rými í hluta kjallara, fjölga bílastæðum um þrjú á lóð, hækka gólfkóta 1. hæðar um 8 sm og leiðrétta aðra kóta þannig að þakkóti hækki aðeins um 1,8 sm, setja glugga á norðurhlið kjallara hússins nr. 37 á lóðinni nr. 35-37 við Borgartún. Jafnframt eru mál nr. 19186 og 19367 dregin til baka.  Leiðréttigar á stærðum: Kjallari var 1056,9 ferm., verður 1057,8 ferm., samtals rúmmál var 22873,9 verður 22874,2 rúmm.  Gjald kr. 2.500 + 8  Bréf hönnuðar og lóðarhafa dags. 16. júlí 1999 fylgir erindinu."
19434 (01.11.344.05),BN019434,Bræðraborgarst 24A,Áður gerðar breytingar og skráning,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir áður gerðum breytingum á innra  skipulagi, leiðréttingu á útliti og fyrir áður gerðum kvisti á suðvesturhlið hússins á lóðinni nr. 24A við Bræðraborgarstíg.  Stærð: Stækkun 2. hæðar vegna kvists xxx  Gjald kr. 2.500 + xxx"
19363 (01.18.261.01),BN019363,Bústaðavegur 153,innan- og utanhússbreytingar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir breytingum á innra skipulagi og fyrir stækkun anddyris í norður á lóðinni nr. 153 við Bústaðaveg.  Stærð: Anddyri 18,6 ferm., 51,1 rúmm.  Gjald kr. 2.500 + 1278  Umsögn Borgarskipulags dags. 14. júlí 1999 fylgir erindinu."
19309 (01.25.758.02),BN019309,Bæjarflöt 8,Leiðrétting á stærðum og rarfmagnsinntak,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi til að leiðrétta skráningu hússins á lóðinni nr. 8 við Bæjarflöt og að koma fyrir skáp fyrir rafmagnsinntak.  Nýjar stærðir: Aðalhæð 733,6 ferm., milligólf 160,3 ferm. samtals 4805,1 rúmm. (-0,5).  Gjald kr. 2.500"
18892 (01.04.061.403),BN018892,Dvergshöfði 27,"áður gerðar innk,dyr og br. skráning","Frestað. Vísað til athugasemda á umsóknarblaði. Með vísan til bréfs Borgarskipulags dags. 13. júlí 1999 og bréfs umferðardeildar dags. 13. júlí 1999 er umsækjanda gert að fjarlægja stoðvegg og skábraut fyrir 1. september n.k., sem gerð hafa verið utan lóðar á gatnamótum Höfðabakka og Dvergshöfða. Jafnframt skal breyta dyrum á suðurvegg á sama horni til þess horfs sem samþykkt var 12. mars 1981. Sækja skal um breytt lóðarmörk þannig að núverandi hús sé staðsett innan lóðar.","Sótt er um leyfi fyrir áður gerðum innkeyrsludyrum á suðurgafl austurálmu hússins á lóðinni nr. 27 við Dvergshöfða. Jafnframt er sótt um breytingar á innra fyrirkomulagi og skráningu hússins.  Gjald kr. 2.500  Erindinu fylgja samþykki meðlóðarhafa dags. 22. janúar 1999 fyrir innkeyrsludyrum, bréf hönnuðar dags. 18. júní 1999, bréf Borgarskipulags dags 13. júlí 1999 og bréf Stefáns Finnssonar umferðardeild dags. 13. júlí 1999."
18457 (01.01.745.401),BN018457,Efstaleiti 1,"Br. á i.frkl., útliti og skipul. lóðar",Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta innra fyrirkomulagi og útliti Útvarpshússins á lóðinni nr. 1 við Efstaleiti. Jafnfram er sótt um breytt skipulag lóðarinnar.  Stækkun: xx ferm.  Gjald kr. 2.500  Erindinu fylgir greinargerð hönnuða dags. 17. febrúar 1999.
19322 (01.16.731.03),BN019322,Einarsnes 76,"bílskúr, breytingar",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Sbr. umsögn Borgarskipulags.,"Sótt er um samþykki fyrir áður gerðum stakstæðum bílskúr, fyrir breytingum á innra skipulagi íbúða, fyrir áður gerðum svölum og breytingu glugga íbúðahúss til upprunalegri gerðar á lóðinni nr. 76 við Einarsnes.  Stærð: Bílskúr 27,6 ferm., 73,8 rúmm.  Gjald kr. 2.500 + 1.845  Samþykki meðeigenda (á teikningu) og umsögn Borgarskipulags dags. 20. júlí 1999 fylgja erindinu."
19431 (01.15.261.02),BN019431,Einimelur 22,Samræming við verkteikn oflþ,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,"Sótt er um leyfi til að breyta lítillega útliti útihurða og samræma aðalteikningu að verkteikningum hússins á lóðinni nr. 22 við Einimel, samþykkt nr. 18706.  Gjald kr. 2.500"
19362 (01.14.620.01),BN019362,Faxafen 8-14,Reyndarteikningar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt eru um leyfi til þess að setja neyðarútgang á suðurhlið og samþykki fyrir áður gerðum breytingum á opum á norðurhlið hússins Skeifan nr. 13 á lóðinni nr. 8-14 við Faxafen og 11-19 við Skeifuna..  Gjald kr. 2.500
19440 (01.14.620.01),BN019440,Faxafen 8-14,Breyting á flóttaleiðum,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um breytt innra skipulag og breytingu á flóttaleiðum á millipalli B í húsinu Skeifan 15 á lóðinni nr. 8-14 við Faxafen og 11-19 við Skeifuna.  Gjald kr. 2.500
13324 (01.14.633.03 01),BN013324,Faxafen 9,br. innra frkl. í kj. og sráning,Var samþykkt 9. júlí 1999.,"Sótt er um leyfi fyrir breytingum á aðkomu og innra fyrirkomulagi í kjallara og skráningu hússins á lóðinni nr. 9 við Faxafen.  Stækkun kjallara: 6,6 ferm., 27,1 rúmm.  Gjald kr. 2.250 + 609  Erindinu fylgir bréf hönnuðar dags. 21. maí 1999."
19437 (01.14.634.02),BN019437,Fákafen 11,Innr. pizzagerð á 1.h,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að innrétta pizzugerðarstað í suðausturhorni 1. hæðar hússins á lóðinni nr. 11 við Fákafen.  Gjald kr. 2.500
19451 (01.11.960.03),BN019451,Freyjugata 32,Stækka íbúð og br. hurð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að stækka kjallaraíbúð og breyta aðkomu að geymslu 00.03  á lóðinni nr. 32 við Freyjugötu.  Gjald kr. 2.500
19230 (01.43.641.01),BN019230,Fylkisvegur 6-8,Tónskóli innréttaður,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til þess að innrétta tónskóla til bráðabirgða á 2. hæð íþróttahúss Fylkis á lóðinni nr. 6-8 við Fylkisveg.  Gjald kr. 2.500
19439 (01.11.611.09),BN019439,Garðastræti 37,Breyta innra fyrirkomulagi ofl,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að lækka gólf geymslu undir bílaplani og  breyta notkun í starfsmannarými, lækka lóð í suðausturhorni, breyta útitröppum við suðurhlið, breyta bílgeymslu í starfsmannarými, breyta útliti austur- og vesturhliðar, fjarlægja skorstein og breyta útliti allra handriða á húsinu á lóðinni nr. 37 við Garðastræti.  Stærð: Rúmmálsaukning kjallara 16,8 rúmm.  Gjald kr. 2.500 + 420"
18871 (01.01.851.002),BN018871,Gautland 1-21,Reyndarteikningar v. Gautland 17-21,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi fyrir núverandi fyrirkomulagi í húsinu nr. 17-21 á lóðinni nr. 1-21 við Gautland.  Gjald kr. 2.500
19355 (01.14.442.03),BN019355,Gnoðarvogur 60,Breyting innanhúss,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um samþykki fyrir breytingum á innra skipulagi 1. hæðar og fyrir leyfi til þess að skipta húsinu í tvo matshluta, íbúðarhúsið matshluti 01 og bílgeymslur matshluti 02 á lóðinni nr. 60 við Gnoðarvog.  Gjald kr. 2.500  Samþykki meðeigenda dags. 28. júní 1999 fylgir erindinu."
19166 (01.14.610.01),BN019166,Grensásvegur 3-7,Br. úr veitingastað í sólbaðsstofu.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að innrétta sólbaðsstofu í stað veitingastaðar á 2. hæð hússins nr. 7 á lóðinni nr. 3-7 við Grensásveg.  Gjald kr. 2.500
19354 (01.11.365.18),BN019354,Grjótagata 12,Endurbygging eftir bruna,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi til þess að endurbyggja útihúsið eftir bruna, þannig að það líkist því sem það var 1897 á lóðinni nr. 12 við Grjótagötu.  Stærð: Útihús kjallari 12,6 ferm., 1. hæð 12,6 ferm., samtals 25,2 ferm., 58,9 rúmm.  Gjald kr. 2.500 + 1.473  Bréf umsækjanda dags. 13. júní 1999, bréf hönnuðar dags. 30. júní 1999, umsögn Húsfriðunarnefndar dags. 18. júní 1999 og 30. júní 1999 og umsögn Árbæjarsafns fylgja erindinu."
19287 (01.22.260.01),BN019287,Gufunes sorpflokkun,Stoðveggur og timburkurlari,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til þess að byggja stoðvegg út frá vesturgafli og setja upp timburkurlara vestan við hús SORPU í Gufunesi.  Gjald kr. 2.500
19428 (01.25.761.01),BN019428,Gylfaflöt 24-30,Lengja húsið og breyta,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til þess að lengja húsið um 22 sm, stækka milliloft og breyta einangrun hússins á lóðinni nr. 24-30 við Gylfaflöt.  Stærð: 1. hæð 4,4 ferm., milliloft 29 ferm., samtals 33,4 ferm., 33,4 rúmm.  Gjald kr. 2.500 + 663"
19368 (01.46.430.09),BN019368,Haukshólar 9,Klæðn. og byggt yfir svalir,Frestað. Vantar ástandsskýrslu.,"Sótt er um samþykki fyrir áður gerðri stækkun herbergis yfir svalir á norðurhlið og sótt um leyfi til þess að einangra húsið að utan og klæða með sléttum álplötum á lóðinni nr. 9 við Haukshóla.  Stærð: Stækkun 1. hæð 2,1 ferm., 5,9 rúmm.  Gjald kr. 2.500 + 147  Bréf hönnuðar ódags. fylgir erindinu."
19435 (01.17.414.08),BN019435,Hvassaleiti 74,Áhaldageymsla,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Til bráðabirgða. Þinglýsa skal kvöð um niðurrif borgarsjóði að kostnaðarlaus þegar krafist verður.,"Sótt er um leyfi til að byggja áhaldageymslu úr timbri á og rétt utan við lóðina nr. 74 við Hvassaleiti.   Stærð: 9,9 ferm., 15,3 rúmm.  Gjald kr. 2.500 + 382  Erindinu fylgja bréf umsækjanda dags. júlí 1999, samþykki lóðarhafa að Hvassaleiti 72 dags. 14. júlí 1999 og bréf gatnamálastjóra dags. 12. júli 1999."
19153 (01.11.710.21),BN019153,Ingólfsstræti 1A,Endurn. glugga og einangr.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi til þess að breyta gluggum 2. og 3. hæðar  til upprunalegrar gerðar, fjölga gluggapóstum á 1. hæð og einangra og múrhúða húsið að utan á lóðinni nr. 1A við Ingólfsstræti.  Gjald kr. 2.500  Umsögn Árbæjarsafns dags. 25. maí 1999, umsögn Húsafriðunarnefndar ríkisins dags. 12. júlí 1999 og viðurkenning Brunamálastofnunar á múrklæðningu dags. 13. júní 1986 fylgja umsókn."
19315 (01.15.133.01),BN019315,Keilugrandi 1,Breyting á skráningu,Frestað. Vísað til athugasemda eldvarnaeftirlits.,Sótt er um leyfi til að breyta skráningu hússins nr. 1 við Keilugranda.  Stærðir: xx  Gjald kr. 2.500
19353 (01.11.711.06),BN019353,Klapparstígur 26,Innanhússbreyting,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins.,Sótt er um samþykki fyrir breyttum innréttingum vegna breytts rekstraraðila veitingastaðarins og fyrir nýjum stiga 1. hæðar að bakinngangi hússins á lóðinni nr. 26 við Klapparstíg.  Gjald kr. 2.500
19438 (01.11.834.02),BN019438,Laufásvegur 12,"br. innra fyrirk., lyfta og stækka anddyri",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að breyta innra fyrirkomulagi fyrir starfsemi tengda Listasafni Íslands, koma fyrir lyftu og stækka anddyri hússins nr. 12 á lóðinni nr. 12 við Laufásveg.  Stærð: 1. hæð 1,5 ferm., 4 rúmm., lyftuhús 5 ferm., 6,1 rúmm.  Gjald kr. 2.500 + 253"
19421 (01.13.604.03),BN019421,Laugarnesvegur 38,Skv. eignaskiptasamning,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir áður gerðri stækkun anddyris og geymslu kjallaraíbúðar undir tröppum við norðurhlið og fyrir skiptingu bílgeymslu í séreignarými á lóðinni nr. 38 við Laugarnesveg.  Stærð: Áður gerð stækkun 6,5 ferm., 11,1 rúmm.  Gjald kr. 2.500 + 278  Samþykki meðeigenda dags. 7.  júlí 1999 fylgir erindinu."
19314 (01.13.640.05),BN019314,Laugateigur 3,Reyndarteikn.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um samþykki fyrir lagfærðum teikningum af þakhæð vegna gerðar eignaskiptayfirlýsingar á lóðinni nr. 3 við Laugateig.  Gjald kr. 2.500
19443 (01.11.730.16),BN019443,Laugavegur 61-63,Sameina íbúð og sameign á 4. og 5. hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að sameina íbúð 0401 og sameignarrými á fimmtu hæð hússins nr. 63 við Laugaveg.  Gjald kr. 2.500  Erindinu fylgja bréf hönnuðar dags. 13. júlí 1999 og samþykki meðeigenda.
19174 (01.49.281.10),BN019174,Látrasel 8,áður gerðar br. í kj.og sólstofa,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um samþykki fyrir áður gerðri stækkun kjallara í áður óuppfyllta sökkla og leyfi fyrir byggingu sólstofu við suðurhlið hússins á lóðinni nr. 8 við Látrasel.  Stærð: Áður gerður kjallari 98,4 ferm., 256 rúmm., sólstofa 21 ferm., 53 rúmm.  Gjald kr. 2.500 + 7.725"
19409 (01.17.021.13   ),BN019409,Mávahlíð 1,Innanhússbreyting,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um samþykki fyrir núverandi fyrirkomulagi á 1. og 2. hæð húsins vegna gerðar eignaskiptayfirlýsingar á lóðinni nr. 1 við Mávahlíð.  Gjald kr. 2.500   Samþykki meðeigenda dags. 31. maí 1999 fylgir erindinu.
17157 (01.01.523.101),BN017157,Meistaravellir 31-35,Bílskúrar 2 stk,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,"Sótt er um leyfi til að byggja bílgeymslu fyrir tvo bíla úr steinsteypu á lóðinni nr. 31-35 við Meistaravelli.  Stærðir: 46,9 ferm., 136 rúmm.  Gjald kr. 2.500 + 3.400  Erindinu fylgir: Bréf Gunnars Hafsteinssonar  f.h. umsækjanda dags. 18. og 26. júní 1998 og 18. ágúst 1998, samþykki 31 af 35 meðlóðarhöfum dags. maí/júní 1998, Bréf Gunnars I Hafsteinsson vegna samþykkis allra íbúðareigenda Meistaravöllum 31-35 dags. 13. júlí 1999.  Umsögn Borgarskipulags dags. 6. ágúst 1998 fylgir erindinu. Bréf byggingarfulltrúa dags. 17. september 1998, símbréf Gunnars I. Hafsteinssonar dags. 18. ágúst og 9. september og bréf sama aðila dags. 17. september 1998, bréf Gunnars I. Hafsteinssonar dags. 13. júlí 1999 og samþykki meðlóðarhafa fylgja einnig."
19327 (01.11.831.14),BN019327,Miðstræti 4,Br. í kjallara,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til þess að stækka íbúð í kjallara og minnka geymslur hússins á lóðinni nr. 4 við Miðstræti.  Gjald kr. 2.500  Samþykki meðeiganda dags. 30. júní 1999 fylgir erindinu.
19426 (01.11.910.15   ),BN019426,Njálsgata 87,Reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir áður gerðri stækkun 1. hæðar yfir svalir á vesturhlið, breytingum baðherbergja á 2. hæð og fyrirkomulagi á sérgeymslum í kjallara og á rishæð hússins á lóðinni nr. 87 við Njálsgötu.  Stærð: 1. hæð 2,5 ferm., 6,1 rúmm.  Gjald kr. 2.500 + 153  Samþykki meðeigenda (á teikningum) fylgir erindinu."
19456 (01.12.211.02),BN019456,Nóatún 4,"br. á samþ19015, þakeiningar, útihurðir ofl.",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Vottun eininga skal liggja fyrir eigi síðar en við úttekt á botnplötu.,Sótt er um leyfi til að nota holplötueiningar í stað plötu og bita í burðarvirki þaks viðbyggingar á lóðinni nr. 4 við Nóatún sem samþykkt var í byggingarnefnd 10.6.99. Jafnframt verði útihurðum breytt og teikningar samræmdar verkteikningum.  Gjald kr. 2.500
19402 (01.13.440.05),BN019402,Rauðalækur 28,Reyndarteikningar v. eignaskiptasamnings,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir leiðréttum eignamörkum í kjallara, á 2. hæð og á rishæð, ásamt fjölgun bílastæða á lóðinni nr. 28 við Rauðalæk.  Gjald kr. 2.500"
19460,BN019460,Skeljanes 10,breyting á gluggum v/ fokheldis,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til þess að síkka glugga í bílgeymslu á lóðinni nr. 10 við Skeljanes.  Gjald kr. 2.500
