nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
19113 (01.12.801.03),BN019113,Álftamýri 1-5,Ýmsar breytingar og lyfta,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir breytingum á innra fyrirkomulagi og skráningu hússins á lóðinni nr. 1-5 við Álftamýri. Jafnframt er sótt um leyfi til að koma fyrir lyftu milli kjallara og annarrar hæðar hússins.  Stækkun: 5,9 ferm., 27,7 ferm.  Gjald kr. 2.500 + 692  Erindinu fylgir bréf hönnuðar vegna skilta dags. 13. júlí 1999, bréf umsækjanda dags. 20. júlí 1999, yfirlýsing Vigfúsar Guðmundssonar dags. 20. júlí 1999."
19320 (01.12.920.05   ),BN019320,Ármúli 22,"Rannsóknastofa, gluggar og hurð til suðurs á 2. h.",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta innra fyrirkomulagi og skráningu annarrar hæðar hússins nr. 22 við Ármúla. Jafnframt verði dyr til suðurs að Síðumúla stækkaðar og settir gluggar á sama vegg.  Gjald kr. 2.500  Samþykki meðeigenda og annarrs lóðarhafa að Síðumúla 7 fylgir áritað á teikningu, sem og samþykkt kauptilboð dags. 13. júlí 1999."
19359 (01.24.211.05),BN019359,Bakkastaðir 49,Stækkun kjallara,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,"Sótt er um leyfi til þess að stækka kjallara og fjölga gluggum á norðurhlið hússins á lóðinni nr. 49 við Bakkastaði.  Stærð: Stækkun bílgeymslu í kjallara 21,8 ferm., 59 rúmm.  Gjald kr. 2.500 + 1.475"
17047 (01.01.171.019),BN017047,Bankastræti 9,v/eignaskipta nr 9 og 11,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir núverandi innra fyrirkomulagi og skráningu hússins á lóðinni nr. 9 við Bankastræti og hluta 2. hæðar hússins nr. 11 við Bankastræti.  Gjald kr. 2.500  Samþykki nokkurra meðeigenda í Bankastræti 11 fylgir áritað á teikningu.
19477 (01.11.710.19),BN019477,Bankastræti 9,Br. á innra frkl á 2. og 3. hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta innra fyrirkomulagi á annari og þriðju hæð hússins nr. 9 við Bankastræti. Jafnframt er sótt um leyfi til að breyta innra fyrirkomulagi í vesturhluta annarrar hæðar hússins nr. 11 við Bankastræti. Ennfremur er farið fram á, að erindinu verði frestað þar til afgreiðslu erindis nr. 17047 er lokið.  Gjald kr. 2.500"
19474 (01.24.043.01),BN019474,Barðastaðir 61,Færa á klósett og br. gluggar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,"Sótt er um leyfi til þess að breyta innra skipulagi og gluggum á suðvestur- og suðausturhlið hússins á lóðinni nr. 61 við Barðastaði.  Stærð: Leiðréttar stærðir, íbúð var 192,8 ferm. verður 194.4 ferm., bílgeymsla var 42,2 ferm. verður 41,2 ferm., samtals stækkkun 0,6 ferm., 2 rúmm.   Gjald kr. 2.500 + 50"
19481 (01.11.931.01),BN019481,Barónsstígur 47,br. á innra skipulagi mæðradeildar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta innra skipulagi mæðraskoðunar á 1. hæð Heilsuverndarstöðvar Reykjavíkur á lóðinni nr. 47 við Barónsstíg.   Gjald kr. 2.500
19297 (01.40.244.05),BN019297,Básbryggja 13-17,"Lækka kóta, minnka millil.",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til þess að lækka gólfkóta 1. hæðar, framlengja útitröppur og minnka milliloft 3. hæðar hússins á lóðinni nr. 13 - 17 við Básbryggju.  Jafnframt er lagt til að húsið verði framvegis númer 13 - 15 við Básbryggju.  Stærð: Milliloft var 101,9 fyrir hvort húsnúmer, en verður 54,4 ferm.  Gjald kr. 2.500"
19480 (01.24.251.01),BN019480,Brúnastaðir 18-24,Br. á innra skipulagi,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,"Sótt er um leyfi fyrir breytingum á innra skipulagi í húsum nr. 18, 20 og 24 á lóðinni nr. 18-24 við Brúnastaði.  Gjald kr. 2.500"
19189 (01.25.752.02),BN019189,Bæjarflöt 4,Innanhússbr. og á einangrunargildi,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að breyta innra skipulagi, minnka einangrun lagerbyggingar og minnka og fækka gluggum á göflum hússins á lóðinni nr. 4 við Bæjarflöt.  Gjald kr. 2.500  Bréf umsækjanda dags. 8. júní 1999 fylgir erindinu."
19162,BN019162,Eyjargarður,"dyr fluttar, spennistöð felld burtu",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Samþykkt með skilyrði um að eigendur ákveði hvaða viðmiðunarstaðli verði fylgt vegna bruna og öryggismála. Er frestur til að skila yfirlýsingu þess efnis einn mánuður frá samþykkt þessari.,Sótt er um leyfi til þess að færa dyr af norðurhlið á austurhlið og fella burtu spennistöð því slökkvidælur verða knúnar með díselvélum í stað rafmótors í bryggjuhúsinu (nr.2) við Eyjaslóð.  Gjald kr. 2.500  Umsögn Heilbrigðiseftirlits Reykjavíkur dags. 29. júní 1999 fylgir erindinu.
19451 (01.11.960.03),BN019451,Freyjugata 32,Stækka íbúð og br. hurð,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til þess að stækka kjallaraíbúð og breyta aðkomu að geymslu 00.03  á lóðinni nr. 32 við Freyjugötu.  Gjald kr. 2.500  Samþykki meðeigenda dags. 15. júlí 1999 fylgir erindinu.
18807 (01.01.196.103),BN018807,Freyjugata 46,Gróðurskáli,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi til þess að byggja gróðurskála með gras á þaki vestan við bílskúr á lóðinni nr. 46 við Freyjugötu.  Stærð: Gróðurskáli 19 ferm., 45,6 rúmm.  Gjald kr. 2.500 + 1.140  Samþykki nágranna að Freyjugötu 44 dags. 26. apríl 1999 fylgir erindinu.  Útskrift úr gerðabók skipulags- og umferðanefndar frá 19. júlí 1999 fylgir erindinu."
19467 (01.22.980.01),BN019467,Gerðhamrar 1,Girðing,Frestað. Gera betur grein fyrir hæðarlegu lóðar við lóðamörk. Málin vísað til umsagnar umferðardeildar borgarverkfræðings vegna nálægðar girðingar við gatnamót.,Sótt er um leyfi til þess að reisa skjólgirðingu í norðurvesturhorni lóðar nr. 1 við Gerðhamra.  Gjald kr. 2.500  Samþykki meðeiganda (á teikningu) fylgir erindinu.
