nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
17809 (01.02.575.202),BN017809,Bæjarflöt 4,Atvinnuhúsn. á 1 hæð úr límtré,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að byggja atvinnuhúsnæði á einni hæð  úr límtrésbitum og samlokueiningum á lóðinni nr. 4 við Bæjarflöt.  Stærð: 1203,5 ferm. og 6860,6 rúmm.  Gjald kr. 2.500 + 171.515  Útskrift úr gerðabók skipulags- og umferðarnefndar 23.  nóvember 1998, ásamt umsögn Borgarskipulags dags. 17. nóvember 1998 fylgir erindinu ásamt  yfirlýsingu lóðarhafa á Bæjarflöt 2 og 4 dags. 18. nóvember 1998 um sameiginlega innkeyrslu,  vottun Brunamálastofnunar nr. 268 dags. 26. jan. 1996, bréfi Brunamálastofnunar dags. 19. mars 1997, bréfi Vektors dags. 6. júlí 1997 og bréfi  Rb dags. 8. júlí 1997, bréfi Brunamálastofnunar ríkisins dags. 18. des. 1998."
18158 (01.01.381.102 01),BN018158,Austurbrún 6,Klæðning,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Bókun byggingarfulltrúa: Enda verði verkið unnið í samfellu.,"Sótt er um leyfi til að endurnýja byggingarleyfi, frá 28. nóvember 1996,   til að klæða að utan með lituðum álplötum húsið á lóðinni nr. 6 við Austurbrún.  Gjald kr. 2.500"
18134 (01.01.139.122),BN018134,Bræðraborgarst 39-41,Br. bílskýli í bílskúr og lokun á gangi í kj.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta bílskýli í lokaða bílgeymslu og að gera breytingar á innra fyrirkomulagi í matshluta 02 (kjallara) hússins á lóðinni nr. 39-41 við Bræðraborgarstíg.  Gjald kr. 2.500
18148 (01.02.575.802),BN018148,Bæjarflöt 8,Atv.húsn. úr steinst á einni hæð með millig.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að byggja atvinnuhúsnæði úr steinsteypu á einni hæð með milligólfi í hluta húss á lóðinni nr. 8 við Bæjarflöt. Húsið verður einangrað að utan og klætt trapizuformuðum stálplötum.  Stærðir: 1. hæð 733,6 ferm. milligólf 174,3 ferm. samtals  907,9 ferm. og 4804,6 rúmm.  Gjald kr. 2.500 + 120.115  Útskrift úr gerðabók skipulags- og umferðarnefndar frá 7. desember 1998 fylgir erindinu.  Einnig lögð fram umsögn Borgarskipulags, dags. 20. nóvember 1998."
18130 (01.02.841.201 01),BN018130,Dalhús 2,Breyting á hurðum v.eldvarna,Frestað. Gera skal grein fyrir breytingum.,Sótt er um leyfi til að breyta fyrirkomulagi eldvarna í sundlaugarhúsinu á lóðinni nr. 2 við Dalhús.  Gjald kr. 2.500
17720 (01.01.452.201),BN017720,Dugguvogur 4,Þró umhverfis olíugeyma,"Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa, áður en mokað er yfir geyma.",Sótt er um leyfi til færa geyma  fyrir olíuefni á lóðinni nr. 4 við Dugguvog og setja lekavörn úr olíuþolnum dúki utan um þá. Jafnframt verða settar upp olíuskiljur og sótt er um leyfi fyrir áður gerðum loftstokkum.   Gjald kr. 2.500
17934 (01.01.410.001),BN017934,Efstasund 66,áður gerð íbúð í kjallara,Frestað. Vakin er athygli á því að þetta er í annað sinn sem erindið kemur til afgreiðslu án þess að tillit sé tekið til athugasemda. Málinu vísað til umsagnar gatnamálastjóra vegna bílastæða.,Sótt er um samþykki fyrir áður gerðri íbúð í kjallara hússins á lóðinni nr. 66 við Efstasund. Jafnframt er sótt um leyfi fyrir tveim viðbótarbílastæðum á lóðinni.  Gjald kr. 2.500  Virðingargjörð dags. 24. júní 1951 og íbúðaskoðun byggingarfulltrúa dags. 25. október 1996 og 2. des 1998 fylgir erindinu.
18143 (01.04.028.403),BN018143,Eirhöfði 11,Fjarskiptamastur,Frestað. Uppdráttum  vísað til umsagnar Borgarskipulags vegna yfirstandandi grenndarkynningar á mastri.,Sótt er um 30 m hátt fjarskiptamastur úr stáli í suðvesturhorni lóðarinnar nr. 11 við Eirhöfða.  Gjald kr. 2.500
17187 (01.04.028.403),BN017187,Eirhöfði 11,Stækkun skriftofuhúss til vesturs og norðurs,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til þess að byggja viðbyggingu úr steinsteypu einangraða að utan og klædda sléttum álplötum eða ímúr  við vesturenda skrifstofuhúss Vatnsveitu Reykjavíkur.  Stærð: Kjallari 906,9 ferm., 1. hæð 893,4 ferm., 2. hæð 743,8 ferm., samtals 2544,1 ferm., 8869 rúmm.  Gjald kr. 2.500 + 221.725  Útskrift úr gerðabók skipulags- og umferðarnefndar dags. 26. október 1998 fylgir erindinu."
17616 (01.04.630.102 01),BN017616,Eyjabakki 2,Reyndart. v/ eignaskipta,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi fyrir áður gerðum breytingum samkvæmt reyndarteikningu á 1. hæð húsanna nr. 2, 4, 8, 10, 14 og 16 á lóðinni nr. 2-16 við Eyjabakka. Jafnframt er leitað samþykkis á fyrirkomulagi eldvarna í kjallara húsanna sem kemur til framkvæmda samhliða viðhaldi húsanna.  Gjald kr. 2.500"
18146 (01.01.462.001 09),BN018146,Skeifan 15,Breyting á millpöllum,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að breyta fyrirkomulagi innréttinga á áður gerðum milligólfum í húsinu nr. 15 við Skeifuna sem tilheyrir lóðinni nr. 8-14 við Faxafen. Jafnframt er sótt um leyfi fyrir starfsmannainngangi við norðausturhorn hússins.  Gjald kr. 2.500  Erindinu fylgir bréf hönnuðar dags. 15. des. 1998 og samþykki Skeifunnar hf og Iðngarða hf dags. 15. des. 1998 fyrir útlitsbreytingu.
18147 (01.04.302.601 01),BN018147,Fossháls 1,Br. innra frkl og útliti í hluta kj.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að breyta innra fyrirkomulagi, þar á meðal milligólfum,   í suðvesturhluta kjallara hússins nr. 1 við Fossháls. Jafnframt er erindi nr. 17985 dregið til baka.  Stækkun: Milligólf 26,8 ferm.  Gjald kr. 2.500 + 670  Erindinu fylgir bréf Brunamálastofnunar dags. 18. nóvember 1998 og teikningar samþykktar af stofnuninni sama dag, varðandi fyrri umsókn um byggingarleyfi, samþykki nokkurra meðeigenda vegna breytingar á stigahúsi 0104 dags. 22. des. 1998, bréf Brunamálastofnunar dags. 22. des. 1998, samkomulag um neyðarútgang dags. 19. nóv. 1998."
18135 (01.02.427.501 02),BN018135,Garðsstaðir 23,Breyting á húsii nr. 23,Frestað. Vantar samþykki meðeigenda.,Sótt er um leyfi til að gera  arinn og breyta innra fyrirkomulagi í húsinu nr. 23 á lóðinni nr.  21 - 25 við Garðsstaði.  Gjald kr. 2.500
18079 (01.04.674.302 01),BN018079,Gerðuberg 3-5,Stækka anddyri og breyta skipulagi lóðar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að stækka anddyri á efri hæð menningarmiðstöðvarinnar á lóðinni nr. 3-5 við Gerðuberg til norðurs. Jafnframt er sótt um leyfi til að breyta skipulagi lóðar.  Stækkun: 48,4 ferm. og 156,1 rúmm.  Gjald kr. 2.500 + 3.902"
18133 (01.01.805.301 05),BN018133,Grensásvegur 60,gluggapóstar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til að setja póst í glugga á suðurgafli hússins nr. 60 á lóðinni nr.  52 - 60 við Grensásveg.  Gjald kr. 2.500
18034 (01.01.191.012 01),BN018034,Grettisgata 86,Br á innra frkl og starfsemi,Frestað. Samþykki meðeigenda ófullnægjandi.,"Sótt er um leyfi til þess að sameina tvær verslanir á 1. hæð og fá samþykki fyrir matvælavinnslu, skyndibitastað og áður gerðu skyggni á lóðinni nr. 86 við Grettisgötu.  Gjald kr. 2.500  Umsögn Borgarskipulags dags. 16. desember 1998, skilyrt samþykki nokkurra íbúðareigenda ódags.. fylgir erindinu."
17646 (01.01.171.212 01),BN017646,Hallveigarstígur 7,inngangur 2 hæðar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi til að færa inngang að 2. hæð hússins á lóðinni nr. 7 við Hallveigarstíg þannig að inngangurinn verði um utanáliggjandi tröppur og svalir, jafnframt sótt um áður gerða íbúð á annarri hæð.  Erindinu fylgir greinargerð frá Erni Baldurssyni arkitekt, dags. 30. september 1998.  Gjald kr. 2.500  Málinu fylgir bréf umsækjanda dags. 22. október 1998."
18116 (01.01.255.204 01),BN018116,Hjálmholt 8,Br. skráning v eignaskiptasa,Frestað. Gera gein fyrir staðsetningu sorpíláta.,"Sótt er um leyfi til breytinga í kjallara hússins á lóðinni  nr. 8 við Hjálmholt, vegna eignaskiptayfirlýsingar.  Gjald kr. 2.500"
