nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
1664,BN016649,Amtmannsstígur 1,Breyting úti,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til að setja nýjar útidyr á austurhlið hússins á lóðinni nr. 1 við Amtmannsstíg.  Gjald kr. 2.500  Umsögn húsafriðunarnefndar dags. 29. apríl 1998 fylgir erindinu ásamt umsögn Árbæjarsafns dags. 29. apríl 1998.
1673 (01.01.140.308),BN016735,Austurstræti 17,Reyndarteikning og eldvarnamerkingar,Frestað. Vísað til athugasemda á umsóknareyðublaði.,Sótt er um leyfi fyrir breytingum vegna eldvarna og að fá samþykktar teikningar af núverandi fyrirkomulagi  í húsinu nr.17 við Austurstræti.  Gjald kr. 2.500
1677 (01.01.140.210),BN016772,Austurstræti 9,Breyting úr verslun í veitingahús,Frestað. Vísað til  athugasemda á umsóknareyðublaði.,"Sótt er um leyfi til þess að breyta verslun á 1. hæð og kjallara í veitingarhús og stækka bíslag á norðurhlið hússins á lóðinni nr. 9 við Austurstræti.  Stærðir: bíslag 5,7 ferm., 13,7 rúmm.  Gjald kr. 2.500  Bréf frá skrifstofu borgarstjóra fylgir erindinu."
1675 (01.04.233.003 03),BN016753,Álakvísl 18,Þakgluggi,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt um leyfi til þess að setja þakglugga á geymsluloft í húsinu nr. 18 við Álakvísl.  Gjald kr. 2.500  Samþykki meðeiganda dags. 15. apríl 1998 fylgir erindinu.
1663 (01.01.434.301),BN016631,Álfheimar 74,Ýmsar breytingar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að breyta innra fyrirkomulagi í kjallara vestur- og norðurhluta hússins á lóðinni nr. 74 við Álfheima.  Gjald kr. 2.500  Bréf hönnuðar dags. 30. mars 1998 fylgir erindinu ásamt samþykki meðeigenda dags. 21. apríl 1998.
1643,BN016438,Ármúli 13a,Endurskipulagning,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi fyrir innri breytingum á 3. og 4. hæð hússins á lóðinni nr. 13a við Ármúla.  Gjald kr. 2.500  Bréf umsækjanda dags. 27. mars 1998 og samþykki meðeigenda dags. 1. apríl 1998 fylgja erindinu.
1673 (01.01.162.301),BN016730,Ásvallagata 17,skipta eignahaldi á geymslum 00-07 og 00-08,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Athygli umsækjanda er vakin á því að eldvarnir hússins eru ekki í samræmi við núgildandi reglur.,Sótt er um leyfi til þess að leiðrétta skráningu í kjallara vegna eignaskipta í húsinu á lóðinni nr. 17 við Ásvallagötu.  Gjald kr. 2.500
1676 (01.01.354.207),BN016768,Ásvegur 10,Kvistir á þak,Frestað. Skoðist milli funda.,Sótt er um leyf til að fá samþykkta áður gerða íbúð í húsinu á Ásvegi nr.  10.  Gjald  kr 2.500.  Eignaskiptayfirlýsing dags. 11. desember 1989 fylgir erindinu.
1673 (01.01.184.444),BN016739,Baldursgata 7,Tvær íbúðir á 3. hæð,Frestað. Vísað til athugasemda eldvarnaeftirlitsins.,"Sótt er um leyfi til þess að gera smávægilegar innri breytingar á 1. hæð, samþykki fyrir áður gerðri skiptingu 3. hæð í tvær íbúðir og stækka kvist garðmegin á húsinu á lóðinni nr. 7 við Baldursgötu.  Gjald kr. 2.500  Skoðunarskýrsla byggingarfulltrúa dags. 15. janúar 1998 og samþykki meðeigenda dags. 26. janúar 1998 fylgja erindinu."
1670 (01.02.422.101),BN016704,Barðastaðir 17-19,Reyndarteikningar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,Sótt er um leyfi til að breyta skráningu á geymslum í húsi nr.  17 og  færa þvottaaðstöðu í endaíbúðum í húsinu á lóðinni  nr. 17-19 við Barðastaði.  Gjald 2.500
