nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
1720 (01.04.677.002),BN017200,Austurberg 16-20,Kjallargluggar,Synjað Samræmist ekki útliti hússins og notkun rýmisins.,Sótt er um leyfi til þess að fjölga gluggum í kjallara á austurgafli hússins á lóðinni nr. 16-20 við Austurberg.  Gjald kr. 2.500
1722 (01.01.352.708),BN017224,Austurbrún 21,Reyndarteikningar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Verði um breyting á gangstétt að ræða ber umsækjandi kostnað af því.,"Sótt er um samþykki fyrir fjölgun bílastæða um tvö  á lóðinni nr. 21 við Austurbrún, og samþykkt fyrir eignamerkingum..  Gjald kr. 2.500"
1723 (01.01.140.505),BN017232,Austurstræti 22B,Innanhússbr.,Frestað. Vísað til athugasemda á umsóknarblaði. Hönnuður hafi samband við heilbrigðiseftirlit.,"Sótt er um leyfi til þess að færa starfsmannaaðstöðu af annari hæð upp á þriðju hæð og stækka við það veitingarsal um 32 ferm, í húsinu á lóðinni nr. 22B við Austurstræti.  Gjald kr. 2.500"
1719 (01.01.434.301),BN017196,Álfheimar 74,Endurinnrétting á handlækningastöð,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi fyrir innra fyrirkomulagi handlækningastöðvar í norðuhluta annarrar hæðar hússins á lóðinni nr. 74 við Álfheima.  Gjald kr. 2.500
1704 (01.01.171.019),BN017047,Bankastræti 9,v/eignaskipta nr 9 og 11,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir núverandi innra fyrirkomulagi hússins á lóðinni nr. 9 við Bankastræti og 2. hæðar hússins nr. 11 við Bankastræti.  Gjald kr. 2.500
1718 (01.01.702.019),BN017183,Barmahlíð 27,Ný íbúð í kjallara,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Málið samþykkt 13. júlí 1998.,"Sótt er um leyfi fyrir íbúð í kjallara hússins nr. 27 við Barmahlíð.  Gjald kr. 2.500  Meðfylgjandi er samþykki meðeigenda ritað á skráningartöflu dags. 30. júní 1998, óundirritað bréf umsækjanda dags. 4. júní 1998, vottorð Heilbrigðiseftirlits Reykjavíkur um skoðun dags. 2. júlí 1998 og skoðunarskýrsla byggingarfulltrúa dags. 25. maí 1998."
1723 (01.01.550.401),BN017231,"31"">Birkimelur 1","BR. á innrétt., br. staðs. á samþykktu skilti",Frestað. Vísað til bókunar byggingarfulltrúa frá 7. apríl 1998 vegna umsóknar nr. 16616.,Sótt er um leyfi fyrir breyttu innra fyrirkomulagi og fyrir breyttri staðsetningu á skilti sem við útfærslu  var fært til suðurs frá fyrri samþykkt á lóðinni nr. 1 við Birkimel.  Gjald kr. 2.500
1721 (01.01.818.219),BN017219,Bústaðavegur 61,áður gerður garðskúr,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir áður gerðum garðskúr úr timbri og steyptum sólpalli á lóðinni nr. 61 við Bústaðaveg.  Stærð 7,5 ferm. og 16,6 rúmm.  Gjald kr. 2.500 + 415  Samþykki meðeiganda fylgir áritað á teikningu."
1724 (01.01.134.209),BN017245,Drafnarstígur 2,Leiðr. reyndateikn.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um samþykki fyrir leiðréttum teikningum af núverandi fyrirkomulagi og breyttri skráningu til samræmis við uppmælingu hússins á lóðinnim nr. 2 við Drafnarstíg.  Leiðréttar stærðir: Kjallari 176,9 ferm., 1. hæð 172,5 ferm., 2. hæð 172,5 ferm., 3. hæð 172,5 ferm., 4. hæð 133,9 ferm., samtals 2028 rúmm.  Gjald kr. 2.500"
1719 (01.04.304.502),BN017193,Dragháls 4,bílastæði og dyr á austurhlið,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að breyta bílastæðum, færa dyr á suðurhlið, bæta við inngangi á austurhlið og klæða austurhlið viðbyggingar og hluta eldra húss að utan með álklæðningu á lóðinni nr. 4 við Dragháls.  Gjald kr. 2.500"
1716 (01.01.701.223),BN017162,Engihlíð 16,íbúð í kjallara,Samþykkt. Samræmist  reglum um áðurgerðar íbúðir.,"Sótt er um samþykki fyrir áðurgerðri íbúð í kjallara og núverandi fyrirkomulagi í húsinu nr. 16 við Engihlíð.  Gjald kr 2.500  Ljósrit af virðingargjörð dags. 24. apríl 1951, hússkoðun heilbrigðiseftirlits dags. 6. júlí 1998 og íbúðarskoðun byggingarfulltrúa dags.6. júlí 1998 fylgja erindinu."
1717 (01.04.364.101),BN017179,Fylkisvegur 6-8,Upplýsinga- og ayglýsingaskilti,Samþykkt. Með vísan til 9. kafla reglna um skilti í lögsögu Reykjavíkur. Notkun skiltisins aðeins leyfð meðan á íþróttaleik stendur.,Sótt er um leyfi til að setja upp markatöflu sem um leið auglýsingaskilti af stærðinni 2 x 4 m á norðurvegg íþróttahúss Fylkis á lóðinni nr. 6-8 við Fylkisveg.  Gjald kr. 2.500
1716 (01.01.863.-99),BN017168,Haðaland 26,3 færanl. kennslust. og tengibygg.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að reisa þrjár bráðabirgða kennslustofur úr timbri á lóð Fossvogsskóla nr. 26 við Haðaland.  Stærð 225 ferm. og 705 rúmm.  Gjald kr. 2.500 + 17.631
