nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
1749 (01.01.816.013),BN017494,Bakkagerði 7,Reyndarteikning af kjallara,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir þegar gerðum breytingum í kjallara vegna eignaskipta í húsinu nr. 7 við Bakkagerði.  Gjald kr. 2.500  Samþykki meðeiganda (á teikningu) fylgir erindinu.
1751 (01.02.421.601),BN017513,Bakkastaðir 1-1B,Br. skráning,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um samþykki fyrir breyttri skráningu og leiðréttingu á stærðum fjölbýlishússins á lóðinni nr. 1-1B við Bakkastaði.  Stærð: Samtals minnkun 0,4 ferm., stækkun 305,7 rúmm.  Gjald kr. 2.500 + 7.643"
1751 (01.02.421.602),BN017515,Bakkastaðir 3-5A,Br. skráning,Samþykkt.,Sótt er um leyfi til þess að breyta skráningu fyrir fjölbýlishúsið á lóðinni nr. 3-5A við Bakkastaði.  Gjalds 2.500
1751 (01.02.421.603),BN017514,Bakkastaðir 7-7B,Br. skráning,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir breyttri skráningu á fjölbýlishúsinu og geymsluhúsinu á lóðinni nr. 7-7B við Bakkastaði.  Stærð:  Leiðrétt stærð íbúðarhúss, minnkar um samtals 0,6 ferm., stækkar um 27,2 rúmm.  Gjald kr. 2.500 + 680"
1748 (01.11.743.27),BN017487,Barónsstígur 23,Breyta íbúð í kjallara,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir breyttu fyrirkomulagi í kjallara hússins nr. 23 við Barónsstíg.  Gjald kr. 2.500
1743 (01.01.823.007),BN017437,Borgargerði 3,Bílskúr og áðurgerðar br.,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir áður gerðum breytingum á  útliti og innra fyrirkomulag hússins nr. 3 við Borgargerði.  Jafnframt er sótt um leyfi til að stækka áður samþykkta bílgeymslu úr xx við norðurvegg.   Stækkun: Íbúð  xx ferm. og xx rúmm. Bílgeymsla 34,7 ferm. og 100,6 rúmm.  Gjald kr. 2.500 + xx"
1737 (01.01.231.001),BN017373,Borgartún 30,Br. á eignask. 3. og 4. hæð,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til að breyta skiptingu eigna á 3. og 4. hæð sjö hæða byggingar fyrir atvinnustarfsemi á lóðinni nr. 30 við Borgartún.  Gjald kr. 2.500
1744 (01.12.422.07),BN017444,Brautarholt 20,Br. innra fyrirkl. á  1. og 2. h.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta innra fyrirkomulagi á 1. og 2 hæð hússins á lóðinni nr. 20 við Brautarholt.  Gjald kr. 2.500
1728 (01.02.424.303),BN017285,Brúnastaðir 57,Einbýlishús,Samþykkt af byggingarfulltrúa þann 31. ágúst 1998. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,"Sótt er um leyfi til þess að byggja einlyft einbýlishús úr  steinsteypu steypt í einangrunarmót  með innbyggðum bílskúr á lóðinni nr. 57 við Brúnastaði.  Stærð: Íbúð 150 ferm., bílskúr 38 ferm., samtals 188 ferm., 623 rúmm.  Gjald kr. 2.500 + 15.575"
1748 (01.01.760.101),BN017488,Bústaðavegur 20,Innréttingabreyting o.fl.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til þess að breyta innréttingum og bæta við hurð á vesturhlið, hraðbanka á norðurhlið og flytja og stækka sorpgám og gasskápa á lóðinni nr. 20 við Bústaðaveg.  Gjald kr. 2.500"
