nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
1788 (01.01.383.008),BN017883,Austurbrún 39,Áður gerð íbúð í kjallara,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir áður gerðri íbúð í kjallara hússins á lóðinni nr. 39 við Austurbrún.  Gjald kr. 2.500  Samþykki meðeiganda dags. 3. desember 1998, íbúðarskoðun byggingarfulltrúa dags 22. september 1998, íbúðarskoðun heilbrigðiseftirlits dags. 13. október 1998 og virðingargjörð dags. 30. mars 1960 fylgir erindinu."
1787 (01.01.702.021),BN017877,Barmahlíð 31,íbúð í kjallara,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að gera íbúð í kjallara hússins á lóðinni nr. 31 við Barmahlíð.  Gjald kr. 2.500
1787 (01.04.630.201),BN017874,Blöndubakki 1-15,Reyndarteikn kjallari,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir núverandi fyrirkomulagi í kjallara húsanna á lóðinni nr. 1-15 við Blöndubakka.  Gjald kr. 2.500
1748 (01.01.174.327 01),BN017487,Barónsstígur 23,Breyta íbúð í kjallara,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,"Sótt er um samþykki fyrir breyttu fyrirkomulagi í kjallara og lækkun jarðvegs að bakhlið hússins um 30 cm á lóðinni nr. 23 við Barónsstíg.  Gjald kr. 2.500  Samþykki meðeiganda, ódags. og samþykki nágranna, dags. 18. október 1998 fylgir erindinu."
1717 (01.04.024.102),BN017173,Básbryggja 51,Br. á innra skipulagi og útliti,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að breyta burðarveggjum, innra skipulagi íbúða og útliti til samræmis við sérteikningar af húsinu nr. 51  við Básbryggju.  Stærðir: xxx  Gjald kr. 2.500  Bréf frá gatnamálastjóra, dags. 14. ágúst 1998, fylgir erindinu."
1793 (01.01.231.001),BN017930,Borgartún 30,Hækkun þaks yfir lyftum,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að hækka þak á tveim stöðum yfir lyftu- og stigahúsi og breyta deilingu glugga og klæðningar á norðurhlið hússins á lóðinni nr. 30 við Borgartún. Jafnframt verði eldri teikningar nr. 9. 10, 11, 12 og 13 felldar úr gildi.  Stækkun: 7,6 rúmm.  Gjald kr. 2.500 + 190"
1784 (01.01.250.101 01),BN017849,Brautarholt 22,br. í samr. við burðarþolsteikn.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi fyrir breytingu á burðarvirki viðbyggingar til samræmis við burðarþolsteikningar á lóðinni nr. 22 við Brautarholt.  Gjald kr. 2.500
1789 (01.02.425.401),BN017890,Brúnastaðir 1-7,Breytingar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,"Sótt er um leyfi til þess að breyta bílskúrsþaki, fella niður steypta innveggi og breyta  burði þaks raðhúsanna á lóðinni nr. 1-7 við Brúnastaði.  Gjald kr. 2.500"
1776 (01.02.424.302),BN017762,Brúnastaðir 55,"Canexel klæðning, br gluggum",Samþykkt. Með vísan til rannsóknarskýrslu Rb nr.H96/628 dags. 23. september 1996. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Óskar Þorsteinsson vék af fundi við afgreiðslu málsins.,Sótt er um leyfi til að nota téfíber plötur (Canexel) í stað Stoneflex í utanhúsklæðningu og breyta gluggum  hússins á lóðinni nr. 55 við Brúnastaði. Jafnframt verði teikningar samþykktar í byggingarnefnd 30. apríl 1998 felldar úr gildi.  Gjald kr. 2.500  Erindinu fylgir rannsóknarskýrsla Rb nr. H96/628 dags. 23. september 1996.
1758 (01.01.818.309),BN017583,Bústaðavegur 69,"Forstofa, br. svalir, klæðning",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir áður gerðri  forstofuviðbyggingu úr timbri við norðurhlið og leyfi til að breyta útfærslu á  svölum á suðurhlið hússins nr. 69 við Bústaðarveg.   Stækkun: 4.9 ferm. og 12,3 rúmm.   Gjald kr. 2.500 + 307  Samþykki meðeigenda dags. 15. september 1998 fylgir erindinu, ásamt samþykki nágranna dags. 10. október 1998."
1786 (01.01.244.101),BN017869,Einholt 2,reyndarteikningar,Synjað. Ófullnægjandi gögn.,Sótt er um leyfi fyrir afmörkun eignarhluta í matshluta 01 á lóðinni nr. 2 við Einholt.  Gjald kr. 2.500  Erindinu fylgir samþykki nokkurra eigenda matshlutans dags. 23. september 1998.
1790 (01.04.948.601),BN017907,Engjasel 29-45,Klæðning 37-45 með garðastáli,Frestað. Vantar ástandsskýrslu.,Sótt er um leyfi til að klæða raðhúsin nr. 37-45 á lóðinni nr. 29-45 við Engjasel.  Gjald kr. 2.500  Samþykki fjögurra meðeigenda af fimm ódags. fylgir erindinu.
1778 (01.01.704.001),BN017785,Eskihlíð 12,Reyndart. og áður gerð íbúð,Frestað. Vakin er athygli á því að þetta er í annað sinn sem erindið kemur til afgreiðslu án þess að tekið sé til athugasemda.,"Sótt er um samþykki fyrir núverandi fyrirkomulagi í húsinu sem m.a. fela í sér áður gerða íbúð í kjallara hússins á lóðinni nr. 12 við Eskihlíð.  Gjald kr. 2.500  Samþykki stjórnar húsfélagsins (á teikningu), virðingargjörð dags. 1. apríl 1951, hússkoðun heilbrigðiseftirlits dags. 26. október og íbúðarskoðun byggingarfulltrúa dags. 21. október 1998 fylgir erindinu."
