nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
1622 (01.01.630.402),BN016222,Aragata 16,áður gerð íbúð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir áður gerðri íbúð í vesturhluta kjallara hússins á lóðinni nr. 16 við Aragötu.  Gjald kr. 2.500  Bréf Richard O. Briem dags. 24. júlí 1997, bréf byggingarfulltrúa dags. 15. október 1997 og bréf Borgarskipulags dags. 15. maí 1997 fylgja erindinu."
1619 (01.01.295.104),BN016197,Ármúli 42,"br, inni",Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta innra fyrirkomulagi á 1. hæð í norðausturhluta mhl. 03 á lóðinni nr. 42 við Ármúla.  Gjald kr. 2.387  Bréf hönnuðar dags. 22. desember 1997 fylgir erindinu.
1619,BN016195,Brúnastaðir 46,Lagnakj. er komið fyrir undir bílskúr/geymslu og fleira.,Samþykkt. Samræmist byggingarreglugerð. Athygli umsækjanda er vakin á því að loftræsing skal ná til gólfs í lagnakjallara vegna mögulegrar uppsöfnunar á lofttegundinni co2,"Sótt er um leyfi til þess að koma fyrir kjallara með 175 cm salarhæð undir bílskúr á lóðinni nr. 46 við Brúnastaði.  Stækkun: tæknirými 65,5 rúmm.  Gjald kr. 2.387"
1609 (01.01.553.011),BN016095,Fálkagata 20A,Reyndarteikningar,Frestað. Með vísan til fyrri athugasemda.,"Sótt er um leyfi fyrir breyttri byggingaraðferð sem þegar hefur verið framkvæmd, þ.e. útveggir og gólfplata eru steypt í húsinu á lóðinni nr. 20A við Fálkagötu.  Gjald kr. 2.387"
1609 (01.01.553.011),BN016099,Fálkagata 20A,Breyting á tengistað fyrir hitalögn.,Samþykkt. Samræmist byggingarreglugerð.,Sótt er um leyfi til þess að færa og breyta inntaksgrind hitaveitu og kaldavatnsinntaki í húsinu á lóðinni nr. 20A við Fálkagötu.  Gjald kr. 2.387
1619 (01.01.444.012),BN016192,Ferjuvogur 19,Reyndarteikning vegna eignaskiptas.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir áður gerðum breytingum í kjallara hússins á lóðinni nr. 19 við Ferjuvog.  Gjald kr. 2.387
1615 (01.02.855.301),BN016157,Fjallkonuvegur 1,"br, á útliti",Samþykkt. Með skilyrði um kvöð um gröft vegna holræsis.,"Sótt er um leyfi til að stækka viðbyggingu sem samþykkt var 21. maí 1997 um 10. sm. til vesturs, jafnframt verði áður samþykktar teikningar nr. 2, 4 og 5 frá fyrri samþykkt á lóðinni nr. 1 við Fjallkonuveg felldar úr gildi.  Stækkun: 1 ferm., 4 rúmm.  Gjald kr. 2.387 + 100"
1622 (01.02.467.101),BN016225,Fossaleynir 2,Breyting á innra skipulagi,Samþykkt. Samræmist byggingarreglugerð. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til þess að breyta notkun hússins og breytingar á innra fyrirkomulagi og útliti sem því tengjast í húsinu á lóðinni nr. 2 við Fossaleyni.  Gjald kr. 2.500
1595,BN015955,Gautavík 29-31,Fjölbýlishús,Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til þess að byggja fjölbýlishús úr steinsteypu með sjö íbúðum á lóðinni nr. 29-31 við Gautavík.   Stærð: 1. hæð 182,7  ferm., 2. hæð 322,4 ferm., 3. hæð 322,4 ferm., samtals 827,5 ferm., 2602,7 rúmm.  Gjald kr. 2.387 + 62.126  Samþykki meðlóðarhafa ódagsett fylgir erindinu.  Byggingarfulltrúi samþykkti erindið þann 19. desember 1997."
1614 (01.01.461.001),BN016149,Grensásvegur  3-7,Sótt er um leyfi til að bæta við gluggum á norðurhlið á nr.3.,Frestað. Vantar samþykki meðeigenda.,Sótt er um leyfi til þess að setja tvo glugga á gafl 2. hæðar hússins nr. 3 á lóðinni nr. 3-7 við Grensásveg.  Gjald kr. 2.387
