nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
1780 (01.01.247.105),BN017803,Auðarstræti 7,Reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir áður gerðum breytingum, aðalega á rishæð hússins á lóðinni nr. 7 við Auðarstræti.  Gjald kr. 2.500  Samþykki meðeiganda (á teikningu)"
1761 (01.01.171.202 01),BN017615,Bankastræti 14,Pastabar.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til þess að innrétta pastabar á 1. hæð í norð-austurhorni hússins nr. 14 á lóðinni nr. 14- 14b við Bankastræti.  Gjald kr. 2.500  Umboð eiganda dags 26. september 1998 fylgir erindinu.
1779 (01.01.241.201 02),BN017793,Brautarholt 2,Innhússbreytingar og útlit,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta innréttingu 2. hæðar og glugga  á norðvesturhlið matshluta 01 á lóðinni nr. 2 við Brautarholt.  Gjald kr. 2.500
1776 (01.02.424.206),BN017763,Brúnastaðir 75,Stoneflex í stað stálklæðningar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða,.Sótt er um leyfi til að nota Stoneflex plötur í utanhúsklæðningu hússins á lóðinni nr. 75 við Brúnastaði. Jafnframt verði teikningar samþykktar í byggingarnefnd 12. mars 1998 felldar úr gildi.  Gjald kr. 2.500
1758 (01.01.818.309),BN017583,Bústaðavegur 69,"Forstofa, br. svalir, skúr.",Frestað. Ljúka skal við gerð teikninga. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir áður gerðri  forstofuviðbyggingu úr timbri við norðurhlið og leyfi til að breyta útfærslu á  svölum á suðurhlið hússins nr. 69 við Bústaðarveg.   Stærðir:  Viðbygging xx  Samþykki meðeigenda dags. 15. september 1998 fylgir erindinu, ásamt samþykki nágranna dags. 10. október 1998.  Meðfylgjandi er útskrift úr gerðarbók skipulags- og umferðarnefndar 12. október 1998 ásamt umsögn Borgarskipulags dags. 23. október 1998."
1758 (01.01.818.310),BN017585,Bústaðavegur 71,Áður byggð forstofa og steni klæðning,Frestað. Ljúka skal við gerð teikninga. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir áður gerðri  forstofuviðbyggingu  úr timbri við norðurhlið,  leyfi fyrir þegar framkvæmdri utanhússklæðningu með steindum plötum og áður gerðu garðhúsi á lóð hússins nr. 71 við Bústaðaveg. jafnframt er sótt um leyfi til að breyta útfærslu á svölum á suðurhlið.  Stærðir: Garðhús 9,9 ferm., 22,6 rúmm. Viðbygging xx  Gjald kr. 2.500  Samþykki meðeigenda dags. 15. september 1998 fylgir erindinu. Einnig útskrift úr gerðarbók skipulags- og umferðarnefndar 12. október 1998 og umsögn Borgarskipulags dags. 9. október 1998."
1783 (01.04.683.007),BN017836,Drafnarfell 2-18,inngangar og fl,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að bæta við inngöngum ofl.  við hús nr. xx á lóðinni nr. 2-18 við Drafnarfell.  Gjald kr. 2.500
1728 (01.01.701.213 01),BN017284,Eskihlíð 11,eldhús stækkað og br. innra frkl,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að stækka eldhús og aðrar breytingar samfara því í leikskólanum Hlíðarborg á lóðinni nr. 11 við Eskihlíð.  Gjald kr. 2.500
1778 (01.01.704.001),BN017785,Eskihlíð 12,Reyndart. og áður gerð íbúð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir núverandi fyrirkomulagi í húsinu sem m.a. fela í sér áður gerða íbúð í kjallara hússins á lóðinni nr. 12 við Eskihlíð.  Gjald kr. 2.500  Samþykki meðeiganda (á teikningu), virðingargjörð dags. 1. apríl 1951, hússkoðun heilbrigðiseftirlits dags. 26. október og íbúðarskoðun byggingarfulltrúa dags. 21. október 1998 fylgir erindinu."
1778 (01.01.704.003),BN017784,Eskihlíð 12A,Reyndart. og áður gerð íbúð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir áður gerðum breytingum, sem m.a. fela í sér áður gerða íbúð í kjallara og innri breytingum á þakhæð hússins á lóðinni nr. 12A við Eskihlíð.  Gjald kr. 2.500  Samþykki meðeiganda (á teikningu),virðingargjörð dags. 1. apríl 1951, hússkoðun heilbrigðiseftirlits dags. 26. október 1998 og íbúðarskoðun byggingarfulltrúa dags. 21. október 1998 fylgir erindinu"
1778 (01.01.704.004),BN017783,Eskihlíð 12B,Reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir núverandi fyrirkomulagi í húsinu á lóðinni nr. 12B við Eskihlíð.  Gjald kr. 2.500  Samþykki meðeiganda (á teikningu) og umboð eiganda vegna umsækjanda dags. 19. október 1998 fylgir erindinu.
1783 (01.02.851.502),BN017833,Fannafold 125-125A,áður gerður sólskáli o.fl.,Frestað. Málinu vísað til umsagnar Borgarskipulags.,"Sótt er um samþykki fyrir áður gerðum sólskála í suðvestur og verönd  við húsið nr. 125A á lóðinni nr. 125-125A við Fannafold.  Stærð: 23,3 ferm., 62,1 rúmm.  Gjald kr. 2.500 + 1.553  Samþykki meðlóðarhafa og nágranna (á teikningu) fylgir erindinu."
1750 (01.01.462.001 05),BN017507,Skeifan 13,Skeifan 13 Stækka versl. ofl.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til þess að stækka verslun Rúmfatalagersins yfir í næstu einingu, breyta millilofti, byggja svalir á 2. hæð, setja fellistiga og bæta við inngangi á 1. hæð á vesturhlið og byggja nýtt anddyri í suður við húsið Skeifuna nr. 13 á lóðinni nr. 8-14 við Faxafen, nr. 11-19 við Skeifuna.   Stærð: Anddyri  9,3 ferm., 28 rúmm., minnkun millilofts 340 ferm.  Gjald kr. 2.500 + 700  Bréf hönnuðar, dags. 2. ágúst 1998 , samþykki meðeiganda, dags. 22. september 1998 og samþykki lóðarfélagsins, dags. 20. október 1998 fylgir erindinu."
1758 (01.01.462.001 07),BN017586,Skeifan 13,Br.á suðurhl. og innr.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til þess að breyta suðurhlið og innréttingum vegna verslunar í miðhluta hússins nr. 13 við Skeifuna á lóðinni nr. 8-14 við Faxafen.  Gjald kr. 2.500  Samþykki meðeiganda, dags. 29. september 1998 og samþykki lóðarfélags, dags 20. október 1998 fylgir erindinu."
1780 (01.01.270.016),BN017806,Flókagata 63,"Núv. innra frkl, m.a. áður gerð íb í kj.",Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir núverandi innra fyrirkomulagi í kjallara hússins nr. 63 við Flókagötu. Umsóknin felur í sér áður ósamþykkta íbúð.  Gjald kr. 2.500  Erindinu fylgir samþykki meðeigenda áritað á teikningu og ljósrit af nokkrum afsölum.
1773 (01.02.467.102 01),BN017734,Fossaleynir 4,Breyting á hæðarkótum,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til þess að auka salarhæð á 1. hæð, hækka mæniskóta um 22 cm og leiðrétta stærðir hússins á lóðinni nr. 4 við Fossaleynir.  Stærð: Aukning rúmm., á 1. og 3. hæð samtals 18 rúmm.  Gjald kr. 2.500 + 450"
1779 (01.01.807.001 01),BN017791,Furugerði 1,Fótaaðgst  í kj. hárgr. og baðstofa á 1. h.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að koma fyrir baðstofu og hárgreiðslustofu á 1. hæð og fótaaðgerðarstofu í kjallara hússins á lóðinni nr. 1 við Fururgerði.   Gjald kr. 2.500
1778 (01.01.136.524),BN017787,Garðastræti 19,Reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir núverandi innra fyrirkomulagi í húsinu á lóðinni nr. 19 við Garðastræti.  Gjald kr. 2.500  Erindinu fylgir samþykki meðeigenda áritað á teikningu.
1776 (01.02.427.201 01),BN017769,Garðsstaðir 20,Skráningartöflu breytt,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,Sótt er um leyfi fyrir leiðréttri skráningartöflu fyrir húsin á lóðinni nr. 20-26 við Garðsstaði. Jafnframt verði teikning nr. 1 sem samþykkt var á fundi byggingarnefndar 8. apríl 1998 felld úr gildi.  Gjald kr. 2.500
1781 (01.02.427.504),BN017811,Garðsstaðir 39,Nýtt einbýlishús,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta áður samþykktu einbýlishúsi úr steinsteypu með innbyggðri bílgeymslu á lóðinni nr. 39 við Garðsstaði. Jafnframt verði felldar úr gildi teikningar sem samþykktar voru á fundi byggingarnefndar 9. júní 1998.  Stærðir: Bílgeymsla 28,8 ferm., íbúð 119,2 ferm., samtals 526,2 rúmm.  Gjald kr. 2.500"
1782 (01.02.357.406),BN017825,Gautavík 20-26,Lækka gólfkóta,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að lækka gólfkóta hússins um 50 cm á lóðinni nr. 20- 26 við Gautavík.  Gjald kr. 2.500
1777 (01.01.117.306 04),BN017772,Tryggvagata verbúð,Gluggi á galf nr. 5c,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til að setja tvo glugga á gafl verbúðar á lóðinni nr. 5C við Geirsgötu.  Gjald kr. 2.500
1726 (01.01.435.002 01),BN017265,Glaðheimar 6,Raunteikningar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um samþykki fyrir áður gerðum breytingum, meðal annars sólstofu á 1. hæð  hússins á lóðinni nr. 6 við Glaðheima, auk tveggja bílastæða á lóð.  Stærð: Sólstofa 4,6 ferm., 12,4 rúmm.  Gjald kr. 2.500 + 310"
1781 (01.01.114.-97),BN017818,Grandagarður 14,Útihurð og gluggar í stað innkeyrsludyra,Frestað. Lagfæra afstöðumynd til samræmis við gildandi mæliblað.,Sótt er um leyfi til að setja glugga með útidyrum í stað innkeyrsludyra á norðurgafli hússina á lóðinni nr. 14 við Grandagarð. Jafnframt er sótt um leyfi fyrir minniháttar breytingum á innra fyrirkomulagi 1. hæðar.  Gjald. kr. 2.500
1715 (01.01.540.215),BN017159,Grenimelur 32,Áður gerð íbúð í kjallara,Frestað. Skoðist á milli funda.,"Sótt er um samþykki fyrir áður gerðri íbúð í kjallara hússins nr. 32 við Grenimel.  Gjald kr. 2.500  Ljósrit af virðingargjörð dags. 8. mars 1945,  íbúðarskoðun byggingarfulltrúa dags. 2. apríl 1998 og hússkoðun heilbrigðiseftirlits ódags. fylgja erindinu."
