nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
1723 (01.01.140.505),BN017232,Austurstræti 22B,Innanhússbr.,Frestað. Byggingarfulltrúi tekur ekki afstöðu til erindisins vegna bruna og óvissu um framtíð hússins.,"Sótt er um leyfi til þess að færa starfsmannaaðstöðu af annari hæð upp á þriðju hæð og stækka við það veitingarsal um 32 ferm, í húsinu á lóðinni nr. 22B við Austurstræti.  Gjald kr. 2.500"
1736 (01.01.290.002),BN017362,Ármúli 6,Klæðning,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að klæða  veggfleti undir gluggum á hliðum 1. og 2. hæðar hússins á lóðinni nr. 6 við Ármúla með Alucobound plötum til  samræmis við klæðningu á hliðum 3. hæðar.  Gjald kr 2.500     Erindinu fylgir samþykki húseigenda,  dags. 4. ágúst 1998  og ástandsskýrsla Vst. dags 5. ágúst 1998"
1731 (01.04.944.301),BN017311,Bakkasel 2-18,Sólskáli á svalir,Frestað. Vantar samþykki meðeigenda.,"Sótt er umleyfi til þess að byggja sólskála á svalir í suðaustur á endaraðhúsinu nr. 18 á lóðinni nr. 2-18 við Bakkasel.  Stærð: Sólskáli 7,8 ferm., 20,4 rúmm.  Gjald kr. 2.500 + 510"
1723 (01.01.550.401),BN017231,Birkimelur 1,"BR. á innrétt., br. staðs. á samþykktu skilti",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi fyrir breyttu innra fyrirkomulagi og fyrir breyttri staðsetningu á skilti sem við útfærslu  var fært til suðurs frá fyrri samþykkt á lóðinni nr. 1 við Birkimel.  Gjald kr. 2.500
1574 (01.02.354.001),BN015747,Breiðavík 59-63,fella út þakglugga,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til þess að fella niður þakglugga á endaíbúðunum í raðhúsinu á lóðinni nr. 59-63 við Breiðuvík.  Gjald kr. 2.387
1734 (01.02.424.208),BN017344,Brúnastaðir 54,"br, inni",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,Sótt er um leyfi til þess að breyta steyptum millivegg í  léttann í nýsamþykktu einbýlishúsi á lóðinni nr. 54 við Brúnastaði.  Gjald kr. 2.500
1719 (01.04.304.502),BN017193,Dragháls 4,bílastæði og dyr á austurhlið,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi til þess að breyta bílastæðum, færa dyr á suðurhlið, bæta við inngangi á austurhlið og klæða austurhlið viðbyggingar og hluta eldra húss að utan með álklæðningu á lóðinni nr. 4 við Dragháls.  Gjald kr. 2.500  Úttekt burðarþolshönnuðar á ástandi útveggja, dags. 4. ágúst 1998 fylgir erindinu."
1727 (01.01.673.004),BN017270,Einarsnes 66-66A,Kvistur og innréttingabreyting,"Frestað. Kvistur á norðurhlið of stór, má mest vera 1/3 af lengd húshliðar.","Sótt er um leyfi til þess að byggja kvist í norður og breyta gluggum á áður samþykktum kvist í suður á rishæð hússins á lóðinni nr. 66 við Einarsnes.  Stærð: Kvistur 6,7 ferm., 12,7 rúmm.  Gjald kr. 2.500 + 318  Samþykki nágranna dags. í júlí 1998 fylgir erindinu."
1732 (01.04.030.003),BN017329,Eirhöfði 16,Girðing og hlið,Frestað. Vantar samþykki meðlóðarhafa og gatnamálastjóra vegna kvaða um holræsi.,Sótt er um leyfi til þess að reisa girðingu á lóðamörkum með sex metra breiðu hliði gegnt kvöð um umferð fyrir Eirhöfða 18 og 16 á lóðinni nr. 16 við Eirhöfða.  Gjald kr. 2.500
1732 (01.01.704.002 02),BN017323,Eskihlíð 14A,Reyndarteikning,"Frestað. Vantar samþykki meðeigenda, eða samþykki húsfélags. Lagfæra afstöðumynd.",Sótt er um samþykki fyrir áður gerðum skiptingum á geymslum í kjallara og á rishæð vegna gerðar eignaskipta í stigahúsinu nr. 14a á lóðinni  nr. 14-14a við Eskihlíð.  Gjald kr. 2.500  Samþykki eins meðeiganda með umboði dags. 1. júlí 1998 fylgir erindinu.
