nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
1625 (01.04.602.801),BN016251,Álfabakki 7,endurnýjun á skilti,Samþykkt. Þinglýsa skal kvöð um að skilti skuli fjarlægt  borgarsjóði að kostnaðarlausu þegar krafist verður. Samræmist fyrra leyfi.,Sótt er um leyfi til þess að reisa skilti á sama stað og áður samþykkt skilti stendur utan  lóðar nr. 7 við Álfabakka.  Gjald kr. 2.500
1625 (01.01.184.444),BN016258,Baldursgata 7,Reyndarteikningar.,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að gera smávægilegar innri breytingar á 1. hæð, skipta 3. hæð í tvær íbúðir og stækka kvist garðmegin á húsinu á lóðinni nr. 7 við Baldursgötu.  Gjald kr. 2.500  Ljósrit af eignaskiptingu dags. ´78 eða ´79 og skoðunarskýrsla byggingarfulltrúa dags. 15. janúar 1998 fylgja erindinu."
1625 (01.01.180.208),BN016259,Bergstaðastræti 10A,"Breyting í kjallara, eignarmörk færast.",Frestað. Vantar eignanúmer.,Ofanritaður sækir um f.h. dánarbús Guðrúnar Farestveit leyfi fyrir lagfærðum teikningum af kjallara hússins á lóðinni nr. 10A við Bergstaðastræti.  Gjald kr. 2.500
1625 (01.01.218.103),BN016254,Borgartún 29,breyting úti,Frestað. Vantar samþykki meðeigenda.,"Sótt er um leyfi til þess að klæða bakhús með standandi stálklæðningu, setja fjórar nýjar bílskúrshurðir á bakhlið og skyggni yfir innganga á austur og vesturhlið hússins á lóðinni nr. 29 við Borgartún.  Gjald kr. 2.500"
1625 (01.02.354.401),BN016256,Breiðavík 15,Setja súlur undir svalir og steypt handriði að hluta á svalir.,Samþykkt. Fullnægjandi lausn. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til þess að setja súlur undir svalir hússins á lóðinni nr. 15 við Breiðuvík.  Gjald kr. 2.500
1626 (01.01.384.205),BN016263,Dyngjuvegur 18,Reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir smávægilegum innri breytingum í kjallara og á jarðhæð hússins á lóðinni nr. 18 við Dyngjuveg.  Gjald kr. 2.500
1626 (01.01.61-.-99),BN016266,Flugvöllur Loftleiðir,Breyta innra skipulagi.,Frestað. Samræma brunavarnauppdrátt frá 1996 þeirri breytingu sem nú er sótt um.,Sótt er um leyfi til þess að breyta innra fyrirkomulagi á hluta af jarðhæð Hótels Loftleiða við Reykjavíkurflugvöll.  Gjald kr. 2.500
1614 (01.02.856.704),BN016142,Frostafold 23,Taka í notkun og setja glugga á rými,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að nýta áður óútgrafið rými og fá samþykkta tvo glugga á 1. hæð hússins á lóðinni nr. 23 við Frostafold.  Stærð: kjallari 36,5 ferm., 98,6 rúmm.  Gjald kr. 2.387 + 2.354  Samþykki meðeigenda dags. 4. desember 1997 fylgir erindinu."
1624,BN016243,Gautavík 25 - 27,br á teikningum sorp þak og fl.,Samþykkt. Fullnægjandi lausn. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,Sótt er um leyfi til þess að breyta lítilsháttar þaki yfir stigshúsi og koma fyrir sorpniðurkasti í húsinu á lóðinni nr. 25-27 við Gautavík.  Gjald kr. 2.500
1605 (01.01.190.109),BN016055,Grettisgata 54,Reyndarteikning.,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir núverandi fyrirkomulagi í húsinu á lóðinni nr. 54 við Grettisgötu vegna eiganskipta, sameina mhl. 01 og 02  og að setja glugga garðmegin og samþykkja geymsluskúr á lóð.  Stærð: 6,9 ferm., 15,5 rúmm.  Gjald kr. 2.387 + 388  Samþykki meðeigenda dags. 1. ágúst 1997 fylgir erindinu."
1624 (01.01.137.421),BN016241,Hávallagata 44,reyndarteikning,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir núverandi fyrirkomulagi í kjallara hússins á lóðinni nr. 44 við Hávallagötu.  Gjald kr. 2.500  Samþykki meðeigenda á teikningu dags. nóvember 1997 og umboð eins meðeiganda dags. 20. nóvember 1997 fylgir erindinu.
1565 (01.02.295.711),BN015656,Hlaðhamrar 36 - 42,"hurðir í stað glugga á bg, nr 36 - 42.",Samþykkt. Fullnægjandi lausn.,"Sótt er um leyfi til að breyta gluggum í hurðir á bílskúrum á lóðinni nr. 36-42 við Hlaðhamra.  Gjald kr. 2.387  Samþykki nágranna að Hlaðhömrum nr. 46, 48 og 50 ódagsett fyrir erindinu."
1622 (01.04.334.201),BN016226,Hraunbær 32,Reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir núverandi fyrirkomulagi í kjallara hússins á lóðinni nr. 32 við Hraunbæ.  Gjald kr. 2.500  Samþykki meðeigenda á teikningu dags. nóvember 1997 fylgir erindinu.
1626 (01.01.522.006),BN016261,Hringbraut 101,Reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir breytingum í kjallara hússins á lóðinni nr. 101 við Hringbraut.  Gjald kr. 2.500  Umboð tveggja meðeigenda dags. 5. janúar 1998 og 7. janúar 1998 og samþykki meðeigenda á teikningu dags. nóvember 1997 fylgir erindinu.
1596 (01.01.172.104),BN015963,Hverfisgata 58,Áður gerð íbúð á 1. hæð,Samþykkt. Samræmist reglum um áður gerðar íbúðir.,Sótt er um leyfi fyrir áður gerðri íbúð á 1. hæð hússins á lóðinni nr. 58 við Hverfisgötu.  Gjald kr. 2.387  Skoðunarskýrsla byggingarfulltrúa dags. 12. september 1997 og heilbrigðiseftirlits dags. 30. október 1997 fylgja erindinu.
1625 (01.01.354.109),BN016257,Kambsvegur 20,Áður gerðar breytingar vegna eignaskipta.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir áður gerðri geymslu undir stiga og að skipta svölum á 3. hæð vegna eignaskipta í húsinu á lóðinni nr. 20 við Kambsveg.  Gjald kr. 2.500
1593 (01.01.721.301),BN015930,Kringlan  4-6,Sótt er um leyfi til að skipta verslunarbili í tvennt.,"Frestað. Gera grein fyrir brunavörnum, eignarhaldi og skráningarbreytingu.","Sótt er um leyfi til að breyta innra fyrirkomulagi í norðvesturhorni 2. hæðar hússins á lóðinni nr. 4-6 við Kringluna, þannig að eining sem var nr. 271 verði nr. 271 og 277.  Gjald kr. 2.387"
