nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
1689 (01.04.632.001),BN016893,Arnarbakki 2-6,vagnstj.aðstaða f. SVR,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að koma fyrir aðstöðu með snyrtingu fyrir vagnstjóra SVR í suðvesturhorni hússins á lóðinni nr. 2 við Arnarbakka.  Gjald kr. 2.500.
1677 (01.01.140.210),BN016772,Austurstræti 9,Breyting úr verslun í veitingahús,"Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Þar sem umsækjandi hyggur á veitingastarfsemi í húsnæðinu er honum bent á að sækja ber um leyfi fyrir slíkri starfsemi til Lögreglustjórans í Reykjavík, en embætti hans fjallar um slíkar leyfisveitingar að fenginni umsögn borgarráðs.","Sótt er um leyfi til þess að breyta verslun á 1. hæð og kjallara í veitingarhús og stækka bíslag á norðurhlið hússins á lóðinni nr. 9 við Austurstræti.  Stærðir: bíslag 5,7 ferm., 13,7 rúmm.  Gjald kr. 2.500 + 343  Bréf frá skrifstofu borgarstjóra fylgir erindinu."
1676 (01.01.354.207),BN016768,Ásvegur 10,Kvistir á þak,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyf til að breyta ósamþykktri íbúð í risi og setja  nýja kvisti á þak hússins á lóðinni nr. 10 við Ásveg.  Gjald  kr 2.500.  Eignaskiptayfirlýsing dags. 11. desember 1989 og samþykki  fylgir erindinu.
1673 (01.01.184.444),BN016739,Baldursgata 7,Tvær íbúðir á 3. hæð,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi til þess að gera smávægilegar innri breytingar á 1. hæð, samþykki fyrir áður gerðri skiptingu  á 3. hæð í tvær íbúðir þar sem önnur verður ósamþykkt  og stækka kvist garðmegin á húsinu á lóðinni nr. 7 við Baldursgötu.  Gjald kr. 2.500  Skoðunarskýrsla byggingarfulltrúa dags. 15. janúar 1998 og samþykki meðeigenda dags. 26. janúar 1998 fylgja erindinu ásamt umsögn Árbæjarsafns dags. 24. apríl 1998 og umsögn Húsafriðunarnefndar dags. 17. arpíl 1998."
1552 (01.02.846.704),BN015523,Baughús 15,Sólstofa,Frestað. Vantar skráningarnúmer á grunnmynd.,"Sótt er um leyfi til að byggja garðstofu við húsið  á lóðinni nr. 15 við Baughús.  Stærð: 3,94 ferm., 42,5 rúmm.  Gjald kr. 2.387 + 1.014  Samþykki eiganda Baughús  nr. 13 dags. 19. ágúst 1997 fylgir erindinu."
1671 (01.04.064.002),BN016714,Bíldshöfði 10,Breyta útliti og innréttingu,Frestað. Vísað til umsagnar umferðardeildar borgarverkfræðnings. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta útliti norðurhliðar, síkka glugga,  setja skyggni yfir aðalinngang og breyta innréttingu 1. hæðar þannig að þar verði tvær bílasölur.  Gjald kr. 2.500  Samþykki lóðarhafa Bíldshöfða 8 og 10 dags., 7.  maí 1998 og bréf eignahaldsfélagsins Hags ehf. dags. 12. maí 1998 fylgja erindinu."
1677 (01.01.242.207),BN016774,Brautholt 20,opna á milli rýma á 1. hæð,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til þess að opna á milli rýma á 1. hæð í húsinu  á lóðinni nr. 20 við Brautarholt.  Gjald kr. 2.500
1684 (01.02.352.502),BN016849,Breiðavík 85,Arinn,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til þess að setja upp arinn og skorstein á húsið nr. 85 við Breiðavík.  Gjald kr. 2.500
1686 (01.02.845.601),BN016865,Brekkuhús verslun,Rafmagnsinntaksklefa bætt við,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til þess að bæta inn inntaksklefa fyrir rafmagn við nýsamþykkt verslunarhús við Brekkuhús.  Stærðir: 3,5 ferm., 9,6 rúmm.  Gjald kr. 2.500 + 240"
1687 (01.01.343.317),BN016872,Bugðulækur 15,áðurgerð íbúð á rishæð,Frestað. Vantar samþykki meðeigenda og lagfæra skráningartöflu.,"Sótt er um leyfi fyrir áðurgerðri íbúð í norðausturhluta þriðju hæðar hússins á lóðinni nr. 15 við Bugðulæk. Jafnframt er umsókn nr. 13069 dregin til baka.  Gjald kr. 2.500.  Skoðunarskýrsla bftr. dags. 9. mars 1998, afsal dags. 7. júlí 1956 og afsal dags. 24. október 1962 fylgja með frá fyrra erindi."
1680 (01.01.454.113),BN016809,Dugguvogur 3,br. inni og úti,Frestað. Vísað til athugasemda á umsóknarblaði. Vísað til umsagnar umferðardeildar borgarverkfræðings.,"Sótt  er um leyfi til þess að fjölga eignum, fjölga vörudyrum, fjarlægja kæligeymslu á plani yfir kjallara og breyta bílastæðum á lóðinni nr. 3 við Dugguvog.  Stærð: niðurrif 9 ferm., 16,1 rúmm.  Gjald kr. 2.500"
1681 (01.01.412.006 01),BN016815,Efstasund 96 - Sambýlishús,Áður gerð íbúð,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi fyrir áður gerðri íbúð í kjallara hússins á lóðinni nr. 96 við Efstasund.  Samþykki meðeigenda á umsókn, skoðunarskýrsla byggingarfulltrúa dags. 15. janúar 1998, skoðunarskýrsla heilbrigðiseftirlits dags. 19. janúar 1998  og virðingarskýrsla dags. 1951 fylgja erindinu.  Gjald kr. 2.500"
1687 (01.01.701.218),BN016877,Engihlíð 6 og 8,br. á  innréttingu leikskóla,Frestað. Haft skal samband við Heilbrigðiseftirlit Reykjavíkur vegna innréttinga í eldhúsi.,Sótt er um leyfi til að breyta innra fyirkomulagi á leikskóla sem starfræktur hefur verið í húsum á lóðunum nr. 6 og 8 við Engihlíð.  Gjald kr. 2.500.  Meðfylgjandi er bréf hönnuðar dags. 6. maí 1998 og teikning er sýnir núverandi fyrirkomulag í húsunum.
1649 (01.01.553.011 03),BN016491,Fálkagata 20B,Endurbygging,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Byggingarfulltrúi mælist til þess að girt verði á mörkum lóðarinnar og lóðar nr. 13 við Hjarðarhaga samkvæmt óskum eigenda þeirrar lóðar þ.e. með svipaðri girðingu og þeirri sem nú er á mörkum lóðanna Fálkagötu 22 og Hjarðarhaga 13 og 15.,"Sótt er um leyfi til þess að endurbyggja vinnustofu og endurnýjun á áður samþykktri  viðbyggingu  sem var áður samþykkt  12. september 1996. Húsið verður steinsteypt, einangrað að utan, klætt múrklæðningu og glerskáli byggður úr timbri og gleri á lóðinni nr. 20B við Fálkagötu.  Gjald kr. 2.500  Greinagerð umsækjanda dags. 2. mars 1998, bréf Borgarskipulags, dags. 8. maí 1998 og útskrift úr gerðabók SKUM, dags. 12. maí 1998 fylgir erindinu."
1632 (01.01.270.014),BN016329,Flókagata 59,glerskáli austan bílskúrs,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi til þess að reisa óupphitaðan gróðurskála úr gleri og timbri austan bílskúrs á lóðinni nr. 59 við Flókagötu.  Stærð: 26,8 ferm., 87,6 rúmm.  Gjald kr. 2.500 + 2.190  Samþykki nokkurra eigenda að Flókagötu 57 og 61 og Háteigsvegi 44 ódagsett fylgir málinu.  Bréf Aðalsteins Karlssonar dags. 20. febrúar 1998 fylgir erindinu."
1687 (01.01.190.104),BN016871,Grettisgata 48,Breyting á gluggum,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta gluggum á efri hæð norðurhliðar hússins á lóðinni nr. 48 við Grettisgötu.  Gjald kr. 2.500
1652 (01.01.184.325),BN016524,Hellusund 7,Br. á gluggum og innra skipulagi rishæðar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til að fækka þakgluggum og breyta innra fyrirkomulagi á rishæð hússins á lóðinni nr. 7 við Hellusund.  Gjald kr. 2.500
1688 (01.02.845.301),BN016885,Hlíðarhús,stækka anddyri,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að stækka anddyri og byggja út glugga við leikskólann Brekkuborg við Hlíðarhús.  Stærð:   Gjald kr. 2.500
