nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
20394 (01.11.365.04),BN020394,Aðalstræti 10,Innréttingabreytingar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta innra fyrirkomulagi í húsinu á lóðinni nr. 10 við Aðalstræti.  Gjald kr. 4.100  Bréf hönnuðar dags. 19. janúar 2000 fylgir erindinu.
20383 (01.46.034.02),BN020383,Álfabakki 14,Reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir áður gerðum breytingum á innra fyrirkomulagi og breyttri skráningu húss nr. 14 við Álfabakka.   Gjald kr. 4.100
20365 (01.46.426.01),BN020365,Álftahólar 2-8,Endurnýjun á bygg.l. frá ´93.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til þess að byggja áður samþykktar sólstofur á svalir og setja glugga í kjallara (herbergi 00-01) húss á lóðinni nr. 2-8 við Álftahóla.  Gjald kr. 4.100  Samþykki meðeigenda  dags. 7. janúar 2000 fylgir erindinu.
20370 (01.12.831.01),BN020370,Álftamýri 79,Endurnýjun á byggingarleyfi frá 30/7 98,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um endurnýjun á byggingarleyfi nr. 17102 frá 30. júlí 1998, um viðbyggingu við Álftamýrarskóla, á lóðinni nr. 79 við Álftamýri.  Gjald kr. 4.100"
20362 (01.12.800.01),BN020362,Álftamýri 8-14,Áður gerð íbúð í kjallara á Álftamýri 8,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir áður gerðri íbúð í nr. 8 á lóðinni nr. 8-14 við Álftamýri.  Gjald kr. 4.100   Virðingargjörð dags. 17. nóvember 1962, afsal dags. 10. nóvember 1966 og íbúðarskoðun byggingarfulltrúa fylgja erindinu."
20296 (01.11.860.10),BN020296,Baldursgata 8,Reyndarteikningar,Frestað. Vantar skoðunarskýrslu byggingarfulltrúa.,Sótt er um samþykki fyrir teikningum af  núverandi fyrirkomulagi og útliti hússins á lóðinni nr. 8 við Baldursgötu.  Gjald kr. 2500.  Afsal dags. 25. ágúst 1959 og samþykki meðeigenda (á teikningu) fylgir erindinu.
20378 (01.11.700.07),BN020378,Bankastræti 7,br. á loftræsiklefa,Samþykkt. Með vísan til samþykkis eldvarnareftirlits.,Sótt er um leyfi til að fella niður skilyrði um 60 mínútna brunaþol á loftræsiklefa í þakrými yfir fjórðu hæð.  Gjald kr. 4.100
20396 (01.11.710.19),BN020396,Bankastræti 9,Innréttingabreyting,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta innra skipulagi á annarri og þriðju hæð hússins á lóðinni nr. 9 við Bankastræti.  Gjald kr. 4.100
20361 (01.11.743.27),BN020361,Barónsstígur 23,Breyting innanhúss,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að skipta sameiginlegri geymslu í kjallara hússins á lóðinni nr. 23 við Barónsstíg.   Gjald kr. 4.100  Samþykki meðeigenda dags. 29. nóvember 1999, og samkomulag eigenda íbúða í kjallara og á fyrstu hæð dags. 7. janúar 2000  fylgir erindinu."
20297 (01.12.163.02),BN020297,Borgartún 5,Breytingar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til þess að breyta núverandi vélaverkstæði Vegagerðarinnar á lóðinni nr. 5 við Borgartún í þjónustustöð fyrir Lögregluna .  Gjald kr. 2.500
