nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
21095 (01.52.210.8),BN021095,Aflagrandi 20-26,br. laufskálum í 22 og 26,Frestað. Vantar samþykki meðlóðarhafa.,Sótt er um leyfi til að breyta laufskálum á þaki bílgeymslna húsanna nr. 22 og 26 við Aflagranda á lóðinni nr. 20-26 við Aflagranda. Í stað glerþaks komi einangrað þak yfir mestan hluta skálanna.  Umsögn Borgarskipulags dags. 3. júní 2000 fylgir erindinu.  Gjald kr. 4.100
21092 (01.52.210.9),BN021092,Aflagrandi 28-34,br. á laufskálum 28 og 30,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi til að breyta laufskálum á þaki bílgeymslna húsanna nr. 28 og 30 (matshl. 01 og 02) við Aflagranda á lóðinni nr. 28-34 við Aflagranda. Í stað glerþaks komi einangrað þak yfir mestan hluta skálanna  Erindinu fylgir samþykki meðlóðarhafa dags. 21. maí 2000, yfirlýsing um framkvæmdaáætlun dags. 7. maí 2000.  Umsögn Borgarskipulags dags. 5. júní 2000 fylgir erindinu.  Gjald kr. 4.100"
21333 (01.17.010.1),BN021333,Bankastræti 2,Brunavarnir,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir bættum brunavörnum og breyttu innra skipulagi aðallega á 2. hæð hússins við Amtmannsstíg 1 á lóð nr. 2 við Bankastræti.  Gjald kr. 4.100
21359 (01.18.431.4),BN021359,Bergstaðastræti 26,Bílastæði á lóð nr. 26b,Frestað. Kynna fyrir meðlóðarhafa. Málinu vísað til umsagnar Borgarskipulags. Málinu vísað til umsagnar gatanamálastjóra. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að koma fyrir bílastæði fyrir hús 26B á lóð nr. 26 við Bergstaðastræti.  Afrit af samningi milli lóðarhafa vegna afnota lóðarhluta fyrir hús nr. 26 og 26B dags. í janúar 1987 fylgir erindinu.  Gjald kr. 4.100
20774 (01.23.200.1),BN020774,Borgartún 32,Breyta rishæð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta rishæð hússins á lóðinni nr. 32 við Borgartún úr geymslu í fundarsal fyrir 15-20 manns.  Gjald kr. 4.100
21338 (01.35.100.1),BN021338,Brúnavegur Hrafnista,Sólst. við Jökulgrunn 15-23.,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til Borgarskipulags til ákvörðunar um grenndarkynningu.,"Sótt er um leyfi til þess að byggja sólstofur við vesturhlið raðhúsa við Jökulgrunn 15-23 á lóð Hrafnistu við Brúnaveg.  Stærð: Sólstofa 11,2 ferm., 25,4 rúmm., við hvert þessara fimm raðhúsa.  Gjald kr. 4.100 + 5.207"
20930 (02.57.620.3),BN020930,Bæjarflöt 15,Nýtt atv.húsn úr steinst.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að byggja atvinnuhúsnæði að mestu á einni en að hluta á tveimur hæðum á lóðinni nr. 15 við Bæjarflöt. Húsið verði steinsteypt og einangrað og klætt að utan með málmklæðningu.  Stærðir: 1. hæð 898,5 ferm., 2. hæð 256,9 ferm., samtals 1155,4 ferm., 5873,3 rúmm.  Gjald kr. 4.100 + 240.805"
21330 (02.57.600.2),BN021330,Bæjarflöt 5-7,"Ný  viðbygging, steypa, timbur.",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja við húsið nr. 5-7 við Bæjarflöt.  Viðbyggingin verði norðan við núverandi hús á lóðinni, byggt úr steinsteypu sem eingruð er og klædd að utan með málmplötum með þaki úr timbri og samlokueiningum.  Stærð viðbyggingar: 260,7 ferm. og xx rúmm.  Gjald kr. 4.100 + xx"
21295 (18.50.201 39),BN021295,Dalaland 14,v/Eignaskiptasamnings,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir áður gerðum breytingum á innra fyrirkomulagi á 1. hæð hússins nr. 14 (matshl. 13) á lóðinni nr. 1-11 og 2-16 við Dalaland.   Gjald kr. 4.100
21288 (01.46.200.1),BN021288,"Faxafen 8-14, Skeifan 11-19","Skeifan 19, br. skráning og afst.m.",Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta skráningu matshluta 16 og 33 á lóðarhluta Skeifunnar 19 á lóðinni nr. 8-14 við Faxafen og 11-19 við Skeifuna. Jafnframt er sótt um leyfi fyrir leiðréttingum á afstöðumynd.  Erindinu fylgir bréf hönnuðar dags. 14. júní 2000. Bréfið er að hluta svar við bréfi embættisins til hönnuðar dags. 1. febrúar 2000. Samþykki viðkomandi eigenda fylgir áritað á teikningar.  Gjald kr. 4.100
