nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
20985 (01.35.400.2),BN020985,Austurbrún 27,Endurn. á byggingarl. á svölum,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um endurnýjun á byggingarleyfi frá 21. október 1998 fyrir byggingu svala á 1. og 2. hæð hússins á lóðinni nr. 27 við Austurbrún.  Gjald kr. 4.100  Samþykki meðeigenda dags. 1. maí 2000 fylgir erindinu.
20977 (02.42.250.1),BN020977,Barðastaðir 1-5,"Br, úti og inni",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til þess að breyta klæðningu hluta austurgafls í gula utanhúsklæðningu, fjarlægja skyggni við innganga og súlu við austurgafl, breyta lítilega innra skipulagi stórmarkaðar  og lóðafrágangi við bensínafgreiðslu á lóðinni nr. 1-5 við Barðastaði.  Gjald kr. 4.100"
21008 (02.42.240.1),BN021008,Barðastaðir 7-11,Br. og fjölgun um 2 íb.,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að breyta innra skipulagi 6. og 7. hæðar þannig að íbúðum fjölgi um tvær í húsi nr. 7 á lóð nr. 7-11 við Barðastaði.  Gjald kr. 4.100  Bréf hönnuðar dags. 3. maí 2000, umsögn Borgarskipulags dags. 2. mars 2000 og útskrift úr gerðabók skipulags-  og umferðarnefndar frá 6. mars 2000 fylgja erindinu."
20932 (01.82.401.0),BN020932,Básendi 2,Bílastæði,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til þess að staðsetja bílastæði sunnan við húsið á lóðinni nr. 2 við Básenda.   Gjald kr 4.100  Bréf byggingarfulltrúa dags. 10. mars 2000 fylgir erindinu.
20741 (01.21.810.2),BN020741,Borgartún 23,Byggja þakhæð,Samþykkt 2. maí 2000. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til þess að byggja þakhæð ofan á húsið á lóðinni nr. 23 við Borgartún.  Stærð: Stækkun, þakhæð 288,2 ferm., 633,5 rúmm.  Gjald kr. 4100 + 25.974"
20926 (01.21.910.2),BN020926,Borgartún 35-37,Reyndarteikningar (nr.37),Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir innra skipulagi lagerkjallara og 1.- 5. hæðar, fyrir breyttri vestur-, norður- og suðurhlið,  breyttum lyftustokk og leiðréttumm stærðum hússins nr. 37 á lóðinni nr. 35- 37 við Borgartún.  Stærð: Kjallari var 1217,1 ferm. verður 1211,6 ferm., samtals var 6545,9 ferm., verður 6541,9, var 23454,8 rúmm., verður 23439 rúmm.  Gjald kr. 4.100"
20848 (04.03.570.1),BN020848,Breiðhöfði 10,Verksmiðjuhús,"Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Vottun eininga skal liggja fyrir eigi síðar en við úttekt á botnplötu. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki Vinnueftirlits ríkisins. Skilyrt er að sementseðja, afgangssteypta og fylliefni berist ekki út í fráveitulagnir borgarinnar. Hönnun á skilju- og hreinsibúnaði skal samþykktur af gatnamálastjóra.","Sótt er um leyfi til þess að byggja verksmiðjuhús úr forsteyptum einingum sunnan við núverandi verksmiðju á lóðinni nr. 10 við Breiðhöfða.  Málinu fylgir umsöng gatnamálastjóra dags. 4. maí 2000.  Stærð: 1. hæð verksmiðja 1561,6 ferm., rannsóknarstöð 35,6 ferm., 2. hæð stjórnstöð 35,6 ferm.   Samtals 1632,8 ferm. og 16278,5 rúmm.  Gjald 4.100 + 667.419"
20839 (04.02.840.2),BN020839,Breiðhöfði 11A,Breytingar/ eldvarnarteikningar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um samþykki fyrir breytingum á verksmiðjuhúsi (gasstöð) á lóðinni nr. 11a við Breiðhöfða.  Gjald kr. 4.100
20887 (01.13.501.3),BN020887,Bræðraborgarstígur 5,Breytingar á rýmisnr. og geymsla í risi,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Athygli umsækjanda er vakin á því að eldvarnir í húsinu uppfylla ekki ákvæði núgildandi reglugerðar.,Sótt er um samþykki fyrir afmörkun geymslu í risi og leiðréttum rýmisnúmerum vegna skráningar hússins á lóðinni nr. 5 við Bræðraborgarstíg.  Gjald kr. 4.100
20986 (01.73.810.1),BN020986,Bústaðavegur 9,"Bráðabirgðahús, tengibygging",Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi til þess að breikka tengibyggingu milli álma bráðabirgðahúss á lóð Veðurstofu Íslands að Bústaðavegi nr. 9. Einnig er fyrirkomulagi innanhúss breytt.  Stærð: Stækkun tengibyggingar 12,7 ferm., 26,65 rúmm.   Gjald kr. 4.100 + 1.093"
20982 (01.67.050.1),BN020982,Einarsnes 21,Áður gerð íbúð í kj.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir áður gerðri íbúð í kjallara og breytingum á útliti norðurhliðar íbúðarhúss á lóðinni nr. 21 við Einarsnes.  Gjald kr. 4.100  Samþykk meðeigenda (á teikningu) fylgir erindinu.
20917 (01.70.121.5),BN020917,Eskihlíð 15,áður gerð íbúð í kjallara,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi fyrir áður gerðri íbúð í kjallara hússins nr. 15 við Eskihlíð.  Gjald kr. 4.100  Samþykki meðeigenda og nágranna (Eskihlíð 13) dags. 18. apríl 2000, skoðunarskýrsla byggingarfulltrúa dags. 22. mars 2000 og virðingargjörð dags. 16. janúar 1950 fylgir erindinu.  Yfirlýsing stjórnar Byggingarsamvinnufélags atvinnubifreiðastjóra dags. 22. desember 1950 og afsal dags. 30. janúar 1999 fylgir erindinu."
20973 (01.70.440.8),BN020973,Eskihlíð 33-35,Leiðr. áður samþ.teikn.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir leiðréttum teikningum á lóðinni nr. 33-35 við Eskihlíð.  Gjald kr. 4.100
