nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
20394 (01.11.365.04),BN020394,Aðalstræti 10,Innréttingabreytingar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins.,"Sótt er um leyfi til þess að breyta innra fyrirkomulagi í húsinu á lóðinni nr. 10 við Aðalstræti.  Gjald kr. 4.100  Bréf hönnuðar dags. 19. janúar 2000 og 2. febrúar 2000, bréf Árbæjarsafns dags. 18. febrúar 2000, umsögn Borgarskipulags dags. 21. febrúar 2000 og umsögn Húsafriðunarnefndar ríkisins dags. 29. febrúar 2000 fylgja erindinu."
20579 (01.12.471.03),BN020579,Auðarstræti 11,Reyndarteikningar,Frestað. Vísað til fyrri athugasemda um afstöðumynd.,Sótt er um samþykki fyrir áður gerðri íbúð og reyndarteikningum af húsinu á lóðinni nr. 11 við Auðarstræti.  Gjald kr. 4.100  Skoðunarskýrsla byggingarfulltrúa dags. 12. október 1998 og virðingargjörð dags. 21. júní 1938 fylgir erindinu.
20645,BN020645,"5"">Austurstræti 10A",Br. á innra skipulagi,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyft til þess að opna milli húsa nr. 10A og 8-10 við Austurstræti og breyta innra skipulagi 2. hæðar hússins á lóðinni nr. 10A við Austurstræti.  Gjald kr. 4.100
20612 (01.11.403.08),BN020612,Austurstræti 17,Br. í kjallara,Frestað. Gera grein fyrir sorpgeymslu og staðsetningu sorpíláta.,Sótt er um leyfi til þess að færa tækjaherbergi Tals hf. frá fimmtu hæð og niður kjallara húss nr. 17 við Austurstræti.  Gjald kr. 4.100  Bréf hönnuðar dags. 25.febrúar 2000  og umboð eiganda dags. 28. febrúar fylgir erindinu.
20574 (01.11.404.04),BN020574,Austurstræti 8-10,Skrifst. og ráðst.salir Alþingi,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að breyta innra skipulagi 2.- 5. hæðar, breyta stiga, samræma teikningar sérteikningum og leiðrétta gólfkóta 2.- 5. hæðar hússins á lóðinni nr. 8-10 við Austurstræti.  Jafnframt er erindi 20078 dregið til baka.  Gjald kr. 4.100  Heimild eigenda til handa hönnuði dags. 16. febrúar 2000 fylgir erindinu."
20383 (01.46.034.02),BN020383,Álfabakki 14,Reyndarteikningar,Frestað. Vísað til fyrri athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir áður gerðum breytingum á innra fyrirkomulagi og breyttri skráningu húss nr. 14 við Álfabakka vegna eignaskipta.   Gjald kr. 4.100
20465 (01.14.341.02 01),BN020465,Álfheimar 62,áður gerð íbúð í kjallara,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um samþykki fyrir áður gerðri íbúð í kjallara hússins nr. 62 á lóðinni nr. 62-66 við Álfheima.  Gjald kr. 4.100  Afsalsbréf dags. 2. febrúar 1961, samþykki meðeigenda dags. 18. janúar 2000 og skoðunarskýrsla byggingarfulltrúa dags 1. mars 2000 fylgir erindinu."
20578 (01.12.801.02),BN020578,Álftamýri 7-9,Br. úr íbúð í skrifstofu,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi til þess að  breyta gluggum á 1. hæð, breyta íbúð á 2. hæð í skrifstofur og fjölga um þrjú  bílastæði á lóð nr. 7-9 við Álftamýri.  Gjald kr. 4.100  Samþykki meðeiganda dags. 16. febrúar 2000 fylgir erindinu."
20643 (01.12.612.01),BN020643,Ármúli 3,Endurnýjun á gluggum hurðum og fl.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til þess að endurnýja glugga og hurðir og breyta útliti bakhúss á lóðinni nr. 3 við Ármúla.  Gjald kr. 4.100
20296 (01.11.860.10),BN020296,Baldursgata 8,Reyndarteikningar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um samþykki fyrir teikningum af  núverandi fyrirkomulagi og áður gerðri íbúð í risi ásamt breytingu á útliti hússins á lóðinni nr. 8 við Baldursgötu.  Gjald kr. 2500.  Afsal dags. 25. ágúst 1959, samþykki meðeigenda (á teikningu) og skoðunarskýrsla byggingarfulltrúa dags. 4. febrúar 2000 fylgir erindinu."
20582 (01.17.013.05),BN020582,Barmahlíð 6,Reyndarteikning,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um samþykki fyrir reyndarteikningum af húsinu á lóðinni nr. 6 við Barmahlíð vegna gerðar eignaskiptayfirlýsingar.  Gjald kr. 4.100  Samþykki meðeigenda dags. 29. september 1999 fylgir erindinu.
20361 (01.11.743.27),BN020361,Barónsstígur 23,Breyting innanhúss,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi til þess að skipta sameiginlegri geymslu í kjallara hússins á lóðinni nr. 23 við Barónsstíg.   Gjald kr. 4.100  Samþykki meðeigenda dags. 29. nóvember 1999, og samkomulag eigenda íbúða í kjallara og á fyrstu hæð dags. 7. janúar 2000  fylgir erindinu."
20619 (01.40.241.01 05),BN020619,Básbryggja 23-49 - Básbryggja 31,Br. inni í nr. 31,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta innra skipulagi 1. hæðar raðhúss nr. 31 á lóð nr. 23-49 við Básbryggju.  Gjald kr. 4.100
20545 (01.40.592.01),BN020545,Bíldshöfði 2,Afgreiðslubúnaður,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að setja upp afgreiðslubúnað fyrir gas á bifreiðar við lóðina nr. 2 við Bíldshöfða.  Gjald kr. 4.100   Bréf gatnamálastjóra dags. 3.mars 2000 fylgir erindinu.
