nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
21095 (01.52.210.8),BN021095,Aflagrandi 20-26,br. laufskálum í 22 og 26,Frestað. Vantar samþykki meðlóðarhafa. Málinu vísað til umsagnar Borgarskipulags.,"Sótt er um leyfi til að breyta laufskálum á þaki bílgeymslna húsanna nr. 22 0g 26 við Aflagranda á lóðinni nr. 20-26 við Aflagranda. Í stað glerþaks komi einangrað þak yfir mestan hluta skálanna og byggt verði geymsluhúsnæði á svalir norðan þeirra.  Stækkun húss 22: 6,6 ferm. og 12,7 rúmm.. Stækkun húss 26: 6,6 ferm og 12.7 rúmm., samtals 13.2 ferm og 25.4 rúmm.  Gjald kr. 4.100 + 1.041"
21092 (01.52.210.9),BN021092,Aflagrandi 28-34,br. á laufskálum 28 og 30,Frestað. Málinu vísað til umsagnar Borgarskipulags.,"Sótt er um leyfi til að breyta laufskálum á þaki bílgeymslna húsanna nr. 28 og 30 (matshl. 01 og 02) við Aflagranda á lóðinni nr. 28-34 við Aflagranda. Í stað glerþaks komi einangrað þak yfir mestan hluta skálanna og byggt verði geymsluhúsnæði á svalir norðan þeirra.  Stækkun húss 28: 6,6 ferm. og 12,7 rúmm.. Stækkun húss 30: 6,6 ferm og 12.7 rúmm.. Samtals bæði hús 13.2 ferm og 25.4 rúmm.  Erindinu fylgir samþykki meðlóðarhafa dags. 21. maí 2000, yfirlýsing um framkvæmdaáætlun dags. 7. maí 2000.  Gjald kr. 4.100 + 1.041"
21060 (01.43.020.8),BN021060,Álfheimar 2-6,Álfh. 6. br. á eignaskiptateikn.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta teikningum af húsinu nr. 6 við Álfheima (matshl. 03) á lóðinni nr. 2-6 við Álfheima. Teikningar voru áður samþykktar 23.11.1999 vegna gerðar eignaskiptayfirlýsingar.  Gjald kr. 4.100
20997 (02.40.440.2),BN020997,Barðastaðir 45-51,Raðhús m. 4 íb.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,"Sótt er um leyfi til þess að byggja einlyft steinsteypt raðhús með áföstum bílgeymslum og fjórum íbúðum á lóðinni nr. 45-51 við Barðastaði.  Stærð: Hús nr. 45 íbúð 134,6 ferm., bílgeymsla 32,3 ferm.,  samtals 166,9 ferm., 539,1 rúmm., hús nr. 47 íbúð 131,8 ferm., bílgeymsla 32,3 ferm., samtals 164,1 ferm., 540,8 rúmm., hús nr. 49 íbúð 131,8 ferm., bílgeymsla 32,3 ferm., samtals 164,1 ferm., 536 rúmm., hús nr. 51 íbúð 135,4 ferm., bílgeymsla 32,3 ferm., samtals 167,7 ferm., 550,1 rúmm., samtals á lóð 662,8 ferm., 2166 rúmm.  Gjald kr. 4.100 + 88.806"
21008 (02.42.240.1),BN021008,Barðastaðir 7-11,Br. og fjölg. um 2 íb. nr.7,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til þess að breyta innra skipulagi 6. og 7. hæðar þannig að íbúðum fjölgi um tvær í húsi nr. 7 á lóð nr. 7-11 við Barðastaði.  Bréf hönnuðar dags. 3. maí 2000, umsögn Borgarskipulags dags. 2. mars 2000 og útskrift úr gerðabók skipulags-  og umferðarnefndar frá 6. mars 2000 fylgja erindinu.  Gjald kr. 4.100"
21126 (02.42.240.1),BN021126,Barðastaðir 7-11,opin svalsk. á 6.h. nr.11,Frestað. Vantar samþykki meðeigenda.,Sótt er um leyfi til þess að setja opið svalskýli á suðvestursvalir á 6. hæð fjölbýlishúss nr. 11 á lóð nr. 7-11 við Barðastaði.  Gjald kr. 4.100
20999 (02.40.420.3),BN020999,Barðastaðir 83,Einbýlishús m. bílg.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,"Sótt er um leyfi til þess að byggja einlyft steinsteypt einbýlishús með innbyggðri bílgeymslu á lóð nr. 83 við Barðastaði.  Stærð: Íbúð 157,4 ferm., bílgeymsla 51,8 ferm., samtals 209,2 ferm., 756,6 rúmm.  Gjald kr. 4.100 + 31.021"
21025 (04.02.410.1 02),BN021025,Básbryggja 23-49 - Básbryggja 25,Breyting,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,Sótt er um leyfi til þess að setja þakglugga á austurþekju og breyta vegg á 1. hæð í steinsteyptann til samræmis við sérteikningar af húsi nr. 25 á lóð nr. 23-49 við Básbryggju.  Gjald kr. 4.100
21117 (04.30.300.1),BN021117,Bitruháls 1,Viðbygging,Frestað. Vísað til athugasemda á umsóknarblaði. Skipulagsferli ólokið.,"Sótt er um leyfi til þess að byggja steinsteypta viðbyggingu við kælihús og breyta bílastæðum á lóð nr. 1 við Bitruháls.  Stærð: 900 ferm., xxx  Gjald kr. 4.100 + xxx"
20897 (04.06.500.2),BN020897,Bíldshöfði 18,Breyting inni,Frestað. Lagfæra gögn.,Sótt er um leyfi til þess að breyta eignarhlutum 0105 og 0106 í matshluta 03 á lóðinni nr. 18 við Bíldshöfða.  Samþykki meðeigenda (ódags) fylgir erindinu.  Gjald kr. 4.100
