nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
35003 (01.14.050.2 01),BN035003,Austurstræti 18,breytingar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um breytingar á innra fyrirkomulagi (m.a. fækkun á salenum), á kjallara, 1. 2. og 3. hæð og færa til flóttaleið af þaki ásamt byggingu þaks yfir hluta bakports á lóð nr. 18 við  Austurstræti.  Brunahönnun VSI endurskoðuð 4. janúar 2007 fylgir erindinu.  Stærðir: (B-rými) 16,1 ferm., 40,8 rúmm  Gjald kr. 6.100 + 2.774"
35308 (01.85.430.1 01),BN035308,Árland 1,breytingar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997.,"Sótt er um leyfi til að lækka gólfkóta kjallara um 54 cm. breyting á gluggum austur og vesturhliðar bætt við glugga á suðurhlið og mynda opið B-rými undir verönd á lóðinni nr. 1 við Árland.   Stærðir:  B-rými 103,0 ferm., 319,3 rúmm. A-rými 132,4 rúmm.  Gjald kr. 6.800 + 30.715"
35106 (02.40.450.2),BN035106,Barðastaðir 25-31,br. á áður samþ. aðaluppdr.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til þess að breyta lítillega sólstofum við ný samþykkt raðhús, lækka gólfkóta þannig að stöllun verði 30 sm í stað 40 sm, lækka gluggahæð, færa gönguhurð í bílskúra, færa inntök og færa sorpgeymslu á lóð Öryrkjabandalagsins nr. 25-35 við Barðastaði.  Bréf hönnuðar dags. 5. desember 2006 fylgir erindinu.  Leiðréttar stærðir: Hús nr. 25 (matshluti 08) óbreytt íbúð 83,6 ferm., var 273,8 rúmm. verður 274,8 rúmm., hús nr. 27 (matshluti 06) íbúð var 81,9 ferm., verður 81,5 ferm., óbreytt 268 rúmm., hús nr. 29 (matshluti 04) íbúð var 81,9 ferm. verður 81,5 ferm., óbreytt 268 rúmm., hús nr. 31 (matshluti 02) íbúð var 83,6 ferm. verður 83,1 ferm., var 273,8 rúmm. verður 273,2 rúmm., bílskúrar (matshluti 09, 07, 05 og 03) óbreyttir 22,9 ferm. voru 83 rúmm. verða 63 rúmm. hver bílskúr. Raðhús samtals var 331 ferm. verður 329,7 ferm., var 1083,6 rúmm. verður 1084 rúmm. og bílskúrar samtals óbreytt 91,6 ferm., voru 332 rúmm. verða 252 rúmm.  Gjald kr. 6.100"
35341 (01.18.021.1),BN035341,Bergstaðastræti 12,klæðning,Frestað. Lagfæra skráningartöflu. Málinu vísað til umsagnar skrifstogu gatna- og eignaumsýslu þar sem klæðning fer út fyrir lóðamörk meðfram Bergstaðastræti.,"Sótt er um leyfi til að einangra að utan og klæða með báru og sléttri álklæðningu, einnig að breyta innra fyrirkomulagi  í einingum 0203, 0301, 0303, 0401 og 0403  í matshluta 01(hús nr. 12a) á lóðinni nr. 12 við Bergstaðastræti.  Gjald kr. 6.800"
35349 (01.18.411.1),BN035349,Bergstaðastræti 17B,viðbygging,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að byggja einnar hæðar steinsteypta viðbyggingu með þaksvölum ofaná og tröppum uppá við einbýlishúsið á lóðinni nr. 17B við Bergstaðastræti.  Jafnframt er sótt um leyfi til að rífa vörugeymslu á sömu lóð.  Niðurrif:  Fastanr. 200-6874, matshl. 70, merkt 0101 11,7 ferm.  Stærð:  Stækkun xx ferm. xx rúmm.  Gjald kr. 6.800 + xx"
35190 (04.06.200.1),BN035190,Bíldshöfði 9,skrifstofu og þjónustuhús nr 9b,Frestað. Vísað til athugasemda á umsóknarblaði. Vakin er athygli á ákvæðum gr. 207.5 í nýsamþykktri breytingu á byggingarreglugerð um hringstiga í flóttaleið.,"Sótt er um leyfi til að byggja steinsteypt átta hæða skrifstofu- og þjónustuhús með bílakjallara á lóðinni nr. 9 við Bíldshöfða.  Stærðir:  Kjallari 5.188,5 ferm., þar af bílgeymsla 3.828,4 ferm., 1. hæð 1.292,9 ferm., 2. hæð 1.292,9 ferm., 3. hæð 1.071,3 ferm., 4. hæð 1.071,3 ferm., 5. hæð 1.071,3 ferm., 6. hæð 1.071,3 ferm., 7. hæð 1.066,1 ferm. og 8. hæð 697 ferm.  Samtals 13.601,7 ferm. og 50.498 rúmm.  Gjald kr. 6.100 + 3.080.378"
34917 (02.34.450.3),BN034917,Dofraborgir 22-26,endurnýjun á byggingarleyfi nr. 22 frá 22.5.2001,Frestað. Vantar samþykki meðeigenda.,"Sótt er um endurnýjun á byggingaleyfi frá 22. maí 2001 þar sem sótt var um leyfi til að stækka fyrstu hæð hússins nr. 22 (matshl. 01) á lóðinni nr. 22-26 við Dofraborgir sem nemur óútgröfnu sökklarými. Jafnframt er sótt um leyfi til að bæta við glugga á norðausturhlið hússins nr. 22 á raðhúsalóðinni nr. 22-26 við Dofraborgir.  Stækkun: 15,7 ferm., 42,7 rúmm.  Gjald kr. 6.100 + 2.666"
35339 (04.03.000.1),BN035339,Eirhöfði 12,viðbygging og breytingar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja viðbyggingu við norðausturhorn og rífa anddyrisbyggingu við austurhlið, innrétta fimm eignir í atvinnuhúsinu á lóðinni nr. 12 við Eirhöfða.  Stærðir: Niðurrif 13,2 ferm., stækkun xx  Gjald kr. 6.800"
35323 (01.13.323.3),BN035323,Framnesvegur 20A,leiðrétting á stærðum,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um lagfæringu stærða raðhúss sem byggja á teikningum Guðjóns Samúelssonar frá 20. apríl 1936 á lóð nr. 20A við Framnesveg.  Stærð: Raðhús kjallari 39,3 ferm., 1. hæð 34,7 ferm., 2. hæð 34,6 ferm, samtals 108,8 ferm., 304,8 rúmm. Birt stærð húss er 105,2 ferm.  Gjald kr. 6.800"
35342 (01.11.510.1),BN035342,Grandagarður 8,"klæða + viðbygg, nýr inngangur",Frestað. Vísað til athugasemda á umsóknarblaði. Skipulagsferli ólokið.,"Sótt er um leyfi til þess að byggja við vesturhlið 1. og 2. hæðar fyrir nýjan inngang að Sjóminjasafninu, byggja litla útbyggingu við austurhlið 1. og 2. hæðar ásamt svölum á 2. hæð, innrétta hluta 1. hæðar, breyta innra skipulagi 2. hæðar safnsins ásamt leyfi til þess að einangra norðurhluta húss að utan og klæða með steinflísum og timbri atvinnuhúsið á lóð nr. 8 við Grandagarð.  Brunahönnun VSI dags. 30. janúar 2007 fylgir erindinu.  Stærð: Stækkun vegna viðbygginga samtals xxx ferm., xxx rúmm.  Gjald kr. 6.800 + xxx"
