nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
36491 (01.13.650.5),BN036491,Aðalstræti 12,innri breyting,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að breyta innra skipulagi m.a. að flytja salerni milli hæða, flytja kæli- og starfsmannaaðstöðu í aðliggjandi hús og fjölga borðum gesta á veitingastaðnum í húsinu á lóðinni nr. 12 við Aðalstræti.  Meðfylgjandi er bréf aðalhönnuðar dags. 26. júli 2007. Einnig fylgir umsögn brunahönnuðar frá Línuhönnun dags. 13. ágúst 2007.  Gjald kr. 6.800"
36580 (01.14.021.0),BN036580,Austurstræti 9,útiskýli,Frestað. Vísað til athugasemda á umsóknarblaði og bókunar skipulagsstjóra frá 17. ágúst 2007.,"Sótt er um leyfi fyrir útiskýli á 2. hæð baklóðar hússins á lóð nr. 9 við Austurstræti.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 17. ágúst 2007 fylgir erindinu.  Stærð: Útiskýli xxx ferm., xxx rúmm.  Gjald kr. 6.800 + xxx"
36316 (04.73.110.1),BN036316,Árvað 3,fimm kennslustofur,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að bæta við fimm færanlegum kennslustofum ásamt tengigöngum á lóð nr. 3 við Árvað.  Stærð: Færanleg kennslustofa  nr. K-75B, K-77B, K-78B, K70B, H-11B ásamt tengigöngum T-40B og T-47B  Stækkun: Samtals 415,9 ferm.,  1306,6 rúmm.  Gjald kr. 6.800 + 6.800 + 88.849"
36651 (01.81.640.5),BN036651,Bakkagerði 13,stækkun bílgeymslu,Synjað. Samræmist ekki skipulagi.,"Sótt er um leyfi til að stækka bílskúr einbýlishússins á lóðinni nr. 13 við Bakkagerði.  Stækkun: 12,6 ferm., og 44,6 rúmm.  Gjald kr. 6.800 + 3.033"
36635 (01.18.530.1 01),BN036635,Bergstaðastræti 48,íbúð 1. hæð,Synjað. Með vísan til athugasemda á umsóknarblaði. Ekki í samræmi við gr. 92.2 í byggingarreglugerð nr. 441/1998. Samþykkt umsókn frá 24. febrúar 2004 sýnir viðunandi lausn.,Sótt er um breytingu á áður samþykktum aðaluppdráttum (BN028788) af íbúð á fyrstu hæð í fjölbýlishúsinu á lóð nr. 48 við Bergstaðastræti.  Yfirlýsing Sýslumannsins í Reykjavík dags. 13. ágúst fylgir erindinu. Samþykki meðeigenda (ódagsett) fylgir erindinu.  Gjald kr. 6.800
36649 (01.85.440.2),BN036649,Bjarmaland 18-24,stækka stofu og kjallara nr. 22,Synjað. Útfærsla kjallara er ekki í samræmi við deiliskipulag.,"Sótt er um leyfi til að byggja við til suðurs og til að gera kjallara að hluta út fyrir byggingareit, grafa frá kjallaranum og reisa steinsteypta veggi í kringum gryfju við  einbýlishúsið nr. 22 á lóðinni nr. 18-24 við Bjarmaland.  Málinu fylgir yfirlýsing burðarvirkishönnuðar dags. 8. ágúst 2007 og samþykki meðlóðarhafa dags. 9. ágúst 2007.  Stækkun:  Kjallari 150,6 ferm., 1. hæð 19,3 ferm.  Samtals 169,9 ferm. og 513 rúmm.  Gjald kr. 6.800 + 34.884"
36664 (01.23.010.1),BN036664,Borgartún 28,aðgengi f. hreyfihamlaða o.fl.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að innrétta aðstöðu á fyrstu og annari hæð fyrir banakútibú Sparisjóðs Keflavíkur og koma fyrir skábraut í austurenda atvinnuhúsnæðisins á lóð nr. 28 við Borgartún.  Gjald kr. 6.800
36645 (01.21.910.3),BN036645,Borgartún 39,ísbar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að koma fyrir ísbar þar sem áður var súpubar í veitingahluta þjónustustöðvar N1 á lóð nr. 39 við Borgartún.  Gjald kr. 6.800
36684 (01.22.010.7),BN036684,Borgartún 8-16,takmarkað byggingarleyfi sökklar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi. Vegna útgáfu á takmörkuðu byggingarleyfi skal umsækjandi hafa samband við yfirverkfræðing embættis byggingarfulltrúa.,Ofanritaðurr sækir um takmarkað byggingarleyfi fyrir sökklum á lóðinni nr. 8-16 við Borgartún.
36659 (01.24.220.7),BN036659,Brautarholt 20,viðb. + innri br.,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta innra fyrirkomulagi 1. og 2. hæðar úr veitingahúsi í líkamsræktarstöð og byggja nýtt anddyri á austurhlið hússins á lóðinni nr. 20 við Brautarholt. Jafnframt er erindi BN034915 dregið til baka.  Stærð: Stækkun xxx ferm., xxx rúmm.  Gjald kr. 6.800 + xxx"
36576 (01.67.501.1),BN036576,Fáfnisnes 7,svalaskýli,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997.,"Sótt er um leyfi til þess að setja upp svalaskýli á suðvesturhlið tvíbýlishússins á lóð nr. 7 við Fáfnisnes. Einnig er sýnd áður gerð viðbygging út á svalir.  Samþykki nágranna fylgir með erindinu.  Stærð: Stækkun 16,1 ferm., 38,6 rúmm.  Gjald kr. 6.800 + 2.625"
36682 (04.63.120.1),BN036682,Ferjubakki 2-16,klæðning,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997.,Sótt er um leyfi til að klæða vesturgafla fjölbýlishússins með álplötuklæðningu á lóð nr. 2 til 16 við Ferjubakka.  Meðfylgjandi er bréf burðarvirkishönnuðar dags. 24. júli 2007 og greinargerð dags. 26. júlí 2007.  Gjald kr. 6.800
36435 (10.89.101),BN036435,Fiskislóð 31,atvinnuhús,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja tveggja hæða atvinnuhúsnæði úr forsteyptum einingum nema gafla sem verða staðsteyptir, einangraðir að utan og klæddir með álplötum og langhliðar að mestu úr gleri fyrir 24 iðnaðarrými á lóð nr. 31 við Fiskislóð.  Vottorð Rb v. forsteyptra eininga frá Einingaverkmiðjunni dags. 19. júlí 2007 og staðfesting brunahönnuðar dags. 24. júlí 2007 fylgja erindinu.  Stærð: Atvinnuhús 1. hæð 1182,8 ferm., 2. hæð 1137,8 ferm., samtals 2356,6 ferm., 12632,7 rúmm.  Gjald kr. 6.800 + 859.024"
36650 (01.27.001.6),BN036650,Flókagata 63,stækkun og samþykki fyrir íbúð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir stækkun og samþykkt á áður ósamþykktri íbúð (0002) í kjallara fjölbýlishússins á lóðinni nr. 63 við Flókagötu.  Gjald kr. 6.800
36602 (02.46.810.3),BN036602,Fossaleynir 23A,Breikka lokahús,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi til að breikka lokahús á lóð nr. 23A við Fossaleyni.  Stærð: Stækkun 4,3 ferm., 19,4 rúmm.  Gjald kr. 6.800 + 1.319"
36661 (02.69.570.2),BN036661,Freyjubrunnur 3-5,parhús,"Synjað. Ekki í samræmi við skipulagsskilmála, fer meðal annars út fyrir bundna byggingarlínu.","Sótt er um leyfi til að byggja steinsteypt parhús með innbyggðri bílgeymslu á lóðinni nr. 3-5 við Freyjubrunn.  Stærðir: Freyjubrunnur 3:  1. hæð íbúð 64,1 ferm., bílgeymsla 24,1 ferm., 2. hæð íbúð 94,5 ferm. Samtals 183,5 ferm. og 590,2 rúmm.  Freyjubrunnur 5: 1. hæð íbúð 88,1 ferm., bílgeymsla 29,9 ferm., 2. hæð íbúð 127,3 ferm. Samtals 245,3 ferm. og 788,7 rúmm.  Freyjubrunnur 3-5 samtals 428,8 ferm. og 1378,9 rúmm,  Gjald kr. 6.800 + 93.765"
36337,BN036337,Freyjubrunnur 7-9,"Nýbygging, parhús, 2 íbúðir","Frestað. Staðsetning, aðgengi og lofthæð geymslu er ekki í samræmi við gr. 78, 92 og 103 í byggingarreglugerð nr. 441/1998.","Sótt er um leyfi til þess að byggja tvílyft steinsteypt parhús ásamt innbyggðum bílgeymslum á lóð nr. 7 - 9 við Freyjubrunn.  Samþykki nágranna um frágang á lóðarmörkum dags. 12. júlí 2007 fylgir erindinu.  Stærð: Hús nr. 7  (matshluti 01) íbúð 1. hæð 60,9  ferm., , 2. hæð 86,0 ferm., bílgeymsla 30,0 ferm., samtals 176,9 ferm., 637,2 rúmm. Hús nr. 9   (matshluti 02) íbúð 1. hæð 60,9 ferm., 2. hæð 86,0 ferm.,  bílgeymsla 30,0 ferm., samtals 176,9 ferm., 637,2 rúmm. Parhús samtals 353,8 ferm., 1274,2  rúmm.  Gjald kr. 6.800 + 86.646"
36687 (02.69.350.8),BN036687,Friggjarbrunnur 35-37,takmarkað byggingarleyfi,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi. Vegna útgáfu á takmörkuðu byggingarleyfi skal umsækjandi hafa samband við yfirverkfræðing embættis byggingarfulltrúa.,"Ofanritaðir sækja um takmarkað byggingarleyfi fyrir greftri, fyllingu og aðstöðugerð á lóðinni nr. 35-37 við Friggjarbrunn."
35867 (02.86.160.2),BN035867,Funafold 99,íbúð kjallara,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi fyrir áður gerðum sólskála, til að útbúa íbúð í kjallara einbýlishússins og til að fjölga bílastæðum á lóðinni nr. 99 við Funafold.  Stækkun:  Áður gerður sólskáli 19,4 ferm. og 54,9 rúmm.  Íbúð í kjallara 72,3 ferm. og 206,8 rúmm. Samtals 91,7 ferm., 261,7 rúmm.  Gjald kr. 6.800 + 17.796"
36688 (02.69.540.9),BN036688,Gefjunarbrunnur 20-22,takmarkað byggingarleyfi,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi. Vegna útgáfu á takmörkuðu byggingarleyfi skal umsækjandi hafa samband við yfirverkfræðing embættis byggingarfulltrúa.,"Ofanritaðir sækja um takmarkað byggingarleyfi fyrir greftri, fyllingu og aðstöðugerð á lóðinni nr. 20-22 við Gefjunarbrunn."
36284 (01.63.581.0),BN036284,Góugata 2,hús áfast við gamalt hús,Frestað. Grenndarkynningu ólokið. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja tvílyft íbúðarhús úr timbri áfast við húsið Hörpugötu 7 á lóð nr. 2 við Góugötu.  Stærð: Íbúð 1. hæð 137 ferm., 2. hæð 98,8 ferm., samtals 235,8 ferm., 728,5 rúmm.  Gjald kr. 6.800 + 49.538"
36648 (01.29.540.6),BN036648,Grensásvegur 12,"br. innri í 0102, veitingast.",Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta innra skipulagi veitingastaðar (0102) á 1. hæð atvinnuhússins á lóð nr. 12 við Grensásveg.  Gjald kr. 6.800
36662 (01.18.211.2),BN036662,Grettisgata 18,sólstofa,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997.,"Sótt er um leyfi til að byggja svalaskýli á 3. hæð suðurhliðar fjölbýlishússins á lóð nr. 18 við Grettisgötu.  Samþykki meðeiganda (á teikningu) fylgir með erindinu.  Stærð: Stækkun 16 ferm., 37,2 rúmm.  Gjald kr. 6.800 + 2.530"
36671 (01.13.651.5),BN036671,Grjótagata 4,"br. innréttingu, br. geymslu",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi fyrir breytingum á innra skipulagi kjallara í iðnaðar og íbúðarhúsinu nr. 4 við Grjótagötu.  Gjald kr. 6.800.
36424 (05.13.470.1),BN036424,Gvendargeisli 168,Grunnskóli,Frestað. Vísað til athugasemda eldvarnaeftirlits.,"Sótt er um leyfi til að byggja grunnskóla, Sæmundarskóla fyrir 400 - 450 nemendur, með áföstum íþróttasal og rými til tómstundakennslu, að hluta á tveim hæðum með burðarvirki úr steinsteypu og stáli, klætt að utan með  sinkplötum og múrkerfi, á lóð nr. 168 við Gvendargeisla.    Gátlisti um aðgengi dags. 7. ágúst 2007 fylgir erindinu. Uppdráttur dags. 10. júlí 2007 er sýnir tímabundna staðsetningu á færanlegum kennslustofum fylgir erindinu. Skýrsla um brunahönnun, dags. 10. júlí 2007 fylgir erindi.  Í fylgiriti er uppdráttur er sýnir tímabundna staðsetningu færanlegra kennslustofa á lóð.   Stærð: (matshluti 01), 1. hæð 4656,4 ferm., 2. hæð 950,3 ferm., kjallari 571,8 ferm. Samtals 6178,5 ferm., 31114,9 rúmm.   Gjald kr. 6.800 + 2.115.820"
36598 (01.24.442.0),BN036598,Háteigsvegur 2,breyta íbúð 102 í atvinnuh.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta íbúð 0102 í atvinnuhúsnæði í íbúðar- og atvinnuhúsinu á lóðinni nr. 2 við Háteigsveg.  Málinu fylgir samþykki meðlóðarhafa ódagsett.  Gjald kr. 6.800
36175 (01.54.220.1),BN036175,Hofsvallagata 53,"innrétting nýrrar efnageymslu í kjallara, fjarlægja rampa við gasgeymslu í kjallara",Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir minnháttar breytingu á innra fyrirkomulagi í kjallara og að fjarlægja ramp á lóðinni nr. 53 við Hofsvallagötu.   Bréf hönnuðar dags. 25. maí 2007 fylgir erindinu.  Gjald kr. 6.800
36206 (01.13.431.4),BN036206,Holtsgata 14,setja kvisti á húsið,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst fyrir útgáfu á byggingarleyfi.,"Sótt er um leyfi til að byggja kvisti á tvíbýlishúsið á lóðinni nr. 14 við Holtsgötu.  Grenndarkynning stóð frá 4. júlí til og með 1. ágúst 2007.  Engar athugasemdir bárust.  Meðfylgjandi er samþykki aðliggandi lóðarhafa dags. 28. janúar 2007.  Stærðir: Stækkun 18,9 ferm., 55,8 rúmm.  Gjald kr. 6.800 + 6.800 + 3.794"
36517 (01.62.210.1),BN036517,Hringbraut 12,reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um breytingu á áður samþykktum teikningu (erindi BN034425) þar sem skilti á húsi eru lagfærð, gerð grein fyrir skiltastandi (6,9 m hár og 2,5 m breiður) staðsettur á suðaustur horni lóðar við Hringbraut ásamt minniháttar breytingum á innréttingum, brunamerkingum og brunatexta í lýsingu fyrir þjónustumiðstöð Olíufélagsins (N1) á lóð nr. 12 við Hringbraut.  Ljósmyndir hönnuðar af skiltum dags. 8 ágúst - 20. júlí 2007 fylgja erindi.  Bréf brunahönnuðar dags. 19. júlí 2007 fylgir erindinu.  Gjald kr. 6.800"
