nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
35467 (04.66.780.1),BN035467,Austurberg 1,áhorfendapallar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Skila skal vottun eininga fyrir úttekt á botni.,Sótt er um leyfi fyrir áhorfendapöllum þar sem verða sæti fyrir 400 manns úr forsteyptum einingum og 5 m hárri netgirðingu umhverfis keppnisvellina á keppnisvelli íþróttafélagsins Leiknis á lóðinni nr. 1 við Austurberg.  Gjald kr. 6.800
35599 (01.18.610.8),BN035599,Baldursgata 12,breyting á skráningu,Frestað. Gera skal grein fyrir brunaviðvörunarkerfi og mesta gestafjölda.,Sótt er um leyfi til að breyta skráningu eignarhluta 0101 úr íbúð í atvinnuhúsnæði og fyrir áður gerðum breytingum á innra skipulagi sama eignarhluta  í fjöleignahúsinu á lóðinni nr. 12 við Baldursgötu.   Málinu fylgja skýringar umsækjanda dags. 13. mars 2007 svo og samþykki meðlóðarhafa ódagsett.  Gjald kr. 6.800
35627 (04.02.440.1),BN035627,Básb.1-3  Naust.2-4,v.lokaúttektar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um samþykki fyrir breyttri staðsetningu brunaslöngu og breyttum frágangi lofts í bílgeymslukjallara vegna lokaúttektar fjölbýlishússins Naustabryggja 4 á lóð nr. 1-3 við Básbryggju og 2-4 við Naustabryggju.  Gjald kr. 6.800
35597 (01.25.010.3),BN035597,Brautarholt 26-28,br. innra fyrirkomulagi 3.h,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til þess að breyta innra skipulagi 3. hæðar húss nr. 26 (matshluta 03) á lóð nr. 26-28 við Brautarholt.  Gjald kr. 6.800
35431 (47.91.601),BN035431,Elliðavað 1-5,"raðhús á 2. hæðum, m. 3 íb.",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa. Komi til breytinga á mannvirkjum Reykjavíkurborgar skal umsækjandi bera kostnað.,"Sótt er um leyfi til þess að byggja tveggja hæða steinsteypt raðhús með innbyggðum bílgeymslum og samtals þremur íbúðum á lóð nr. 1-5 við Elliðavað.  Stærð: Hús nr. 1 (matshluti 01) íbúð 1. hæð 87,8 fem., 2. hæð 102,5 ferm., bílgeymsla 29 ferm., samtals 219,3 ferm., 698,1 rúmm. Hús nr. 3 (matshluti 02) íbúð 1. hæð 88,3 ferm., 2. hæð 102,5 ferm., bílgeymsla 29 ferm., samtals 219,8 ferm., 699,7 rúmm. Hús nr. 5 (matshluti 03) íbúð 1. hæð 88,8 fem., 2. hæð 102,5 ferm., bílgeymsla 29 ferm., samtals 220,3 ferm., 701,3 rúmm.   Raðhús er samtals 659,4 ferm., 2099,1 rúmm.  Gjald kr. 6.800 + 142.739"
35043 (01.46.030.3),BN035043,Faxafen 2,reyndarteikning,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi fyrir breyttu innra fyrirkomulagi með reyndarteikningum af veitngahúsi KFC á lóðinni nr. 2 við Faxafen.  Gjald kr. 6.100
35578 (02.85.530.1),BN035578,Fjallkonuvegur 1,endurn. á byggingarl. (33089),Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um endurnýjun á byggingarleyfi frá 10. janúar 2006 til þess að sameina núverandi söluskála og bensínafgreiðslu í eitt rými með veitingasölu í suðausturhorni og breyta suður- og vesturhlið afgreiðslu Olís á lóð nr. 1 við Fjallkonuveg.  Gjald kr. 6.800
35616 (04.30.260.1),BN035616,Fossháls 1,breytingar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að skipta eign í kjallara og koma fyrir nýrri inngangshurð og loftræstistokk á austurhlið atvinnuhússins á lóðinni nr. 1 við Fossháls.  Samþykki meðlóðarhafa áritað á uppdrátt dags. 6. mars 2007 fylgir málinu.  Gjald kr. 6.800
35614 (01.17.210.9),BN035614,Frakkastígur 8,"br. á innr., bygg.lýsingu breytt",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til minni háttar breytinga á innréttingum og byggingarlýsingu frá áður útgefnu byggingarleyfi nr. 34664 dags. 16. janúar 2007 í atvinnuhúsinu á lóðinni nr. 8 við Frakkastíg.  Gjald kr. 6.800
35636,BN035636,Freyjubrunnur 2-8,"takmarka byggingarleyfi, jarðvinna",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi. Vegna útgáfu á takmörkuðu byggingarleyfi skal umsækjandi hafa samband við yfirverkfræðing embættis byggingarfulltrúa.,"Ofanritaður sækir um takmarkað byggingarleyfi fyrir greftri, fyllingu og aðstöðugerð á lóðinni nr. 2-8 við Freyjubrunn."
