nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
37198 (05.86.530.1),BN037198,Almannadalur 17-23,nr. 17 aðskilin byggingarleyfi,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi fyrir aðskilð byggingaleyfi þannig að eining 0103 verði aðskilin frá 0101 og 0102 í hesthúsinu á lóð nr. 17 við Almannadal.  Gjald kr. 6.800
37084 (01.14.040.3),BN037084,Austurstræti 6,Austurstræti 6 tengist Austurstræti 8-10,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að tengja húsið nr. 6 við Austurstræti húsinu nr. 8 - 10 við Austurstræti á 1. hæð og í kjallara og innrétta fataverslun. Sömuleiðis að breyta inngangi og útliti hússins nr. 6 við Austurstræti.  Meðfylgjandi er greinargerð VSI um brunavarnir Austurstrætis 6-8 dags. 29. okt. 2007.  Gjald kr. 6.800
37189 (01.14.040.4),BN037189,Austurstræti 8-10,tengja Austurstræti 6,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um tímabundna opnun milli 1. hæðar og kjallara húsanna á lóð nr. 6 og á lóð nr. 8-10 við Austurstræti með opnun á brunhólfandi vegg með EICS-60 hurðalokun á palli í stiga milli kjallara og jarðhæðar.  Meðfylgjandi er í gögnum Austurstrætis 6 úttekt á brunavörnum frá VSI dags. 29. okt. 2007.  Gjald kr. 6.800
37082 (01.29.210.4),BN037082,Ármúli 30,"anddyri, beyting inni",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til breytinga á skrifstofurými, inngangi lokað og sett skábraut á 1. hæð skrifstofubyggingarinnar á lóð nr. 30 við Ármúla.  Gjald kr. 6.800"
37074 (01.18.311.2),BN037074,Bókhlöðustígur 6C,"sameina 2 íbúðir í eina, breyting",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997.,"Sótt er um leyfi til að sameina tvær íbúðir í eina með breytingum innanhúss og með útlitsbreytingum á neðri hæð hússins nr. 6C við Bókhlöðustíg.  Meðfylgjandi er (A) bréf frá umsækjendum, sem óska þess að ekki verði krafist umsagnar nágranna, sömuleiðis er meðfylgjandi (B) yfirlýsing burðarvirkishönnuðar um stöðugleika, einnig er meðfylgjandi (C) afrit af merkjadómi frá 15. febrúar 1927 sem sýnir umferðarrétt um lóðirnar nr. 6 og 6B við Bókhlöðustíg.  Gjald kr. 6.800"
37091 (01.80.440.7),BN037091,Brekkugerði 10,hækka mænishæð,Frestað. Grenndarkynningu ólokið.,"Sótt er um leyfi til breyta frá nýlega samþykktum teikningum erindi BN031070 þannig að mænishæð hækkar um 20 cm., breytingar á gluggum í sólskála og stiga ásamt breyttu handriði á útitröppum einbýlishússins á lóð nr. 10 við Brekkugerði.  Gjald kr. 6.800"
37146 (01.13.430.7),BN037146,Brekkustígur 10,endurnýjun á byggingarleyfi,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997.,"Sótt er um endurnýjun á byggingarleyfi BN 34428 frá 19.sept. 2006 um samþykki fyrir áður gerðu geymslurými undir bílskúr, leyfi til þess að stækka neðri hæð með svölum á þaki, síkka glugga á austurhlið neðri hæðar, fjölga gluggum á norðurhlið sömu hæðar og breyta innra skipulagi einbýlishússins á lóð nr. 10 við Brekkustíg.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 2. nóvember 2007 fylgir erindinu.  Stærð: Áður gerð geymsla undir bílskúr 20,8 ferm., 41,1 rúmm. Viðbygging við neðri hæð einbýlishúss 20 ferm., 55,9 rúmm.  Gjald kr. 6.800 + 6.596"
37177 (04.79.180.3),BN037177,Búðavað 9-11,breyting á áður samþ.aðaluppdr.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,Sótt er um leyfi til að breyta áður innsendum teikningum sbr. BN036714 af parhúsinu nr. 9 - 11 við Búðavað.  Gjald kr. 6.800
30327 (01.36.650.1),BN030327,Engjateigur 7,reyndarteikningar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um samþykki fyrir afmörkun tölvutæknirýma í kjallara, fyrir breytingu á innra skipulagi allra hæða og breyttu fyrirkomulagi bílastæða á lóð nr. 7 við Engjateig.  Brunahönnun VSI endurskoðuð 8. febrúar 2007 fylgir erindinu.  Gjald kr. 5.400 + 6.800"
37175 (01.29.710.1),BN037175,Fellsmúli 24-30,skilti,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir ID skilti fyrir hjólbarðaþjónustu N1á lóð nr. 24 við Fellsmúla.  Gjald kr. 6.800
