nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
35155 (01.81.321.0),BN035155,Akurgerði 21,breyting á blómaskála,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um endurnýjun á byggingarleyfi sem samþykkt var 5. júlí 2005 þar sem sótt var um leyfi fyrir blómaskála við húsið á lóðinni nr. 21 við Akurgerði, einnig er sótt leyfi fyrir breytingu á gluggum skálans frá fyrri samþykkt.   Stærð: Stækkun sólstofa 16,0 ferm., og 43,6 rúmm.  Gjald kr. 6.100 + 2.965"
35099 (01.28.010.3),BN035099,Álftamýri 1-5,breytingar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi fyrir breytingum á innra skipulagi og til að koma fyrir nýjum kjallaraglugga á atvinnuhúsinu á lóðinni nr. 1-5 við Álftamýri.  Málinu fylgir brunahönnun frá Línuhönnun dags. 4. maí 2005, uppfærð 27. nóvember 2006.  Gjald kr. 6.100"
35015 (01.16.201.4),BN035015,Ásvallagata 22,breytingar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi.,Sótt er um leyfi til þess að breyta íbúðum fyrstu og annnarra hæðar í eina íbúð og stækka séreign íbúðar í kjallara á lóð nr. 22 við Ásvallagötu.   Meðfylgjandi er samþykki lóðarhafa dags. 18. nóvember 2006.  Gjald kr. 6.100
35211 (01.67.201.1),BN035211,Bauganes 3A,viðbygging og fl.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að byggja tvöfaldan bílskúr og til að byggja við til norðurs og suðurs á einbýlishúsinu á lóðinni nr. 3A við Bauganes.  Stærð:  Stækkun xx ferm. og xx rúmm.  Gjald kr. 6.800 + xx
35052 (04.06.410.1),BN035052,Bíldshöfði 12,tímabundin opnun,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi tímabundið að opna á milli og koma fyrir vörulyftu og stiga á 1. hæð húsanna nr. 12 og 14 við Bíldshöfða   Meðfylgjandi er staðfesting burðarvirkishönnuðar dags. 24. nóvember 2006 og samþykki meðlóðarhafa að aðliggjandi mhl. á lóð nr. 14 dags. 9. nóvember 2006. Bréf frá lóðarhafa dags. 19. desember 2006 og óundirritað bréf frá Securitas vegna brunaviðvörunarkerfis dags. 11. desember 2006.  Gjald kr. 6.100
35053 (04.06.410.2),BN035053,Bíldshöfði 14,tímabundin opnun,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi tímabundið að opna á milli og koma fyrir vörulyftu og stiga á 1. hæð húsanna nr. 12 og 14 við Bíldshöfða   Meðfylgjandi er staðfesting burðarvirkishönnuðar dags. 24. nóvember 2006 og samþykki meðlóðarhafa að aðliggjandi mhl. á lóð nr. 14 dags. 09. nóvember 2006. Bréf frá lóðarhafa dags. 19. desember 2006 og óundirritað bréf frá Securitas vegna brunaviðvörunarkerfis dags. 11. desember 2006.  Gjald kr. 6.100
35203 (04.06.410.2),BN035203,Bíldshöfði 14,skipta rýminu að hluta  fl.,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skrifstofustjóra Framkvæmdasviðs vegna lóðarsamnings.,Sótt er um leyfi til að byggja milligólf og koma fyrir gönguhurð og iðnaðarhurð á suðurhluta efri hæðar atvinnuhússins á lóðinni nr. 14 við Bíldshöfða.  Stærð: Stækkun xx ferm.  Gjald kr. 6.800
35213 (04.05.640.1),BN035213,Bíldshöfði 7,Endurnýja steypustöð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að endurnýja steypustöð á sama stað og sú sem fyrir er á lóðinni nr. 7 við Bíldshöfða.  Gjald kr. 6.800
35209 (01.85.410.2),BN035209,Bjarmaland 17-23,23 - viðbygging o.fl.,Frestað. Vísað til athugasemda eldvarnaeftirlits.,"Sótt er um leyfi til að byggja við, að breyta þaki og færa til upprunalegs horfs og til að breyta innra skipulagi í einbýlishúsinu nr. 23 á lóðinni nr. 17-23 við Bjarmaland.  Málinu fylgir samþykki meðlóðarhafa á uppdrætti dags. 4. janúar 2006.  Stækkun: 60,3 ferm. 192,05 rúmm.  Gjald kr. 6.800 + 11.715"
35128 (01.22.010.7),BN035128,Borgartún 8,innkeyrslurampi,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,"Sótt er um leyfi fyrir  innkeyrslurampi í Höfðatúni að væntanlegu bílstæðishúsi Höfðatorgs ásamt tæknirými Orkuveitunar, lagnarýmum og tæknirýmum sem tilheyra bílastæðishúsinu.  Meðfylgjandi er bréf burðarvirkishönnuðar dags. 8. desember 2006, teikningar af umferðarskipulagi meðan á framkvæmdum stendur frá VSÓ ráðgjöf dags. 5. desember 2006 ónúmeraðar 6 stk. Samningur milli framkvæmdarsviðs Reykjavíkurborgar og lóðarhafa um framkvæmdir í Höfðatúni v/ niðurkeyrsluramps um stækkun lóðar, framkvæmdatíma og umferðarskipulag á framkvæmdartíma og leyfi til framkvæmda í landi Reykjavíkurborgar dags. 6. desember 2006, bréf Línuhönnunar verkfræðistofu varðandi brunahönnun dags. 20. desember 2006.  Stærðir: 237,9 ferm., 1135,0 rúmm.  Gjald kr. 6.100 + 77.180"
