nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
25621 (01.18.444.2),BN025621,Baldursgata 9,breyt. + reyndart.,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að sameina matshluta, breyta skrifstofuhúsnæði á fyrstu hæð í íbúð (eign 0101) og samþykki fyrir áður gerðri íbúð í kjallara (eign 0001) í húsinu á lóðinni nr. 9 við Baldursgötu.  Skoðunarskýrsla byggingarfulltrúa dags. 18. október 2001 fylgir erindinu.  Gjald kr. 4.800"
25592 (01.82.420.4),BN025592,Básendi 7,Útigeymsla og bílskýli,Frestað. Vísað til athugasemda á umsóknarblaði. Að þeim uppfylltum verður málið sent skipulagsfulltrúa til ákvörðunar um grenndarkynningu.,"Sótt er um leyfi til þess að byggja opið bílskýli ásamt áfastri áhaldageymslu úr timbri norðan við húsið á lóðinni nr. 7 við Básenda.  Stærð: Útigeymsla 16.0 ferm. og 51,9 rúmm.  Gjald kr. 4.800 + 2.491"
23558 (01.18.664.1),BN023558,Bragagata 22A,Br. á svölum,Frestað. Vísað til athugasemda á umsóknarblaði. Að þeim uppfylltum verður málið sent skipulagsfulltrúa til ákvörðunar um grenndarkynningu.,"Sótt er um leyfi til þess að breikka og endurbæta áður gerðar svalir á 2. hæð hússins á lóð nr. 22A við Bragagötu.  Umboð eiganda 1. hæðar dags. 10. júlí 2001, samþykki fh. eiganda 1, hæðar dags. 7. ágúst 2001 og samþykki fyrir hönd eigenda Bragagötu 24 ódags. fylgja erindinu.  Gjald kr. 4.100"
25506 (01.18.622.3),BN025506,Bragagata 23,reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir reyndarteikningum og áður gerðri íbúð á þakhæð húss á lóð nr. 23 við Bragagötu.  Skýrsla Rafmagnsstjórnar dags. 30. janúar 1959, afsal fyrir íbúð rishæðar dags.16. desember 1963 og samþykki  meðeigenda ódags. fylgja erindinu.   Gjald kr. 4.800"
25598 (01.25.010.1),BN025598,Brautarholt 22,breytingar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að fjarlægja þrjár innihurðir á gangi við snyrtingu í húsi og byggja geymslu fyrir gas á lóð hússins á lóðinni nr.22 við Brautarholt.  Gjald kr. 4.800
25614 (01.16.233.2),BN025614,Brávallagata 16,reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir reyndarteikningum af þakhæð (4.hæð) hússins á lóðinni nr. 16 við Brávallagötu.  Gjald kr. 4.800
25584 (01.19.001.7),BN025584,Grettisgata 44A,svalir,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi til þess að byggja svalir á fyrstu hæð húss sunnan megin á lóð nr. 44A við Grettisgötu.  Samþykki meðeigenda dags. 3. janúar, 1.febrúar og 5. janúar 2002 fylgja erindinu.  Gjald kr. 4.800"
25615 (01.18.400.4),BN025615,Grundarstígur 5,reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir reyndarteikningum af framhúsi (matshl. 01) á lóðinni nr.5 við Grundarstíg.  Sýnt er innra skipulag á öllum hæðum hússins.  Virðingargjörð dags. 1. febrúar 1943 fylgir erindinu.  Gjald kr. 4.800
25583 (02.57.610.2),BN025583,Gylfaflöt 32,breyting á þaki + leiðrétting,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til þess að breyta þakkanti hússins á lóðinni nr. 32 við Gylfaflöt.  Einnig eru málsetningar vesturhliðar hússins leiðréttar.  Gjald kr. 4.800
25318 (01.18.020.5),BN025318,Hallveigarstígur 8,reyndart. áðurgerð íb.,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um samþykki fyrir áður gerðri íbúð í kjallara, áður gerðri stækkun kvists á suðurhlið og reyndarteikningum af innra fyrirkomulagi í húsinu á lóðinni nr. 8 við Hallveigarstíg.  Einnig er  sótt um leyfi til þess að byggja viðbyggingu að steyptum vegg á suðurhlið húss og byggja svalir á suðurhlið fyrstu hæðar.  Virðingargjörð dags. 21. september 1927 fylgir erindinu.  Samþykki meðeigenda (á teikn.) fylgir erindinu.  Bréf hönnuðar dags. 25. júní 2002 fylgir erindinu.  Gjald kr. 4.800"
