nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
25227 (01.13.650.2),BN025227,Aðalstræti 6,opna milli húsa,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að opna milli 2. hæðar að Aðalstræti 8 og millihæðar á lóð nr. 6 við Aðalstræti.  Bréf burðarþolshönnuðar dags. 5. júní 2002 fylgir erindinu.  Gjald kr. 4.800
25098 (04.63.220.1 09),BN025098,Arnarbakki 1-3,færanlegar kennslustofur,Frestað. Skipulagsferli ólokið. Lagfæra skráningu.,Sótt er um leyfi til þess að koma fyrir tveimur færanlegum kennslustofum úr timbri austan við Breiðholtsskóla á lóðinni nr. 1-3 við Arnarbakka.  Alls verða þá átta færanlegar kennslustofur á lóðinni.  Gjald kr. 4.800
25159 (01.24.710.4),BN025159,Auðarstræti 9,Breyting,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir áður gerðri íbúð og reyndarteikningum af kjallara hússins á lóðinni nr. 9 við Auðarstræti.  Skiptasamningur dags. 30. júlí 1976 fylgir erindinu. Samþykki eigenda dags. 5. maí 2002 fylgir erindinu.  Gjald kr. 4.800
25144 (04.67.07-.- 06),BN025144,Austurberg 38,Klæðning gafla,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til þess að klæða með stálklæðningu gafla og norðurhlið hússins nr. 38 á lóðinni nr. 28-38 við Austurberg.  Ástandsskýrsla dags. 24. maí 2002 fylgir erindinu.  Gjald kr. 4.800
25232 (04.23.300.3),BN025232,Álakvísl   2-42,Útitröppur við 2-14,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta útitröppum við norðurhlið og færa sorpgeymslu sem áður var undir tröppum út á lóð við fjölbýlishús nr. 2-14 á lóð nr. 2-42 við Álakvísl.  Bréf umsækjanda dags. 1. júní 2002 og samþykki meðeigenda í Álakvísl 2-14 fylgja erindinu.  Gjald kr. 4.800
24928 (01.18.610.8),BN024928,Baldursgata 12,reyndarteikn. v. eignaskipta,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um samþykki fyrir breyttu innra skipulagi í kjallara, og fyrir áður gerðri stækkun kjallara í porti á lóð nr. 12 við Baldursgötu.  Virðingargjörð 20. mars 1958 og samþykki lóðarhafa Baldursgötu 10 dags. 3. júyní 2002 fylgja  erindinu.  Stærð: Áður gerð stækkun kjallara 33,8 ferm., 77,7 rúmm.  Gjald kr. 4.800 + 4.056"
25229 (01.17.120.1),BN025229,Bankastræti 12,fjarlægja fellistiga,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til þess að fjarlægja fellistiga á suðurgafli hússins á lóð nr. 12 við Bankastræti.  Gjald kr. 4.800
25245 (01.13.630.3),BN025245,Bárugata 11,reyndarteikningar,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir reyndarteikningum af gistiheimili og bílskúr á lóðinni nr. 11 við Bárugötu.  Innra fyrirkomulagi allra hæða hefur verið breytt.  Gjald kr. 4.800
24992 (01.78.200.2 02),BN024992,Birkihlíð 9,garðhús,Frestað. Lagfæra skráningu.,"Sótt er um leyfi til þess að byggja sólstofu að suðurhlið fyrstu hæðar hússins nr. 9 á raðhúsalóðinni nr. 7-11 við Birkihlíð.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 14. júní 2002 fylgir erindinu.  Samþykki meðlóðarhafa dags. 30. apríl 2002 fylgir erindinu.  Stærð: Sólstofa 12,0 ferm. og 31,3 rúmm.  Gjald kr. 4.800 + 1.502"
25249 (01.25.120.3),BN025249,Bolholt 6-8,(nr.8) br. á 3. hæð,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Þinglýsa skal kvöð um tímabundna samnýtingu.,Sótt er um leyfi til þess að samnýta rými 0301 og 0302 tímabundið á 3. hæð húss nr. 8 á lóð nr. 6-8 við Bolholt.  Gjald kr. 4.800
