nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
24603 (04.05.640.1),BN024603,Bíldshöfði 7,viðbygging,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997.,"Sótt er um leyfi til þess að byggja við norðurhluta verkstæðisbyggingar til vesturs,  fyrir starfsmannaaðstöðu, á lóð nr. 7 við  Bíldshöfða.  Stærð: Viðbygging 68,4 ferm., 320,1 rúmm.  Gjald kr. 4.800 + 15.365"
24967 (01.16.233.4),BN024967,Brávallagata 18,reyndarteikningar,Frestað. Lagfæra skráningu.,Sótt er um samþykki fyrir skiptingu kjallara í sérgeymslur og fyrir grunnmynd 4. hæðar án glerskála sem aldei var byggður vegna gerðar eignaskiptayfirlýsingar á lóð nr. 18 við Brávallagötu.  Gjald kr. 4.800
23172 (01.81.600.1),BN023172,Breiðagerði 2,Garðhús.,Frestað. Lagfæra skráningu.,"Að lokinni grenndarkynningu byggingarleyfisumsóknar er lögð fram að nýju umsókn, þar sem sótt er um leyfi til þess að byggja garðhús úr álprófílum og gleri milli bílskúrs og einbýlishúss á lóð nr. 2 við Breiðagerði, samkv. uppdr. Teiknistofunnar ehf, dags. 17.05.01. Einnig lögð fram umsögn Borgarskipulags dags. 14.06.2001. Málið var í kynningu frá 21. júní til 20. júlí 2001. Engar athugasemdir bárust.  Stærð: Garðhús 17,7 ferm., 51,8 rúmm.  Gjald kr. 4.100 + 2.486"
24979,BN024979,Bryggjuhverfi,Innsiglingarviti,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að setja upp ca. xxm háan innsiglingavita úr stálgrind á til þess afmakaðri lóð við innsiglingu að höfn í Bryggjuhverfi.  Gjald kr. 4.800
24462 (18.26),BN024462,Byggðarendi 24,viðbygging o.fl,Frestað. Vísað til athugasemda á umsóknarblaði.,"Að lokinni grenndarkynningu byggingarleyfisumsóknar er lögð fram að nýju umsókn, þar sem sótt er um leyfi til þess að byggja tveggja hæða steinsteypta viðbyggingu við austur- og norðurhlið og breyta einbýli í tvíbýlishús á lóð nr. 24 við Byggðarenda, samkv. uppdr. Teiknistofunnar ARKO, dags. 17.01.02. Málið var í kynningu frá 5. mars til 3. apríl 2002. Lagt fram samþykki eigenda Byggðarenda 13, 14, 16, 22 og 23 áritað á uppdr. Engar athugasemdir bárust.  Stærð: Viðbygging samtals  xxx ferm., xxx rúmm.  Gjald kr. 4.800"
24974 (04.94.870.3 08),BN024974,Dalsel 38,(38-40) klæðning,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi til þess að klæða utan með ""Steni"" plötum allar hliðar hússins nr. 38-40 á lóðinni 24-40 við Dalsel.  Umsögn hönnuðar vegna ástands útveggja dags. 30. apríl 2002 fylgir erindinu.  Samþykki meðeigenda í húsi dags. 30. apríl 2002 fylgir erindinu."
25039 (01.19.340.4),BN025039,Egilsgata 3,Klæðning,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að einangra og klæða með hvítum álplötum lágbyggingu hússins á lóðinni nr. 3 við Egilsgötu.  Gjald kr. 4.800
24447 (01.55.301.7),BN024447,Fálkagata 32,Ofanábygging.,Frestað. Vísað til athugasemda á umsóknarblaði.,"Að lokinni grenndarkynningu byggingarleyfisumsóknar er lögð fram að nýju umsókn, þar sem sótt er um leyfi til þess að lyfta þaki (4. hæð) hússins á lóðinni nr.32 við Fálkagötu, samkv. uppdr. Skipulags-arkitekta- og verkfræðistofunni ehf, dags. 17.04.01, síðast breytt 18.02.02. Um er að ræða stækkun á íbúð á þriðju hæð.   Samþykki meðeigenda og nokkurra nágranna (á teikn) fylgir erindinu. Málið var í kynningu frá 5. mars til 3. apríl 2002. Engar athugasemdir bárust.  Stækkun: Ofanábygging 72,2 ferm. og 209,7 rúmm.  Gjald kr. 4.800 + 10.066"
25033 (01.27.001.7),BN025033,Flókagata 65,breytingar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til þess að breyta innra fyrirkomulagi og starfrækja heilsurækt og náttúrulækningamiðstöð á fyrstu hæð hússins á lóðinni nr. 65 við Flókagötu.  Bréf hönnuðar dags. 9. apríl og samþykki meðeigenda dags. 10. apríl 2002 fylgir erindinu. Eftirlitsskýrsla heilbrigðiseftirlits dags. 24. október 2001 fylgir erindinu. Greinargerð leigutaka dags. 16. maí 2002 fylgir erindinu.  Gjald kr. 4.800
24692 (01.13.341.6),BN024692,Framnesvegur 44,reyndarteikningar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997 og með vísan til 15. gr. reglugerðar nr. 910/2000.,Sótt er um samþykki fyrir breyttu innra skipulagi á öllum hæðum þ.m.t. sameiningu tveggja íbúða á 2. hæð og afmörkun séreignar á þakhæð fjöleignarhússins á lóð nr. 44 við Framnesveg.  Jafnframt er erindi 23710 dregið til baka.  Íbúðarskoðun dags. 22. júní 2000 og afsal vegna eignar á þakhæð innfært 5. október 1998 fylgja erindinu.  Gjald kr. 4.800
