nr,url,heimilisfang,tegund,nidurstada,spurning
55689 (01.11.980.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN055689,Austurbakki 2,Veitingastaður - mhl.07 - Joe and the Juice,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að innrétta veitingastað í flokki I, teg. c fyrir 50 gesti í rými 0102 í mhl. 07, T1 á lóð nr. 2 við Austurbakka. Gjald kr. 11.200"
56181 (01.11.980.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN056181,Austurbakki 2,"Breytingar - BN55542 - kjallarar, 1. og 2.hæð",Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að breyta erindi BN055542 þannig að neðri kjallari er stækkaður, tæknirými færð í neðri kjallara, innra skipulagi breytt í efri kjallara og á 1. og 2. hæð , útitröppur lagaðar að nýjum byggingareit og brú milli svæða 2 og 3 fjarlægð á 2. hæð Landsbankans á lóð nr. 2 við Austurbakka. Erindi fylgir brunahönnun frá EFLU dags. 7. maí 2019. Gjald kr. 11.200"
55986 (04.67.740.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN055986,Austurberg 2-6,Framlengja þak - svalaskýli,Frestað. Vísað til athugasemda og með vísan til umsagnar skipulagsfulltrúa dags. 15. maí 2019.,"Sótt er um leyfi fyrir framlengingu á þaki sem og að setja upp svalaskýli á svölum á 16 af 18 íbúðum húss á lóð nr. 2, 4 og 6 við Austurberg. Erindi fylgja fundargerðir húsfunda dags. 9. janúar, 23. apríl og 7. júní 2018. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 17. maí 2019 fylgir erindi, ásamt umsögn skipulagsfulltrúa dags. 15. maí 2019. Gjald: 11.200 kr."
56178 (01.14.021.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN056178,Austurstræti 3,Skemmtistaður - 2. og 3.hæð,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að innrétta veitingastað í flokki III, teg. skemmtistaður á 2. og 3. hæð húss á lóð nr. 3 við Austurstræti. Erindi fylgir minnisblað um brunavarnir frá EFLU dags. 15. mars 2019. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 17. maí 2019 fylgir erindi, ásamt umsögn skipulagsfulltrúa dags. 17. maí 2019. Gjald kr. 11.200"
55922 (01.14.041.8),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN055922,Austurv Thorvaldsenss,Breyting á áður samþykktu erindi,Frestað. Vísað til athugasemda og erindi vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að breyta erindi BN053964 þannig að inngangar eru færðir, gluggum og hurðum jarðhæðar að Fógetagarði og Kirkjustræti er breytt, burðarvirki og innra skipulagi í kjallara og á 1. hæð er breytt, innréttað ""spa"" í kjallara, kjallari undir Thorvaldsenstræti 2 er steyptur upp og klæddur steinskífum, gerð ný flóttaleið frá 7. hæð inn í stigahús á 4. hæð og gluggum að Vallarstræti er breytt í hóteli á lóð nr. 2 við Thorvaldssensstræti. Erindi fylgir umsögn Minjastofnunar Íslands dags. 23. apríl 2019. Gjald kr. 11.200"
55469 (04.91.200.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN055469,Árskógar 5-7,Búseti - fjölbýlishús,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.5 og 2.9.2 í byggingarreglugerð nr. 112/2012. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað. Í samræmi við samþykkt umhverfis- og skipulagsráðs dags. 9. október 2013 skal vélknúinn þvottabúnaður vera til staðar á byggingarlóð sem tryggi að vörubílar og aðrar þungavinnuvélar verði þrifnar áður en þær yfirgefa byggingarstað. Samráð skal haft við byggingarfulltrúa um staðsetningu búnaðarins. Sérstakt samráð skal haft við yfirverkfræðing byggingarfulltrúa vegna jarðvinnu. Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um leyfi til að byggja tvö steinsteypt fjögurra hæða fjölbýlishús, með samtals 72 íbúðum, auk sameiginlegs bílakjallara fyrir 34 stæði og 38 stæðum á lóðinni, samtals eru 72 bílastæði á lóð nr. 5-7 við Árskóga. Stærðir: A-rými : 5.945,2 ferm., 18.297,7 rúmm. B-rými : 2.044,9 ferm., 2.730,9 rúmm. Með erindinu fylgir; Greinagerð I vegna hljóðvistar frá Trivium ráðgjöf, dags. nóvember 2018 og varmataps útreikningar dags. 9. nóvember 2018. Gjald kr. 11.000"
56201 (01.18.520.6),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN056201,Baldursgata 3,Hækkun húss,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að hækka mhl. 01 og mhl. 02 um eina hæð á lóð nr. 3 við Baldursgötu. Erindi fylgir umsögn Minjastofnunar dags. 11. febrúar 2019, samþykki meðlóðarhafa og lögð fram umsögn skipulagsfulltrúa dags. 25. janúar 2019. Stækkun:  xx ferm., xx rúmm. Gjald kr. 11.200"
55866 (01.18.451.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN055866,Baldursgata 13,Lækka gólf í kjallara,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verði þinglýst eigi síðar en við lokaúttekt. Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um leyfi til að lækka gólf um 50 cm og breyta innra skipulagi ósamþykktrar íbúðar í kjallara í húsi nr. 13 á lóð við Baldursgötu 13 og Óðinsgötu 25. Stækkun: 0.0 ferm., 28.3 rúmm. Erindi fylgir samþykki meðeigenda í húsi nr. 13 við Baldursgötu og Óðinsgötu 25, umsögn Minjastofnunar Íslands dags. 19. mars 2019 og tölvupóstur frá eiganda dags. 08. apríl 2019. Gjald kr. 11.000"
56227 (01.17.130.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN056227,Bergstaðastræti 4,Veitingastaður - breytingar jarðhæð,Frestað. Vísað til athugasemda.,Sótt er um leyfi til að breyta loftræsi- og útsogskerfi í veitingastaðnum í flokki II tegund C í húsinu á lóð nr. 4 við Bergstaðastræti. Gjald kr. 11.200
56221 (01.55.010.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN056221,Birkimelur 3,Breyting inni - breyting á bílastæðum.,Frestað. Vísað til athugasemda.,Sótt er um leyfi til að breyta erindi BN048489 þannig að fyrirkomulag á lóð er fært til samræmis við breytt deiliskipulag á lóð nr. 3 við Birkimel. Gjald kr. 11.200
