nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
31726 (01.43.430.1),BN031726,Álfheimar 74,úrtök í steypta veggi  o.fl.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til þess að breyta innra fyrirkomulagi og gera úrtök í steypta veggi í kjallara hússins á lóðinni nr. 74 við Álfheima.  Umsögn eldvarnahönnuðar dags. 25. maí 2005 fylgir erindinu. Sérteikning v. burðarvirkis fylgir erindinu.  Gjald kr. 5.700
31674 (01.16.210.9),BN031674,Ásvallagata 4,svalir 2.hæð - br.inni,Frestað. Grenndarkynningu ólokið. Lagfæra skráningu.,Sótt er um leyfi til þess að byggja svalir að suðurhlið annarrar hæðar og breyta innra fyrirkomulagi í kjallara og á fyrstu og annarri hæð hússins á lóðinni nr. 4 við Ásvallagötu.  Samþykki meðeigenda dags. 20. janúar 2005 fylgir erindinu.  Umsögn burðarvirkishönnuðar dags. 10. júní 2005 fylgir erindinu.  Gjald kr. 5.700
31762 (00.00.000.0 01),BN031762,Barðastaðir 13,svalalokun íb 0205,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi til að setja glervegg innan við handrið á svölum íbúðar nr. 0201 í húsi nr. 13 á lóðinni nr. 13-15 við Barðastaði.  Erindinu fylgir samþykki dags. 11. maí 2005.  Stækkun: 11,1 ferm. og 30 rúmm.  Gjald kr. 5.700 + 1.710"
30276 (01.18.440.3),BN030276,Bergstaðastræti 43A,reyndarteikningar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi fyrir áður gerðum breytingum á innra fyrirkomulagi og útliti ásamt áður gerðum viðbyggingum við húsið nr. 43A við Bergstaðastræti vegna gerðar eignaskiptayfirlýsingar.   Teikningar eru gerðar á grundvelli uppmælingar og þar eru sýndar tvær íbúðir, sín á hvorri hæð og húsið allt skráð sem einn matshluti.  Erindið var grenndarkynnt frá 2. til 30. nóvember 2004. Engar athugasemdir bárust.  Erindinu fylgir bréf hönnuðar dags. 30. sept. 2004 og afsal íbúðar efrihæðar innfært 23. október 1997 og afsal neðrihæðar innfært 5. nóvember 1999. Jafnframt lögð fram umsöng Minjasafns Reykjavíkur dags. 6. júní 2005.  Gjald kr. 5.400 + 5.700"
31905 (01.52.130.1),BN031905,Boðagrandi 1-7,gervihn.d. á nr.7,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir gerfihnattadiski sem settur hefur verið upp við suðausturhorn hússins nr. 7 á lóð nr. 1-7 við Boðagranda.  Fundargerð aðalfundar húsfélags dags. 23. maí 2005 fylgir erindinu.  Gjald kr. 5.700
29866 (04.64.171.0),BN029866,Depluhólar 10,áður gerðar breytingar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um áður gerðar breytingar á lóðinni nr. 10 við Depluhóla. Helstu breytingar eru sólstofa við norðausturhorn, sökklarými undir efri hæð tekið í notkun, afmörkun séreignaríbúðar á neðri hæð og setlaug á verönd við íbúð á neðri hæð. Jafnframt er sótt um leyfi til að breyta skipulagi lóðar og afmarka sérnotahluta, fjölga bílastæðum úr tveimur í þrjú og gera þrjá glugga á fyrrverandi sökklarými.  Erindinu fylgir umsögn skipulagsfulltrúa dags. 29. júlí 2004 og útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 30. júlí 2004, deiliskipulagsuppdráttur auglýstur í stjrnt .dags. 10. janúar 2005 og skoðunarskýrsla byggingarfulltrúa dags. 3. ágúst 2004.  Stækkun: xx  Gjald kr. 5.400 + xx"
31501 (01.08.770.1),BN031501,Fiskislóð  20-22,nr. 20 br. norðurhl. einn eignarhluti,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til þess að breyta innra fyrirkomulagi, stækka milligólf 0102 og skrá sem einn eignarhluta húsið nr. 20 á lóðinni nr. 20-22 við Fiskislóð.  Stærð: Stækkun 25,4 ferm.   Gjald kr. 5.700"
31595 (01.11.500.7),BN031595,Fiskislóð 12,brunavarnartexta br.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um samþykki fyrir breytingum á texta varðandi brunavarnir atvinnuhússins á lóð nr. 12 við Fiskislóð.  Gjald kr. 5.700
31876 (01.08.740.1),BN031876,Fiskislóð 53-69,"viðbygging, samnýting",Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um ótilteknar breytingar á húsinu á lóðinni nr. 53-69 við Fiskislóð.  Gjald kr. 5.700
31880 (02.87.600.1),BN031880,Fjörgyn,breytingar á öllum hæðum,Frestað. Gera skal betur grein fyrir erindinu.,Sótt er um ótilteknar breytingar á Grafarvogskirkju við Fjörgyn.  Gjald kr. 5.700
