nr,url,heimilisfang,tegund,nidurstada,spurning
47872 (01.14.040.8),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047872,Austurstræti 12A,Breyta innra skipulagi á 5.hæð,Frestað. Lagfæra skráningu.,"Sótt er um leyfi til að breyta innra skipulagi 5. hæðar þannig að lokað er fyrir stigaop, opnað er að hluta upp í þakrými, gluggar á hlið og þakgluggar endurnýjaðir og hæð á svalahandriði verður hækkuð með hertu gleri í húsinu á lóð nr. 12A við Austurstræti.  Umsögn Minjastofnunar Íslands.dags. 9. júlí 2014 og tölvupóstur frá Borgarsögusafni Reykjavíkur dags. 28 júlí 2014 fylgja erindi. Gjald kr. 9.500 + 9.500"
47871 (01.14.021.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047871,Austurstræti 3,Krá og veitingastaður,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilið samþykki Vinnueftirlits ríkisins. Áskilið samþykki heilbrigðiseftirlits. Þinglýsa skal kvöð um flóttaleið á aðliggjandi lóðum fyrir útgáfu byggingarleyfis. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að innrétta veitingastað/krá í flokki III, teg. F, fyrir 45 gesti í húsi á lóð nr. 3 við Austurstræti. Útskrift úr gerðabók skipulagsfulltrúa dags. 4. júlí 2014 fylgir með erindinu ásamt umsögn skipulagsfulltrúa dags. 04. júlí 2014. Einnig fylgja hljóðvistarskýrsla dags. 8. júlí 2014 og samþykki eiganda lóðar sem flóttastiginn fer út á dags. 17. júlí 2014.  Gjald kr. 9.500"
48017 (01.29.040.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN048017,Ármúli 2,3.hæð - Breyting á brunahólfun,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að breyta áður samþykktu erindi BN047550 þannig að skrifstofuálmu á 3. hæð verður skipt upp í þrjú brunahólf í húsi á lóð nr. 2 við Ármúla. Bréf frá hönnuði dags. 14. júlí 2014 fylgir erindi. Gjald kr. 9.500
48053 (01.17.010.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN048053,Bankastræti 2,Breytingar á bakhúsum 1.og 2.hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta bakhúsum, mhl. 04 og 02 á 1. og 2. hæð þannig að stigagangur í mhl 02 verður lokaður, komið verður fyrir kæligeymslu og geymslurými í núverandi eldhúsi, opnað verður inn í mhl 04, komið verður fyrir lyftu, salernum fjölgað og komið verður fyrir nýju eldhúsi á 2. hæð í húsinu á lóð nr. 2 við Bankastræti. Gjald kr. 9.500"
48062 (01.46.610.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN048062,Faxafen 10,Reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir áður gerðum breytingum á 1. hæð sem eru að ??? í húsinu á lóð nr. 10 við Faxafen. Gjald kr. 9.500
48014 (01.67.501.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN048014,Fáfnisnes 11,Viðbygging,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja við til suðurs kjallara, 1. hæð og rishæð og úr járnbentri steinsteypu og einangrað að utan með þéttull, koma fyrir þaksvölum á 1. hæð og kvist norðurhlið tvíbýlishússins á lóð nr.  11 við Fáfnisnes. Stækkun viðbyggingar: XX ferm., XX rúmm. Útskrift úr gerðabók skipulagsfulltrúa frá 25. júlí 2014 fylgir með erindinu. Gjald kr. 9.500"
48068 (01.44.010.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN048068,Ferjuvogur 2,Takmarkað byggingarleyfi (BN047948),Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010.,"Óskað er eftir takmörkuðu byggingarleyfi til aðstöðusköpunar og jarðvegsframkvæmda fyrir væntanlegar byggingarframkvæmdir við nýbyggingu frístundaheimilis á lóð Vogaskóla við Ferjuvog 2, sbr. byggingarleyfi BN047948"
48056 (01.66.--9.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN048056,Flugvöllur 106748,Nauthólsvegur 66 - kjallari,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta áður samþykktu erindi BN047738, að koma fyrir kjallara undir jarðvegsyfirborði miðgarðs sem notaður verður fyrir starfsmannaaðstöðu staðsteyptur með viðsnúnu hellulögðu þaki í húsi flugstjórnarmiðstöðvarinnar í Reykjavík nr. 66 við Nauthólsveg á lóð 106748 við flugvöllinn. Stækkun kjallara:  XX ferm., XXrúmm. Gjald kr. 9.500"
47911 (02.69.380.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047911,Friggjarbrunnur 3-5,Færanlegt garðskýli,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til uppsetningar á opnanlegu garðskýli úr álrömmum á rennibrautum, glerjað með einföldu plexigleri, á þaksvölum fjölbýlishúss á lóð nr. 3-5 við Friggjarbrunn. Samþykki meðeigenda á Friggjarbrunni 3, sumra á Friggjarbrunni 5 og tölvupóstur burðarvirkishönnuðar dags. 16. júlí 2014 fylgja erindi. Gjald kr. 9.500"
48047 (01.51.6-9.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN048047,Frostaskjól 2,Færanlegar kennslustofur,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að smíða á staðnum tengigang og flytja tvær færanlegar stofur, K101-E og K102-E frá framleiðanda á bílastæði við íþróttahús KR/Frístundaheimilið Frostheima á lóð nr. 2 við Frostaskjól.  Stærðir : K101-E og K102-E: 160,4 ferm., 562,0 rúmm. Tengirými 1,9 ferm., 3,8 rúmm. Tengigangur 22,7 ferm. , 62,00 rúmm.  Gjald kr. 9.500"
