nr,url,heimilisfang,tegund,nidurstada,spurning
47437 (01.14.041.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047437,Aðalstræti 7,Endurbætur og viðbygging,Frestað. Vísað til athugasemda á umsóknarblaði og leiðbeininga í umsögn skipulagsfulltrúa dags. 25. apríl 2014.,"Sótt er um leyfi til að endurbæta og byggja við friðuð hús við Aðal- og Vallarstræti skv. deiliskipulagi sem samþykkt var í júlí 2013 fyrir íbúðir og þjónustustarfsemi, framkvæmd þessi er fyrsti hluti uppbyggingar á Landsímareit á lóð nr. 7 við Aðalstræti. Meðfylgjandi er bréf verkfræðings dags. 28. mars 2014, útreikningur á varmatapi dags. 25. mars 2014 ásamt útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 25. apríl 2014 og umsögn skipulagsfulltrúa dags. 25. apríl 2014. Stærðabreytingar. Gjald kr. 9.500"
47568 (01.81.320.8),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047568,Akurgerði 33,Sólskáli,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að byggja sólskála við inngang á suðausturhlið parhúss á lóð nr. 33 við Akurgerði. Stækkun:  15 ferm., 47,1 rúmm. Gjald kr. 9.500"
47533 (04.63.200.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047533,Arnarbakki 2-6,4-6 - Innréttingabreytingar,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að breyta áður samþykktu erindi BN047270, þannig að komið er fyrir frysti á lager, salerni fyrir hreyfihamlaða er fært, strimlahurðum er komið fyrir við gang og við ræstingu og brunaslöngu við útgang verslunar í húsinu á lóð nr. 4-6 við Arnarbakka. Gjald kr. 9.500"
47569 (01.43.030.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047569,Álfheimar  8-24,24 - Reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki á þegar áorðnum breytingum í raðhúsi nr. 24 á lóð nr. 8-24 við Álfheima. Gjald kr. 9.500
47550 (01.29.040.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047550,Ármúli 2,Viðbygging baklóð - breyting 1-3.hæð,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að breyta fyrirkomulagi innanhúss á 1. - 3. hæð, færa til skilveggi, til að byggja búningsaðstöðu úr forsteyptum einingum og gera afgirt reiðhjólasvæði á baklóð við starfsmannainngang skrifstofuhúss á lóð nr. 2 við Ármúla. Meðfylgjandi er bréf arkitekts dags. 8. apríl 2014. Stærðir:  70,6 ferm., 240,7 rúmm. Gjald kr 9.500"
47577 (01.18.520.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047577,Bergstaðastræti 40,Breyta í tvo matshluta,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að skipta upp í tvo matshluta, íbúðarhúsinu frá 1903 og viðbyggingunni frá 1930, og breyta glugga á vesturhlið og setja þar útgang út í garð á húsinu á lóð nr. 40 við Bergstaðastræti. Meðfylgjandi er samþykki meðeigenda á lóð dags. 22.4. 2014. Gjald kr. 9.500"
47446 (01.21.800.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047446,Borgartún 21 - 21A,Breyting - BN046909,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um samþykki á breytingum á erindi BN046909, sem fellst í breyttri klæðningu á hluta veggja veitingastaðar á lóð nr.  21A við Borgartún. Meðfylgjandi er bréf eldvarnahönnuðar dags. 27.3. 2014. Greiðsla kr. 9.500"
47531 (01.21.910.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047531,Borgartún 33,Brunastigi - breyting 3.hæð,Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,Sótt er um samþykki á þegar framkvæmdum breytingum (reyndarteikningum) sem felast í að breyta brunastiga á norð-vestur horni í hringstiga og breyta tannlæknastofu á 3. hæð í skrifstofurými í húsi á lóð nr. 33 við Borgartún. Gjald kr. 9.500
47581,http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047581,Brynjólfsgata 1,Stofnun Vigdísar Finnbogadóttur - breyting,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.  Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað. Í samræmi við samþykkt umhverfis- og skipulagsráðs dags. 9. október 2013 skal vélknúinn þvottabúnaður vera til staðar á byggingarlóð sem tryggi að vörubílar og aðrar þungavinnuvélar verði þrifnar áður en þær yfirgefa byggingarstað. Samráð skal haft við byggingarfulltrúa. Sérstakt samráð skal haft við yfirverkfræðing byggingarfulltrúa vegna jarðvinnu. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.","Sótt er um leyfi til breytinga, sbr. erindi BN045408, sem felast í að bílageymsla á 1. hæð og skábraut er fellt niður og 1. hæð minnkar til samræmis við efri hæðir á stofnun Vigdísar Finnbogadóttur á lóð nr. 1 við Brynjólfsgötu. Meðfylgjandi er brunahönnunarskýrsla frá Verkís dags. í apríl 2014. Stærðarbreytingar, minnkun: 448,8 ferm., 1.808,5 rúmm. Heildarstærð nú: 3.542,7 ferm., 16.586,2 rúmm. Gjald kr. 9.500"
47549 (01.08.920.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN047549,Fiskislóð 23-25,Klæða yfir vöruhurðir og skilti á þakkant.,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta áður samþykktu erindi BN047208 þannig að klætt verður yfir vöruhurðir á austurhlið, hafa möguleika á opum í stiga og lyftuhúsi og að koma fyrir skilti á þakkant á suðuhlið og yfir inngangshurð á austurhlið hússins á lóð nr. 23 - 25 Fiskislóð. Gjald kr. 9.500"
