nr,url,heimilisfang,tegund,nidurstada,spurning
45471 (01.18.620.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN045471,Baldursgata 18,Rishæð - breyting,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að breyta skyggni á norðurhlið, breyta innra fyrirkomulagi á annarri og þriðju hæð og fjarlægja glugga og byggja kvisti á þakhæð (3.h.) hússins á lóðinni nr. 18 við Baldursgötu. Umsögn Minjastofnunar Íslands dags. 17. janúar 2013 fylgir erindinu. Gjald kr. 9.000"
45469 (01.17.120.2 01),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN045469,Bankastræti 14,Klæða og skipta um glugga,Frestað. Til yfirferðar með hönnuði.,"Sótt er um leyfi til þess að klæða að utan með álklæðningu, breyta gluggum og koma fyrir frönskum svölum á norður- og suðurhlið hússins nr. 14 á lóðinni nr. 14-14B við Bankastræti. Ástandsskýrsla dags. 08.01.2010 fylgir erindinu.  Umsögn skipulagsfulltrúa (v.fyrirspurnar) dags. 18.11.2011 fylgir erindinu. Bókun af fundi skipulagsráðs þann 30.11.2011. fylgir erindinu. Gjald kr. 9.000"
45483 (01.13.550.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN045483,Bárugata 23,Viðbygging,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að byggja viðbyggingu við suðausturhlið einbýlishúss á lóð nr. 23 við Bárugötu. Jafnframt er erindi BN044211 dregið til baka. Stækkun:  43,1 ferm., 125 rúmm. Gjald kr. 9.000 + 11.250"
45441 (01.21.910.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN045441,Borgartún 33,"Breyting 4.hæð - br. lyftu, flóttastigi, innra skipulag",Frestað. Lagfæra skráningartöflu.,"Sótt er um leyfi til að hækka lyftuhús upp á 4. hæð, til að koma fyrir flóttastiga á bakhlið í stað svala og til að breyta innra skipulagi og innrétta mötuneyti á 4. hæð verslunar- og skrifstofuhúss á lóð nr. 33 við Borgartún. Gjald kr. 9.000"
45491 (01.22.010.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN045491,Borgartún 8-16,H1 - Skrifstofur - rými 402 og 501,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að innrétta skrifstofurými fyrir 178 starfsstöðum í bæði lokuðum og opnum skrifstofurýmum og framreiðslueldhús fyrir stafsmenn í rými 0402 og 0501 í höfðatún 2 Höfðatorg H1 á lóð nr. 8-16 við Borgartún. Gjald kr. 9.000
45163 (01.18.310.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN045163,Bókhlöðustígur 2,"Stækkun kjallara, svalir",Synjað. Með vísan til afgreiðslu Umhverfis- og skipulagsráðs frá 23. janúar 2013.,"Sótt er um leyfi til að stækka kjallara til austurs og innrétta í honum eldhús og veitingasal fyrir 40 gesti og veitingaflokk II en á hæðinni og undir risi er íbúð í húsinu sem byggt var 1882 á lóðinni nr. 2 við Bókhlöðustíg. Meðfylgjandi er umsögn Minjasafns Reykjavíkur dags. 26. október 2012 og Húsafriðunarnefndar dags. 29. október 2012 ásamt minnisblaði um brunavarnir frá verkfræðistofunni EFLU dags. 17. desember 2012. Stærðir: 365,4 ferm., 1.055,2 rúmm. Stækkun: 81,2 ferm., 306,2 rúmm. Gjald kr. 8.500 + 26.027"
45484 (01.85.200.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN045484,Brúnaland 2-40 3-21,8 - Byggja yfir svalir,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja yfir svalir, fjarlægja útvegg og gera tröppur niður í garð raðhúss nr, 8 á lóð nr. 2-40 og 3-21 við Brúnaland. Erindi fylgir samþykki meðeigenda í húsi nr. 2-10 dags. í október 2012 og fsp. BN045101. Stækkun 10,4 ferm., 27 rúmm. Gjald kr. 9.000 + 2.430"
45507 (01.46.340.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN045507,Fákafen 11,Breyting á BN045196,Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt.,Sótt er um leyfi til að breyta erindi BN045196 þar sem neyðarútgangur í kjallara 0002 er færður til í húsinu á lóð nr. 11 við Fákafen. Bréf frá hönnuð dags. 6. nóv. 2012 fylgir. Gjald kr. 9.000
45508 (01.46.340.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN045508,Fákafen 11,Breyting á BN045141 ( BN045196),Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt.,Sótt er um leyfi til að breyta erindi BN045141 þar sem neyðarútgangur frá kjallara er færður í húsinu á lóð nr. 11 við Fákafen. Bréf frá hönnuði dags. 6. nóv. 2012 fylgir.  Gjald kr. 9.000
45436 (01.17.303.0),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN045436,Frakkastígur 7,Húðgötunaraðstaða,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til þess að breyta innra fyrirkomulagi og koma fyrir aðstöðu til húðgötunar í núverandi geymslurými húðflúrstofu í kjallara hússins á lóðinni nr. 7 við Frakkastíg. Samþykki meðeigenda dags. 21.01.2013 fylgir erindinu. Gjald kr. 9.000
