nr,url,heimilisfang,tegund,nidurstada,spurning
45722 (00.00.000.0),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN045722,Almannadalur 7,Aðskilið byggingarleyfi - 01-04,Frestað. Milli funda.,"Sótt er um aðskilið byggingarleyfi fyrir hesthús, einingu 0104 sbr. erindi BN036827, á lóð nr. 7 við Almannadal."
45559 (01.85.400.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN045559,Árland 2-8,8 - Stækka forstofu og herbergi,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi fyrir viðbygginu undir áður samþykktu þakskyggni við inngang til stækkunar á forstofu og forstofuherbergi og dyr á sorpgeymslu flyst til þannig að hægt verður að opna hana á austur hlið hússins nr. 8 á lóð nr. 2-8 við Árland. Samþykki meðeigenda lóða ódags. Bréf frá hönnuði dags. 8. mars. 2013 fylgir. Stækkun: 17,1 ferm. og 49,6 rúmm. Gjald kr. 9.000 + 4.464"
45471 (01.18.620.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN045471,Baldursgata 18,Br. rishæð og kjallari,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að breyta skyggni á norðurhlið, dýpka kjallaragólf, breyta innra fyrirkomulagi á annarri og þriðju hæð, fjarlægja glugga og byggja kvisti á þakhæð (3.h.) hússins á lóðinni nr. 18 við Baldursgötu. Umsögn Minjastofnunar Íslands dags. 17. janúar 2013 fylgir erindinu ásamt útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 8. mars 2013.  Erindið var grenndarkynnt frá 31. janúar til  og með 28. febrúar 2013. Efirtaldir aðilar sendu inn ábendingu: Elín R. Sigurðardóttir dags. 1. mars 2013. Stærð: Stækkun, kjallari og kvistir 71,0 rúmm. Gjald kr. 9.000 + 6.390"
45322 (01.18.621.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN045322,Baldursgata 30,Íb.2.hæð-mhl.03,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til þess að breyta atvinnuhúsnæði á annarri hæð í íbúð, koma fyrir svölum á suðurhlið og breyta gluggum á norðurhlið hússins (matshl. 03) á lóðinni nr. 30 við Baldursgötu. Samþykki meðeigenda í matshl. 03 dags. 15.11.2012 og 06.01.2013 (tölvupóstur) fylgir erindinu. Umsögn skipulagsstjóra dags. 28.09.2012 (v. fyrirspurnar) fylgir erindinu ásamt útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 8. mars 2013. Erindið var grenndarkynnt frá 31. janúar til og með 28. febrúar 2013. Engar athugasemdir bárust. Gjald kr. 8.500"
45713 (01.18.632.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN045713,Baldursgata 32,"Breyta í einingarhús, BN045138",Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt.,"Sótt er um leyfi til að breyta byggingaraðferð á nýsamþykktu fjölbýlishúsi, sjá erindi BN045138, var staðsteypt, en verður byggt úr steinsteyptum einingum á lóð nr. 32 við Baldursgötu. Gjald kr. 9.000"
45714 (01.18.632.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN045714,Baldursgata 34,"Breyta í einingarhús, BN045139",Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt.,"Sótt er um leyfi til að breyta byggingaraðferð á nýsamþykktu fjölbýlishúsi, sjá erindi BN045139, var staðsteypt, en verður byggt úr steinsteyptum einingum á lóð nr. 34 við Baldursgötu. Gjald kr. 9.000"
45664 (01.67.302.0),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN045664,Bauganes 31A,Einbýlishús,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja einbýlishús, hæð og ris úr forsteyptum samlokueiningum á lóð nr. 31A við Bauganes. Stærð:  1. hæð 127,1 ferm., 2. hæð 105 ferm. Samtals 232,1 ferm., 743,6 rúmm. Gjald kr. 9.000 + 66.924"
45703 (01.18.030.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN045703,Bergstaðastræti 13,"Áður gerðar breytingar, sjá BN040897",Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um samþykki fyrir breytingum á innra skipulagi og útliti sem orðið hafa á byggingartíma, sjá erindi BN040897.  Á 1. hæð er innréttað íbúðarherbergi og geymslur íbúða á efri hæðum, hurð úr stigahúsi í garð er felld niður, klæðningu breytt úr flísum í múrkerfi og svalahandriðum úr stáli í timbur á fjölbýlishúsi á lóð nr. 13 við Bergstaðastræti. Gjald kr. 9.000"
45660 (01.35.100.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN045660,Brúnavegur 13,"Breytingar - C-álmu, D-álmu og G-álmu sbr. BN045358",Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að breyta áður samþykktu erindi BN045358 þannig að hólfað verður niður geymslusvæði í C álmu kjallara, færa til áður samþykkta fótasnyrtingu, taka niður veggi á milli skrifstofa og síkka glugga á norðurhlið D álmu, innrétta skrifstofur og síkka glugga og lækka jarðvegshæð í G- álmu norðurhliðar hússins á lóð nr.13 við Brúnaveg. Gjald kr. 9.000"
45558 (01.08.910.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN045558,Fiskislóð 11-13,Reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki á reyndarteikningum sbr. BN038305 vegna lokaúttektar sem stendur yfir í húsnæðinu á lóð nr. 11-13 við Fiskislóð. Gjald kr. 9.000
