nr,url,heimilisfang,tegund,nidurstada,spurning
43676 (01.13.650.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043676,Aðalstræti 6,breyting inni 1. og 8. hæð,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilið samþykki heilbrigðiseftirlits. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi.    Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um breytt fyrirkomulag í kjallara, geymslum fækkað í bakhúsi, gangur fyrir framan lyftu í kjallara breytist, tengigangur og svalir á 8. hæð verða séreign í húsi á lóð nr. 6 við Aðalstræti. Gjald 8.000"
43677 (01.13.650.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043677,Aðalstræti 8,breyting inni,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi.     Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að breyta eignarhaldi á rými 0011 úr sameign allra í séreign með kvöð um aðgengi allra vegna grindar fyrir snjóbræðslukerfi sem staðsett er í rýminu í kjallara húss á lóð nr. 8 við Aðalstræti. Gjald kr. 8.000
43742 (01.63.050.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043742,Aragata 15,bílgeymsla,Frestað. Málinu vísað til skipulagsstjóra til ákvörðunar um grendarkynningu. Vísað til uppdráttar nr. 1.01 og 1.02. dags. 8. apríl 2011.,"Sótt er um leyfi til að byggja staðsteyptan bílskúr með timburþaki í stað bílskúrs úr timbri, sem gefin var heimild til að rífa skv. BN042132 dags.  12.10. 2010 á lóð nr. 15 við Aragötu. Stærðir: 32 ferm., 92,8 rúmm. Niðurrif sbr. BN042132, 24,5 ferm., 61,2 rúmm. Gjald kr. 8.000 + 7.424"
43781 (01.11.980.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043781,Austurbakki 2,Gámur fyrir reiðhjólastæði,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010.,Sótt er um stöðuleyfi til eins árs fyrir færanlegan 20 feta reiðhjólageymslugám á Geirsgötuplani rétt við kolaportsinngang á lóð nr. 2 við Austurbakka. Gjöld kr. 0
43738 (04.60.350.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043738,Álfab. 12-16/Þönglab.,Þönglabakki 1-6 - reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki á reyndarteikningum vegna lokaúttektar af innréttingum í læknastofum á 3. hæð í Þönglabakka 1, mhl. 01, og á 3. hæð í Þönglabakka 6, mhl. 07, í framangreindum húsum sem tengd eru saman með brú á lóðinni Álfabakki 12/16 - Þönglabakki1/6. Gjald kr 8.000"
43757 (01.29.200.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043757,Ármúli 16,Reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki á reyndarteikningum vegna lokaúttektar á húsnæðinu á lóð nr. 16 við Ármúla. Bréf frá eiganda dags. 24. okt. 2011. Gjald kr. 8.000
43735 (01.26.410.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043735,Ármúli 21,br. úr flokki 1 í flokk 2,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um að breyta veitingasölu í rými 0102 úr flokki I í flokk II, á 1. hæð í húsi á lóð nr. 21 við Ármúla. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 28. október 2011 fylgir erindinu. Fylgiskjal er grunnmynd samþykkt 17.2. 2011. Gjald kr. 8.000"
43662 (01.17.010.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043662,Bankastræti 2,útiveitingar,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010.,Sótt er um leyfi fyrir borðum og stólum til útiveitinga á vegum veitingahússins Lækjarbrekku í garðrými á lóð nr. 2 við Bankastræti. Gjald kr. 8.000
43776 (01.35.710.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043776,Efstasund 37,reyndarteikn,Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt.,Sótt er um samþykki á reyndarteikningum vegna eignaskiptasamnings á fjölbýlishúsinu á lóð nr. 37 við Efstasund. Gjald kr. 8.000
43764 (02.85.470.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043764,Frostafold 133A,Tjörudúkur og asfalt á bílgeymslu,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að setja tjörudúk og 50 mm asfaltslag ofan á þak bílageymslu á lóð nr. 133A við Frostafold.  Afgr. fyrirspurn BN043409 dags. 16. ágúst 2011 sem fjallar um burðarþol og hvað þungir bílar mega leggja á þakplaninu. Gjald kr. 8.000
