nr,url,heimilisfang,tegund,nidurstada,spurning
43295 (04.68.100.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043295,Asparfell 2-12,nr. 10-12 breyting á rými 0102,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta rými 0102 í leikskóla og tengja með hurð núverandi leikskóla í rými 0101 í Asparfelli 10, sbr. fyrirspurn BN042809, á 1. hæð fjölbýlishúss á lóð nr. 12 við Asparfell. Gjald kr. 8.000"
43288 (01.14.040.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043288,Austurstræti 6,reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki á reyndarteikningum vegna lokaúttektar og breytingum þar sem sett er lyftuhús sem fer 105 cm upp fyrir þak og aðrar breytingar á húsinu á lóð nr. 6 við Austurstræti. Sbr. BN042438. Stækkun: 1,5 rúmm.  Gjald kr. 8.000 + 120"
43213 (01.18.610.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043213,Baldursgata 10,svalapallur,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að byggja svalapall úr timbri á suðurhlið hússins á lóð nr. 10 við Baldursgötu. Meðfylgjandi er samþykki nágranna á Urðarstíg 3 og Nönnugötu 4 Gjald kr. 8.000
43405 (01.18.401.0),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043405,Bergstaðastræti 16,breytingar,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til breytinga á innréttingum á 1., 2. og 3. hæð og að fella niður útitröppur sbr. nýsamþykkt erindi BN043078 við einbýlishús á lóð nr. 16 við Bergstaðastræti. Gjald kr. 8.000"
43426 (01.71.120.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043426,Bogahlíð 7-9,bílastæði á lóð,Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt.,"Sótt er um leyfi fyrir 6 bílastæðum á lóð, en þannig hafa þau verið árum saman við fjölbýlishús á lóð nr. 7-9 við Bogahlíð. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 26. ágúst 2011 fylgir erindinu Gjald kr. 8.000"
43466 (01.23.000.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043466,Borgartún 26,breytingar á rými 0502,Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt.,Sótt er um leyfi til breytinga á innra fyrirkomulagi suðurhluta rými 0502 á  5. hæðar í verslunar- og skrifstofuhúsinu nr. 26 við Borgartún. Gjald kr. 8.000
43212 (05.13.560.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043212,Gvendargeisli 118-126,nr. 122 stækkun 2. hæð,Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt.,"Sótt er er um að stækka mhl. 03  með því að lengja 2. hæð fram yfir loftrými til að útbúa geymslu og bókahol í raðhúsinu nr. 122 við Gvendargeisla.  Samþykki meðeigenda fylgir á teikningu, ódags. Stækkun: 20.1 ferm. Gjald kr. 8.000"
43462 (04.68.470.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043462,Gyðufell 2-16,14 - forsteyptir veggir,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að setja forsteypta veggi, niðurgrafna að hluta, við  norðausturhorn fjölbýlishúss á lóð nr. 35 við Torfufell og við suðurhlið fjölbýlishúss á lóð nr. 14 við Gyðufell. Meðfylgjandi er ósk um samþykki eigenda sem umsækjandi túlkar sem samþykki dags. 28.7. 2011 Gjald kr. 8.000"
43461 (04.68.470.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043461,Gyðufell 2-16,16 - forsteyptir veggir,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að flytja forsteypta veggi frá enda Torfufells og staðsetja þá og grafa niður að hluta við suðurhlið fjölbýlishúss á lóð nr. 16 við Gyðufell. Samþykki fylgir með. Gjald kr. 8.000
43444 (01.23.530.2 03),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043444,Hátún 6B,"snyrtistofa í rými 0101, mhl 03",Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að innrétta snyrtistofu í rými 0101 í mhl. 03 í verslunarhúsinu á lóð nr. 6B við Hátún. Gjald kr. 8.000
