nr,url,heimilisfang,tegund,nidurstada,spurning
43344 (01.14.030.8),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043344,Austurstræti 17,hurð milli húsa,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að setja hurð af 2. hæð Austurstrætis yfir í stigagang  Lækjartorg 1 í húsnæðinu á lóð nr. 17 við Austurstræti. Umsögn burðarvirkishönnuðar dags. 9. ágúst 2011 fylgir málinu. Gjald kr. 8.000
43370 (01.19.210.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043370,Barónsstígur 32,færanleg kennslustofa,Frestað. Með vísan til umsagnar skipulagsstjóra frá 12. ágúst 2011 verður að breyta deiliskipulagi vegna umsóknarinnar og skal umsækjandi sækja um það til skipulagsstjóra.,Sótt er um leyfi til að flytja kennslustofu frá Selásskóla og nýta sem viðbót við frístundaheimili á lóð Austurbæjarskóla nr. 32 við Barónsstíg. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 12. ágúst 2011 fylgir erindinu fylgir erindinu. Gjald kr. 8.000
43405 (01.18.401.0),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043405,Bergstaðastræti 16,breyting á grunnmyndum,Frestað. Lagfæra skráningartöflu.,"Sótt er um leyfi til breytinga á innréttingum á 1., 2. og 3. hæð og að fella niður útitröppur sbr. nýsamþykkt erindi BN043078 við einbýlishús á lóð nr. 16 við Bergstaðastræti. Gjald kr. 8.000"
43411 (01.52.140.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043411,Boðagrandi 9,færanleg kennslustofa,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að koma fyrir færanlegri leikstofu, K-21B sem áður stóð við Norðlingaskóla, við leikskólann Grandaborg á lóð nr. 9 við Boðagranda. Stærð:  62,7 ferm., 210,9 rúmm. Gjald kr. 8.000 + 16.872"
43414 (01.13.653.6),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043414,Brattagata 3A,endurnýjun á BN039178,Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt.,"Sótt er um endurnýjun á erindi BN025563, samþykkt 8. október 2002 og endurnýjað 27. apríl 2010,  þar sem veitt var leyfi til að breyta vinnuskúr í sérgeymslur, stækka kvisti á norðurþekju, byggja svalir og nýjan kvist á suðurþekju og innrétta nýja íbúð á þakhæð hússins á lóð nr. 3A við Bröttugötu. Þessi skjöl fylgdu fyrra máli, brunatæknileg úttekt VSI dags. 28. júní 2002 . Umsögn Árbæjarsafns dags. 8. júlí 2002 og umsögn Húsafriðunarnefndar ríkisins dags. 8. júlí 2002 . Virðingargjörð dags. 1. nóvember 1941. Skoðunarskýrsla byggingarfulltrúa dags. 20. ágúst 2002. Stærð: Stækkun kvistir 3,6 ferm., 13,5 rúmm. Gjöld kr. 8.000 + 1.080"
43214 (04.36.160.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043214,Brekkubær 32-44,nr. 40 viðbygging undir svalir,Frestað. Lagfæra skráningartöflu.,"Sótt er um leyfi til að byggja garðstofu úr timbri undir og framundan svölum raðhúss nr. 40 á lóð nr. 32-42 við Brekkubæ. Samþykki meðeigenda fylgir ódags.  Stærðir 15,8 ferm., 43 rúmm. Gjald kr. 8.000 + 3.440"
43419 (01.13.700.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043419,Bræðraborgarstígur 23,fjarlægja skúr og byggja nýjan,Frestað. Málinu vísað til umsagnar skipulagsstjóra.,"Sótt er um leyfi til að rífa gamlan skúr og byggja bílskúr úr timbri á steyptum undirstöðum með bárujárnsþaki á lóð nr. 23 við Bræðraborgarstíg. Niðurrif:  xx ferm., xx rúmm. Bílskúr: 40,5 ferm., 121,5 rúmm. Gjald kr. 8.000 + 9.720"
43420 (01.13.700.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043420,Bræðraborgarstígur 23A,hjólageymsla og sólskáli,Frestað. Málinu vísað til umsagnar skipulagsstjóra.,"Sótt er um leyfi byggja hjólageymslu og sólskála úr timbri og gleri með bárujárnsþaki á steyptum undirstöðum með hellulögðu gólfi við einbýlishúsið á lóð nr. 23A við Bræðraborgarstíg. Stærðir: 18 ferm., 43 rúmm. Gjald kr. 8.000 + 3.440"
43294 (01.19.410.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043294,Eiríksgata 5,"útgangur, rampi, verönd",Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilið samþykki heilbrigðiseftirlits.  Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að setja nýja hurð og skábraut sem fer út á nýja verönd sem verður í garði og að girða af umræddan garð milli  álma geðdeildar LSH við Hringbraut á lóð nr. 5 við Eiríksgötu. Gjald kr. 8.000
43303 (02.45.610.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043303,Fossaleynir 1,breyting inni,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst fyrir útgáfu á byggingarleyfi. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að sameina matshluta 01 og 03, innrétta keiluhöll á 1. hæð kvikmyndahúss, endurútgefa heildarteikningar, leggja fram nýja skráningartöflu ásamt ýmsum smærri breytingum á Egilshöll á lóð nr. 1 við Fossaleyni. Gjald kr. 8.000"
43296 (02.86.160.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043296,Funafold 97,breyta innra og útlit fyrirkomulagi,Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt.,"Sótt er um leyfi til að breyta innra fyrirkomulagi , eldhús og borðstofa sameinuð, forstofa stækkuð og að breyta útliti þar sem komið er fyrir nýrri útihurð og breyta gluggum á einbýlishúsinu á lóð nr. 97 við Funafold.  Umsögn burðarvirkishönnuðar ódags. fylgir. Gjald kr. 8.000"
42967 (01.47.300.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN042967,Gnoðarvogur 84,glerskáli - breyting,Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt.,Sótt er um leyfi fyrir breyttum garðskála í kjallara þar sem svalir á 1. hæð verða ekki stækkaðar sbr. erindi BN041954 dags. 5.10. 2010 við hús á lóð nr. 84 við Gnoðarvog. Meðfylgjandi er samþykki meðeigenda á teikn. og umboð. Gjald kr. 8.000
43401 (01.54.140.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043401,Grenimelur 5,samþykkja íbúð,Synjað. Með vísan til fyrri afgreiðslna málsins.,Sótt er um leyfi til að fá samþykkta íbúð í kjallara fjölbýlishúss á lóð nr. 5 við Grenimel. Gjald kr. 8.000
43259 (01.46.000.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043259,Grensásvegur 1,breytingar inni og úti,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að breyta fyrirkomulagi skrifstofa, starfsmannaaðstöðu í mhl. 03 á 1. hæð, breyta hurða- og gluggaeiningum fyrir aðalinngang og að koma fyrir verönd og sorptunnuskýli við húsið á lóð nr. 1 við Grensásveg. Jafnframt er erindi BBN043316 dregið til baka. Útskrift úr gerðabók skipulagsfulltrúa dags. 8. júlí 2011 og samþykki nágranna, meðeiganda á lóð, O.R. fylgir. Gjald kr. 8.000"
43424 (05.11.410.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043424,Haukdælabraut 100,smá breytingar,Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt.,"Sótt er um leyfi til að breyta nýsamþykktu erindi BN043046, hækka þakkant um 16 cm, færa þakniðurfall og bæta við stoðvegg að lóð og á hluta lóðamarka í austur að borgarlandi við einbýlishús á lóð nr. 100 við Haukdælabraut. Gjald kr. 8.000"
43436 (04.67.440.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043436,Hólaberg 84,"takm. byggingarleyfi, jarðvinna og kjallari",Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi. Vegna útgáfu á takmörkuðu byggingarleyfi skal umsækjandi hafa samband við yfirverkfræðing embættis byggingarfulltrúa.,"Sótt er um takmarkað byggingarleyfi fyrir jarðvinnu, aðstöðusköpun og uppsteypu á sökklum á lóðinni nr. 84 við Hólaberg sbr. erindi BN042713."
43410 (01.17.000.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043410,Ingólfsstræti 2A,endurnýjun á BN034663,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um endurnýjun á byggingarleyfi sbr. erindi BN034663 samþykkt 19. september 2006, lokaúttekt fór ekki fram þá en er fyrirhuguð núna á húsnæði Íslensku óperunnar á lóð nr. 2A við Ingólfsstræti. Gjald kr. 8.000"
43412 (01.36.300.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN043412,Kirkjuteigur 24,færanleg leikstofa,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að koma fyrir færanlegri leikstofu og tengigangi, H-3B og TL-4 sem áður stóðu við Sæmundarskóla og Norðlingaskóla, á lóð leikskólans Hofs á lóð nr. 24 við Kirkjuteig. Stærð:  123,9 ferm., 430,1 rúmm. Gjald kr. 8.000 + 34.408"
