nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
36829 (01.14.050.3),BN036829,Austurstræti 20,br. innanhúss,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir breytingum á innra skipulagi þannig að áður Ömmukaffi og veitingastaðurinn Hressingaskálinn verða sameinuð í eina einingu með því að opna á milli eininga og breyta áður eldhúsi Ömmukaffis í bar á lóðinni nr. 20 við Austurstræti.  Gjald kr. 6.800
37597 (04.73.110.1),BN037597,Árvað 3,Takmarkað byggingarleyfi,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi. Vegna útgáfu á takmörkuðu byggingarleyfi skal umsækjandi hafa samband við yfirverkfræðing embættis byggingarfulltrúa.,"Ofanritaður sækir um takmarkað byggingarleyfi fyrir greftri, fyllingu og aðstöðugerð á lóðinni nr. 3 við Árvað."
37393 (04.05.640.1),BN037393,Bíldshöfði 7,"mötuneyti,starfsmannaaðstaða, smurstöð",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að byggja mötuneyti, starfsmannaaðstöðu og smurstöð á lóð nr. 7 við Bíldshöfða sem viðbygging við matshl. 11.  Meðfylgjandi tölvupóstur frá arkitekt dags. 13.12.2007  Stækkun: Kjallari 47 ferm., 1. hæð 309,9 ferm., 2. hæð 207,9 ferm.  Samtals 564,8 ferm., 2285 rúmm.  Gjald kr. 6.800 + 155.380"
37576 (01.22.010.7),BN037576,Borgartún 8-16,5.áfangi - bygging H2,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsstjóra.,"Sótt er um leyfi til að byggja 9 hæða skrifstofubygginga með gler tengibyggingu upp að H1 sem er 19 hæða skrifstofubyggingu, auk 3. þriggja hæða niður frá jarðhæð þar er m.a. fjögurra sala kvikmyndahús með tilheyrandi tæknirýmum byggingin er nefnd H2 á teikningum og er 5. áfangi í Höfðatorgi sem er á lóð nr. 8-16 við Borgartún.  Meðfylgandi er Br....... dags. xxxxxx   Stærðir: -3 hæð xxx ferm., xx rúmm., -2 hæð xx ferm., xx rúmm., -1 hæð xx ferm. xx rúmm., 0 hæð xx ferm., xx rúmm. 1. hæð xx ferm. xx rúmm. 2. hæð xx ferm., xx rúmm. 3. hæð xx ferm., xx rúmm., 4. hæð xx ferm., xx rúmm., 5. hæð xx ferm., xx rúmm. 6. hæð xxferm., xx rúmm., 7. hæð xx ferm., xx rúmm., 8. hæð xx ferm., xx rúmm., 9. hæð xx ferm., xx rúmm. Samtals xx ferm xxx rúmm.  Gjald kr. 7.300 + xxx"
37566 (01.35.100.1),BN037566,Brúnavegur 13,Stækka E-álmu,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að stækka setustofu og borðstofu á 1. og 2. hæð E álmu , saga niður veggi og opna fram á gang. Í miðkjarna á 1., 2. og 3. hæð er einnig sótt um að opna setustofu fram á gang. Á 1. hæð í setustofu er sett ný hurð út í garðinn samhliða þessum breytingum.  Gjald kr. 7.300"
37282 (04.79.180.6),BN037282,Búðavað 21-23,parhús,Frestað. Vísað til athugasemda á umsóknarblaði. Skipulagsferli ólokið.,"Sótt er um leyfi til að byggja tvílyft steinsteypt parhús, múrhúðað og að hluta  harðviðarklætt, með innbyggðum bílgeymslum á lóðinni nr. 21-23 við Búðavað.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 18. janúar 2008 fylgir erindinu.  Stærðir (einn Mhl):  1. hæð  íbúðir 186,8 ferm, bílgeymslur 56,4 ferm., 2. hæð íbúðir 242,4 ferm.  Samtals 499,4 ferm., 1864,2 rúmm.  Gjald kr. 6.800 + 126.766"
37572 (01.47.040.6),BN037572,Eikjuvogur 28,Reyndarteikn.v/eignaskiptalýsingar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir áður gerðum breytingum á innra skipulagi vegna eignaskipta í fjölbýlishúsinu á lóðinni nr. 28 við Eikjuvog.  Gjald kr. 7.300
37571 (01.55.301.5),BN037571,Fálkagata 28,nr. 28b breyting: þvottaaðst. í baðherb.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Enda í fullu samræmi við fyrri samþykkt.,Sótt er um leyfi til að útbúa þvottaaðstöðu á baðherbergi í einbýlishúsinu nr. 28B á lóðinni nr. 28 við Fálkagötu.  Gjald kr. 7.300
37547 (10.89.104),BN037547,Fiskislóð 29A,dreifistöð,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,"Sótt er um leyfi til að byggja dreifistöð OR úr steinsteypu á lóð nr. 29A við Fiskislóð.  Stærðir: 15,3 ferm., 55,1 rúmm.  Gjald kr. 7.300 + 4.220"
37610 (01.08.910.1),BN037610,Fiskislóð 31,takmarkað byggingarleyfi,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi. Vegna útgáfu á takmörkuðu byggingarleyfi skal umsækjandi hafa samband við yfirverkfræðing embættis byggingarfulltrúa.,"Ofanritaður sækir um takmarkað byggingarleyfi fyrir, greftri, fyllingu, aðstöðugerð á lóðinni nr. 31 við Fiskislóð."
