nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
39195 (01.13.650.2),BN039195,Aðalstræti 6,takmarkað byggingaleyfi,Frestað. Vantar samþykki eins meðeiganda.,"Sótt er um takmarkað byggingarleyfi til undirbúnings  breytinga á hluta verslunar og skrifstofuhúsanna í hótel á lóðum nr 6 og 8 við Aðalstræti.  Erindi fylgja bréf hönnuðar dags. 11. nóvember 2008, fundargerð dags. 10. nóvember 2008, samkomulag milli Arkís fasteignir efh. og  Landic Ísland ehf. dags. 17. október 2008, yfirlýsing um leigusamning dags. 11. nóvember 2008, samþykki um tengingu milli fasteigna að Aðalstræti 4, 6 og 8 dags. 7. nóvember 2008, umboð frá TM til Landic Properties dags. 12. nóvember 2008 og yfirlýsing eiganda Miðbæjarhótel/Centerhotels dags. 11. nóvember 2008.  Gjald kr. 7.300"
39194 (01.13.650.2),BN039194,Aðalstræti 6,"rífa rými 0104, lækkun gólfs",Frestað. Vantar samþykki eins meðeiganda.,"Sótt er um leyfi til að rífa ""Héðinshús"", eignarhluta sem merktur er 0104 á baklóð og til að lækka jarðveg þar undir til samræmis við aðliggjandi rými hótelsins á lóð nr. 6 við Aðalstræti.  Erindi fylgja bréf hönnuðar dags. 11. nóvember 2008, fundargerð dags. 10. nóvember 2008, samkomulag milli Arkís fasteignir efh. og  Landic Ísland ehf. dags. 17. október 2008, yfirlýsing um leigusamning dags. 11. nóvember 2008, samþykki um tengingu milli fasteigna að Aðalstræti 4, 6 og 8 dags. 7. nóvember 2008, umboð frá TM til Landic Properties dags. 12. nóvember 2008 og yfirlýsing eiganda Miðbæjarhótel/Centerhotels og yfirlýsing ANS ehf. vegna undirbúningsframkvæmda dags. 11. nóvember 2008.  Niðurrif 0104 186,7 ferm., og 452,7 rúmm.  Gjald kr. 7.300"
38981 (01.11.980.1),BN038981,Austurbakki 2,br. á spennistöð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um breytingu á spennistöð við austurhlið tónlistar- og ráðstefnuhússins (sbr. erindi BN37260 og breytingu BN37608) að neðanjarðar bílahúsi á lóð nr. 2 við Austurbakka.  Bréf hönnuðar dags. 22. sept. 2008, minnisblað varðandi útblástur frá varaaflstöð dags. 5. des. 2007 og tölvupóstur Umhverfissviðs Reykjavíkur frá 7. des. 2007 fylgja erindinu.  Stærð: Spennistöð (matshluti 03) neðri kjallari 134,6 ferm., kjallari 294,4 ferm., samtals 429 ferm., 1715,2 rúmm.  Gjald kr. 7300 + 125.209"
39036 (04.60.280.1),BN039036,Álfabakki 7,endurnýjun eldsneytisbirgðageyma og br. í kjallara,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að endurnýja eldsneytisbirgðageyma og til að innrétta kjallara sem geymslur og starfsmannaaðstöðu í bensínstöð á lóð nr. 7 við Álfabakka.  Gjald kr. 7.300
38630 (01.26.120.1),BN038630,Ármúli 3,skilti,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Enda er ekki um neina tegund af flettiskiltum að ræða.,"Sótt er um leyfi til að koma fyrir ID skilti á lóð  Ármúla  3  Skiltið verður á horni Ármúla og Hallarmúla. Einnig er sótt um að endurnýja skilti á húsinu.  Stærðir ID  12 ferm. Önnur skilti 64,2 samtals á lóð 76,2 ferm.  Umsögn gatna- og eignaumsýslu og Umhverfis- og samgöngusviðs dags. 12. nóvember 2008 fylgja erindinu.  Gjald kr 7.300"
38871 (01.17.000.8),BN038871,Bankastræti 5,breyting á eldhólfum,Frestað. Enn er vísað til athugasemda eldvarnaeftirlits.,Sótt er um leyfi til að breyta eldhólfum milli hæða og breytingum á flóttaleiðum í verslunar- og skrifstofuhúsinu á lóðinni nr. 5 við Bankastræti.  Gjald 7.300
39181 (01.15.441.2),BN039181,Barónsstígur 5,"breyting, geymsla",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi.,Sótt er um leyfi til að færa geymslu 0103 og færð er inn á afstöðumynd gildandi umferðarkvöð á lóð fjölbýlishússins á lóð nr. 5 við Barónsstíg.  Erindi fylgir samþykki eigenda áritað á uppdrátt dags. 11. nóvember 2008.  Gjald kr. 7.300
38703 (01.71.301.6),BN038703,Blönduhlíð 23,br inni og úti á rishæð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir breytingum, innan sem utan, á risíbúð í íbúðarhúsi á lóð nr. 23 við Blönduhlíð.  Meðfylgjandi er samþykki meðeigenda 6.3. 2008 og staðfesting burðarvirkjahönnuðar dags. 3.11. 2008  Stækkun xx  Gjald kr. 7.300 + xxx"
39178 (01.13.653.6),BN039178,Brattagata 3A,"breyting inni, kvistir brunav. og fl. endurn.byggl. 025563",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um endurnýjun á byggingarleyfi frá 11.10.2002 sbr. erindi BN025563 samþykkt 8.10. 2002 um að fá leyfi til að breyta vinnuskúr í sérgeymslur, stækka kvisti á norðurþekju, byggja svalir og nýjan kvist á suðurþekju og innrétta nýja íbúð á þakhæð hússins á lóð nr. 3A við Bröttugötu.  Þessi skjöl fylgdu fyrra máli, brunatæknileg úttekt VSI dags. 28. júní 2002 . Umsögn Árbæjarsafns dags. 8. júlí 2002 og umsögn Húsafriðunarnefndar ríkisins dags. 8. júlí 2002 . Virðingargjörð dags. 1. nóvember 1941.  Skoðunarskýrsla byggingarfulltrúa dags. 20. ágúst 2002.  Stærð: Stækkun kvistir 3,6 ferm., 13,5 rúmm.  Gjöld kr. 7.300 +986"
39091 (04.76.530.7),BN039091,B-Tröð 7,stækkun,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að stækka hesthús í Víðidal með því að lyfta hluta af þaki hússins á lóð nr.7 við B-Tröð.  Samþykki meðeiganda húss fylgir dags. 21.okt 2008  Stækkun: 73,5 ferm og 313,6 rúmm.  Gjöld kr. 7.300 + 22.893"
39101 (02.57.600.1),BN039101,Bæjarflöt 1-3,breyting í atvinnueldhús,Frestað. Vísað til athugasemda eldvarnaeftirlits.,"Sótt er um leyfi til að breyta  59 ferm. rými, sem samþykkt er sem skrifstofa á 2. hæð, í veitingaeldhús í atvinnuhúsi á lóð nr. 1 við Bæjarflöt  Erindi fylgir fyrirspurn BN038964, sem var svarað jákvætt 30. sept. 2008.  Samþykki fyrir breytingum frá eigendum dags. 15.okt. 2008 .  Gjald kr. 7.300"
39159 (04.76.540.3),BN039159,C-Tröð 3,kaffistofa ofan á hús,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að stækka hesthús í Víðidal með því að lyfta hluta af þaki hússins á lóð nr.3 við C-Tröð.  Stækkun: 135,1 ferm og 435 rúmm.  Gjöld kr. 7.300 + 31.755"
39185 (00.00.000.0 02),BN039185,Engjavegur 6,br.inni 2h.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta núverandi skrifstofum og fundaherbergi í endurhæfingarstöð með meðferðarrými og tækjarsal á 2. hæð í húsi á lóð nr. 6 við Engjaveg.  Gjald kr. 7.300
39186 (01.70.580.1),BN039186,Eskihlíð 24-26,breytingar BN038520,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi.,Sótt er um leyfi til að breyta þaki áður samþykktrar sólstofu sbr. erindi BN038520 dags. 8. júlí 2008 í fjölbýlishúsinu á lóð nr. 24 - 26 við Eskihlíð.  Gjald kr 7.300
38305 (01.08.910.3),BN038305,Fiskislóð 11-13,"milligólf, flóttastigi",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa. Fyrir útgáfu á byggingarleyfi skal þinglýst yfirlýsingu þess efnis að samþykktin gildi fyrir núverandi notkun hússins sem geymsluhúsnæði. Verði núverandi notkun breytt ber að sækja um byggingarleyfi fyrir breyttri notkun sem verði innan marka ákvæða deiliskipulags um nýtingarhlutfall.,"Sótt er um leyfi til að byggja flóttastiga, skyggni yfir inngang, milligólf yfir anddyri og afgreiðslu 1. hæðar og  til að innrétta með geymslueiningum og tilheyrandi millipöllum og stigum nýsamþykkt, BN035034 dags. 12. desember 2006, atvinnuhús á lóðinni nr. 11-13 við Fiskislóð.  Meðfylgjandi er brunahönnun frá EFLA dags. 10. nóvember 2008, yfirlýsing burðarvirkishönnuðar dags. 3. apríl 2008 og tölvupóstur frá FMR dags. 3. apríl 2008.   Stækkun 131,3 ferm.  Gjald kr. 7.300 + 7.300"
39176 (01.66.--9.9),BN039176,Flugvöllur 106748,"Flugturn klæðning, gluggar og.fl.",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að endurnýja glugga í elsta hluta Flugturnsins  með trégluggum með veðurvörn úr áli og klára að klæða utan með hvítri sléttri steniklæðningu á álgrind í Flugturninum á Reykjavíkurflugvelli.  Gjald kr. 7.300
39193 (01.44.420.5),BN039193,Gnoðarvogur 64,br v/ eignaskiptas.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir minni háttar breytingum á skráningarnúmerum vegna gerðar eignaskiptayfirlýsingar  í fjölbýlishúsinu á lóð nr. 64 við Gnoðarvog.  Gjald kr. 7.300
39174 (01.19.010.9),BN039174,Grettisgata 54,þakgluggi og samþykkja íbúð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að koma fyrir þakglugga yfir stiga, fyrir breyttu fyrirkomulagi innan húss og að fá samþykkta ""ósamþykkta"" íbúð í risi fjölbýlishússins á lóð nr. 54 við Grettisgötu.  Erindi fylgir skoðunarskýrsla Byggingarfulltrúa dags. 20 febrúar 2008.  Gjald kr. 7.300"
39184 (05.13.360.1),BN039184,Gvendargeisli 13,br inni,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að breyta innanhús með því að setja vask í leikstofu, hurð í listasmiðju, vegg í hvíldarherbergi og flytja til leikfangageymslu í leikskóla á lóð nr. 13 við Gvendargeisla.  Gjald kr. 7.300"
39109 (01.17.120.8),BN039109,Hallveigarstígur 1,breyting á inngangi,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að breyta inngangi í verslun á 1. hæð sbr. nýsamþykkt erindi BN038899 dags. 14.10.2008, en inngangur verður eingöngu á suðurhlið , en útgangur á vesturhlið í húsi á lóð nr. 1 við Hallveigarstíg.  Gjald kr. 7.300"
39152 (97.00.311.0 04),BN039152,Hamar úr Úlfarsfellsl 125515,niðurrif  mhl 04,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að rífa og fjarlægja svínahús úr steinsteypu og timbri á lóð Hamars í Úlfarsfellslandi.  Stærð niðurrifs: fastanúmer 208-4971 mhl. 04 merkt 0101 svínahús 693,7 ferm., 1.236 rúmm.  Gjald kr. 7.300"
39150 (97.00.311.0),BN039150,Hamar úr Úlfarsfellsl 125515,niðurrif mhl.05,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að rífa og fjarlægja svínahús úr steinsteypu og timbri á lóð Hamars úr Úlfarsfellslandi.  Stærð niðurrifs: fastanúmer 208-4972 mhl. 05 merkt 0101, svínahús 818,1 ferm., 2.410 rúmm.  Gjald kr. 7.300"
39151 (97.00.311.0),BN039151,Hamar úr Úlfarsfellsl 125515,"niðurrif mhl 01,03",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að rífa og fjarlægja íbúðarhús og bílskúr úr steinsteypu og timbri á lóð Hamars í Úlfarsfellslandi.  Stærð niðurrifs: fastanúmer 208-4968 mhl. 01 merkt 0101 íbúðarhús 163,7 ferm., 505 rúmm., og fastanúmer 208-4970 mhl. 03 merkt 0101 bílskúr 72,5 ferm., 217,5 rúmm.  Samtals niðurrif 236,2 ferm.,  Gjald kr. 7.300"
39096 (01.23.400.2),BN039096,Hátún 14,"viðbygging, áhaldageymsla bogfimivöllur",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að reisa áhaldageymslu og 60 m bogfimivöll með fjögurra metra hárri öryggisgirðingu við enda vallar og 170 cm á hliðum á lóð nr. 14 við Hátún.  Meðfylgjandi er bréf frá arkitekt dags. 4. nóvember 2008 með vísan í erlendar reglur.  Stærð:  17,6 ferm., 45,7 rúmm.  Gjöld kr. 7.300 + 3.336"
