nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
38670 (01.29.010.1),BN038670,Ármúli 10,breytingar innanhúss neyðarstigi,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir innanhúss breytingum á 2. hæð og neyðarstiga í húsi á lóð nr. 10 við Ármúla.  Meðfylgjandi er úttekt á brunahönnun.  Gjald kr. 7.300
38690 (01.71.011.1),BN038690,Barmahlíð 54,stigi niður frá svölum,Frestað. Vísað til er til bókunar skipulagsstjóra frá 31. júlí 2008.,"Sótt er um leyfi fyrir tröppum úr timbri af svölum íbúðar 0101, mhl. 01 í fjölbýlishúsi á lóð nr. 54 við Barmahlíð.  Meðfylgjandi er undirritað samþykki sumra íbúa nærliggjandi húsa.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 31. júlí 2008 fylgir erindinu.  Gjald kr. 7.300"
38552 (01.67.302.0),BN038552,Bauganes 31A,br á byggingarefni,Frestað. Leiðrétta skráningartöflu.,"Sótt er um leyfi til breytinga á innra skipulagi og til að breyta byggingaraðferð og efni úr einingum í staðsteypt á nýsamþykktu, BN038286, einbýlishúsi á lóð nr. 31A við Bauganes.  Hús var 231,2 ferm. og 722,0 rúmm., verður 227 ferm. og 715,8 rúmm.  Minnkun 4,1 ferm., 6,8 rúmm.  Gjald kr. 7.300"
38739 (01.19.021.8),BN038739,Bergþórugata 19,v/eignaskiptas.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um samþykki fyrir reyndarteikningum v/eignaskiptasamnings í fjölbýlishúsinu á lóð nr. 19 við Bergþórugötu.  Gjald kr. 7.300
38493 (01.21.810.3),BN038493,Borgartún 29,innréttaður veitingastaður,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að innrétta veitingastað á fyrstu hæð í atvinnuhúsi á lóð nr. 29 við Borgartún.  Gjald kr. 7.300
38619 (01.45.412.1),BN038619,Dugguvogur 21,ofanábygging,Frestað. Með vísan til umsagnar skipulagsstjóra frá 31. júlí 2008.,"Sótt er um leyfi til að byggja rishæð, sbr. erindi nr. 186/73 samþykkt 30. maí 1973 og teikn. samþykkt  12. feb.1953, og gera tvær íbúðir og vinnustofur listamanna í húsi á lóð nr. 21 við Dugguvog.  Erindi fylgir útskrift úr gerðbók embættisafgreiðslufundar skipulagsstjóra frá 31. júlí 2008 ásamt umsögn skipulagsstjóra dags. 25. júlí 2008.  Stækkun: 352,7 ferm., 969,9 rúmm.  Gjald kr. 7.300 + 70.803"
38053 (04.68.300.9),BN038053,Eddufell 2-8,veitingastaður,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að breyta notkun og innrétta veitingastað í verslunarhúsi á lóð nr. 2-4-6 við Eddufell.  Meðfylgjandi er afrit af húsaleigusamningi, sömuleiðis samþykki meðeigenda.  Gjald kr. 7.300 + 7.300"
38749 (01.08.920.3),BN038749,Fiskislóð 27,takmarkað byggingarleyfi,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi. Vegna útgáfu á takmörkuðu byggingarleyfi skal umsækjandi hafa samband við yfirverkfræðing embættis byggingarfulltrúa.,Sótt er um takmarkað byggingarleyfi fyrir jarðvinnu og aðstöðugerð á lóðinni nr. 27 við Fiskislóð.
38177 (01.08.640.3),BN038177,Fiskislóð 33,nýbygging,Frestað. Vísað til athugasemda eldvarnaeftirlits.,"Sótt er um leyfi til að byggja stálgrindarhús á steyptum undirstöðum klætt með málmklæðningu á lóð nr. 33 við Fiskislóð.  Meðfylgjandi er umboð til hönnuðar til að undirrita skjöl vegna samskipta við Faxaflóahafnir og staðfesting Faxaflóahafna vegna lóðarúthlutunar.  Stærðir 1.296,6 ferm. og 8.648,4 rúmm.  Gjald kr. 7.300 + 631.333"
38701 (01.63.660.2),BN038701,Fossagata 3,viðbygging,Frestað. Með vísan til bókunar skipulagsstjóra frá 31. júlí 2008 er ekki gerða athugasemd við að umsækjandi láti vinna á eigin kostnað breytingu á deiliskipulagi sem grenndarkynnt verður berist það.,"Sótt er um leyfi fyrir viðbyggingu á einni hæð úr timbri á steyptum kjallara við einbýlishús á lóð nr. 3 við Fossagötu.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 31. júlí 2008 fylgir erindinu.  Stærðir: Núv. 99,4 ferm., 243,4 rúmm.  Stækkun 75,8 ferm., 197,6 rúmm.  Samtals eftir stækkun 175,2 ferm., 441,9 rúmm.  Gjald kr. 7.300 + 14.425"
