nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
38333 (04.66.370.1),BN038333,Austurberg 5,br á aðaluppdráttum,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að breyta samþykktum teikningum sbr. erindi BN034999 dags. 21.11.2006 ásamt síðari breytingum. Breytingar nú felast í að minnka kjallara, koma loftræsibúnaði fyrir á þaki, mjókka lyftustokk og sleppa stoðveggjum á lóð.  Erindi fylgir greinargerð um burðarvirki og jarðskjálfta dags. í maí 2008.  Stærðir: Kjallari minnkar um 8 ferm. auk stiga.  meðfylgjandi er bréf frá arkitekt dags. 19.5.2008  Gjald kr. 7.300"
38335 (01.26.120.1),BN038335,Ármúli 3,breyting inni,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að opna eldra hurðarop milli 1. hæðar í húsi á lóð nr. 3 við Ármúla og 2. hæðar í viðbyggingu við Hallarmúla.  Meðfylgjandi er bréf brunaöryggisverkfræðings dags. 5.5.2008  Gjald kr. 7.300
38385 (04.73.410.3),BN038385,Árvað 2,takmarkað byggingarleyfi,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi. Vegna útgáfu á takmörkuðu byggingarleyfi skal umsækjandi hafa samband við yfirverkfræðing embættis byggingarfulltrúa,Sótt er um takmarkað byggingarleyfi fyrir undirstöðum og grunnplötu á lóðinni nr. 2 við Árvað.
38343 (04.73.110.1),BN038343,Árvað 3,7 kennslustofur og 3 tengigangar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að reisa 7 færanlegar kennslustofur og 3 tengiganga við Árvað 3 Norðlingaholti.  Málinu fylgir bréf Framkvæmda- og eignasviðs dags 22. maí 2008 vegna kennslustofu með fastanr. 226-3380, mhl. 09-0101."
38339 (01.81.640.5),BN038339,Bakkagerði 13,viðbygging,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja við og til að breyta innra skipulagi einbýlishússins á lóðinni nr. 13 við Bakkagerði.  Stækkun 34,2 ferm., 122,6 rúmm.  Gjald kr. 7.300 + 8.950"
38183 (01.17.000.8),BN038183,Bankastræti 5,br. geymslu í setust.,Synjað. Lofthæð ófullnægjandi samanber ákvæði gr. 78.5 í byggingarreglugerð 441/1998.,Sótt er um leyfi til að breyta nýtingu á hluta kjallara þannig að áður geymsla verði breytt að hluta í setustofu fyrir 15 manns í atvinnuhúsnæðinu á lóð nr. 5 við Bankastræti.  Gjald kr. 7.300
38322 (01.15.441.2),BN038322,Barónsstígur 5,íbúð á 4 hæð og fl.,Frestað. Lagfæra skal uppdrætti í samræmi við athugasemdir eldvarnaeftirlits og  ljúka endurbótum vegna þeirra.,"Sótt er um leyfi til að innrétta íbúð, koma fyrir þakgluggum og svölum  í risi atvinnuhússins á lóðinni nr. 5 við Barónsstíg.  Erindi fylgir bréf hönnuðar dags. 16. maí 2008 og samþykki meðeigenda áritað á uppdrátt, ódagsett.  Einnig fylgir íbúðarskoðun byggingarfulltrúa dags. 2. desember 2001 og önnur dags. 30. nóvember 2006 ásamt úrskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 23. maí 2008.  Gjald kr. 7.300"
38090 (01.15.441.2),BN038090,Barónsstígur 5,"reyndarteikningar, rishæð",Frestað. Lagfæra skal uppdrætti í samræmi við athugasemdir eldvarnaeftirlits og ljúka endurbótum vegna þeirra.,Sótt er um samþykkt á reyndarteikningum af atvinnuhúsinu á lóðinni nr. 5 við Barónsstíg.  Erindi fylgir þinglýst samþykki meðlóðarhafa dags. 1. apríl 2008.  Gjald kr. 7.300
38351 (04.05.920.1),BN038351,Bíldshöfði 2,gsm loftnet fl,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi fyrir loftnetsbúnaði á þaki þjónustustöðvar N1með tilheyrandi færslu á loftunarrörum metanbúnaðar og innrétta tæknirými á millilofti fyrir loftnetsbúnaðinn á lóð nr. 2 við Bíldshöfða.  Staðfesting brunahönnuðar er áritað á uppdrætti.  Gjald kr. 7.300
38350 (02.49.610.1),BN038350,Blikastaðavegur 2-8,nýbygging,Frestað. Á milli funda.,Sótt er um leyfi fyrir þjónustumiðstöð N-1 á lóð nr. 2-8 við Blikastaðaveg.  Stærðir xxx  Gjald kr. 7.300 + xxxxx
