nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
37662 (01.13.011.2),BN037662,Ánanaust 3,niðurrif á skemmu 6 mathshluti,Frestað. Gera grein fyrir fastanúmerum og stærðum í ferm. og rúmm.,Sótt er um leyfi fyrir niðurrifi á skemmu vegna fyrirhugaðra byggingaframkvæmda  skv. deiliskipulagsbreytingu samþ. í borgarráði 8.2.2007 og birt í í B-deild stjórnartíðinda 28.2.2007 á Héðinsreit við Vesturgötu/Ánanaust/Mýrargötu.  (Áður hefur verið sótt um leyfi fyrir niðurifi á eignarhluta 01-02-03-04 og 05 og er búið að rífa þá eignarhluta).  Gjald kr. 7.300
37419 (01.26.200.2),BN037419,Ármúli 5,ný skráning,Frestað. Vísað til athugasemda eldvarnaeftirlits.,Sótt er um leyfi til breyta nýtingu austari hluta fjórðu hæðar í starfsmannabústaði sem áður var gistiheimili að hluta í atvinnuhúsnæðinu á lóð nr. 5 við Ármúla.  Gjald kr. 6.800
37642 (01.18.401.0),BN037642,Bergstaðastræti 16,"kvistir, þak, gluggar ofl.",Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsstjóra vegna umfjöllunar hans um málið þann 19. október 2007. Athuga verður hvort verið sé að sækja um hækkun á þaki.,Sótt er um leyfi til að setja kvisti á þak og bæta við gluggum og hurðum á vestur- og suðurhlið nýsamþykkts húss sbr. erindi BN0365484 dags. 6.8. 2007 á lóð nr 16 við Bergstaðastræti.  Gjald kr. 7.300
37652 (01.85.440.2),BN037652,Bjarmaland 18-24,"nr 22 gluggar, gryfja",Frestað. Málinu vísað til umsagnar skipulagsstjóra.,Sótt er um að stækka gryfju frá kjallara og setja glugga á kjallaraveggi upp úr jörðu skv.  erindi BN036873 samþykktu 9.10.2007 með breytingu 9.12.2007 á einbýlishúsi á lóð nr. 22 við Bjarmaland.  Gjald kr. 7.300
37666 (01.21.810.1),BN037666,Borgartún 25,4.hæð br. í eina skrifstofu,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta 4. hæð sem áður var ein eining í tvær einingar með  vegg í miðju rými og nýjum hurðum inn á gang einnig er í  rými 0401  fjölgað úr einu salerni í tvö í atvinnuhúsnæðinu á lóð nr. 25 við Borgartún.  Gjald kr. 7.300
37609 (01.23.010.1),BN037609,Borgartún 28,nýbygging nr. 28A,Frestað. Vísað til athugasemda á umsóknarblaði svo og athugasemdar skipulagsstjóra frá 1. febrúar 2008.,"Sótt er um leyfi til að byggja steinsteypta skrifstofubyggingu, sex hæðir á kjallara sem í er bílageymsla, einangrað að utan og klætt með álklæðningu á lóðinni nr. 28 við Borgartún.  Erindinu fylgja samþykki meðlóðarhafa vegna framkvæmdanna dags. 13. desember 2007, 21. janúar 2008 og 9. janúar 2008, yfirlýsing eigenda Borgartúns 28 dags. 26. október 2004 og 1. júlí 2005,  yfirlýsing um kvöð vegna bílastæða dags. 17. nóvember 2006 og þinglýst afsal dags. 23. maí 2007. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 1. febrúar 2008 fylgir einnig með erindinu. Bréf frá hönnuði í París dags. 21.1.2008 fylgir erindinu  Stærðir:  Kjallari xxx ferm., 1. hæð xxx ferm., 2-5. hæð xxx ferm., 6. hæð xxx ferm.  Samtals xxx ferm., xxx rúmm.  Gjald kr. 7.300 + xx"
37675 (01.22.000.2),BN037675,Borgartún 6,reyndarteikningar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi fyrir reyndarteikningum af veitingahúsi í kjallara húss nr. 6 við Borgartún.  Gjald kr. 7.300
37362 (01.38.400.1),BN037362,Dyngjuvegur 9,reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir reyndarteikningum að tvíbýlishúsinu á lóð nr. 9 við Dyngjuveg.  Gjald kr. 6.800
37572 (01.47.040.6),BN037572,Eikjuvogur 28,Reyndarteikn.v/eignaskiptalýsingar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi.,Sótt er um leyfi fyrir áður gerðum breytingum á innra skipulagi vegna eignaskipta í fjölbýlishúsinu á lóðinni nr. 28 við Eikjuvog.  Gjald kr. 7.300
37631 (01.08.910.1),BN037631,Fiskislóð 31,Snúa áður samþ. húsi,Frestað. Skipulagsferli ólokið.,Sótt er um leyfi til að snúa áður  samþykktu húsi um 180 gráður þannig að áður suðurhlið verður nú norðurhlið á nýlega samþykktum teikningum sbr. erindi BN036435 á lóðinni nr. 31 við Fiskislóð.  Gjald kr. 7.300
37444 (10.86.601),BN037444,Fiskislóð 39,atvinnuhúsnæði,Frestað. Vísað til athugasemda eldvarnaeftirlits. Skipulagsferli ólokið.,"Sótt er um leyfi til að byggja stálgrindarhús, að hluta á tveimur hæðum, á lóð nr. 39 við Fiskislóð.  Stærð:  1. hæð 2647 ferm., 2. hæð 461,8 ferm.  Samtals 3108,8 ferm. og 25638,4 rúmm.  Gjald kr. 6.800 +1.743.411"
37690 (01.08.660.3),BN037690,Fiskislóð 43,stálgrindarhús,Frestað. Vísað til athugasemda á umsóknarblaði. Skipulagsferli ólokið.,"Sótt er um leyfi til að byggja stálgrindarhús á tveimur hæðum undir verslunar-  lager og skrifstofurými. Húsið er klætt samlokueiningum og þakið einhalla á lóðinni nr. 43 við Fiskislóð.  Meðfylgandi er brunahönnun dags. 21. jan. 2008.  Stærðir 2202.4 ferm., 14303,0 rúmm.  Gjald kr 7.300 + 1.044.119"
37663 (01.08.760.3),BN037663,Fiskislóð 45,skráningatöflu breytt,Frestað. Gera grein fyrir í hverju breytingin felst. Skipulagsferli ólokið.,Sótt er um leyfi til að breyta skráningu á atvinnuhúsnæðinu á lóð nr. 45 við Fiskislóð.  Gjald kr. 7.300
