nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
39019 (01.35.410.3),BN039019,Austurbrún 33,geymsluskúr,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst fyrir útgáfu á byggingarleyfi.,"Sótt er um leyfi til að byggja geymsluskúr úr timbri og með steyptar undirstöður á lóð nr. 33 við Austurbrún.  Samþykki eigenda Kambsvegar 22 og 24 dags. 29. september 2008 ásamt útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 17. október 2008 fylgir með málinu.  Stærð: 9,8 ferm.  24,1rúmm.  Gjald kr. 7.300 + 1759"
39058,BN039058,Álfheimar 74,breyting á ynnra skipulagi 3. og 4. hæð,Frestað. Vísað til athugasemda eldvarnaeftirlits.,Sótt er um leyfi til að breyta innra skipulagi á 3. og 4. hæð í Glæsibæ á lóð nr. 74 við Álfheima.  Meðfylgjandi er samantekt á A-3 blöðum yfir breytingar.  Gjald kr. 7.300
39103 (01.82.410.4),BN039103,Ásendi 7,klæðning,Frestað. Vantar ástandsskýrslu burðarvirkishönnuðar.,"Sótt er um leyfi til að klæða með 30 x 60 cm steinflísum á álgrind og einangra með 100 mm þéttull og 30 mm útloftun, útveggi að utan á einbýlishúsi á lóð nr. 7 við Ásenda.  Gjald Kr. 7.300"
39123 (01.88.901.5),BN039123,Bleikargróf 1,viðbygging,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja viðbyggingu úr timbri og bjálkaklæða allt einbýlishúsið á lóð nr. 1 við Bleikargróf.  Stækkun:  xx ferm., xx rúmm.  Gjald kr. 7.300 + xx"
38965 (02.57.580.3),BN038965,Bæjarflöt 10,millipallur,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt erum leyfi til að byggja millipall fyrir kaffistofu starfsmanna og búningsaðstöðu í atvinnuhúsnæði á lóð nr. 10 við Bæjarflöt.  Stækkun:  75,8 ferm.  Gjald kr. 7.300"
39125 (04.76.570.5),BN039125,D-Tröð 5,breytt skráning,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta einni eign í sex eignir í hesthúsi á lóð nr. 5 við D-tröð í Seláslandi.  Meðfylgjadi er afsal, eignaskiptasamningur og bréf frá umsækjanda.  Gjald kr. 7.300"
39024 (01.45.400.2),BN039024,Dugguvogur 8-10,breyting á iðnaðarhúsn. í íbúðir,Frestað. Lagfæra skráningu.,Sótt er um leyfi til að breyta í íbúðir 2. og 3. hæð atvinnuhússins á lóðinni nr. 8-10 við Dugguvog.  Erindi fylgir samþykki meðlóðarhafa dags. 22. október 2007 og 15. október 2008.  Gjald kr. 7.300
39005 (04.79.110.2),BN039005,Elliðabraut 16,útideild  Björnslundur,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að koma fyrir húsi úr timbri á steyptum undirstöðum til afnota fyrir útideild dagvistarheimila í Björnslundi á lóð nr. 16 við Elliðabraut.  Stærð:  135,3 ferm., 463,5 rúmm.  Gjald kr. 7.300 + 33.836"
38305 (01.08.910.3),BN038305,Fiskislóð 11-13,"milligólf, flóttastigi",Frestað. Vísað til athugasemda eldvarnaeftirlits.,"Sótt er um leyfi fyrir flóttastigum, skyggni yfir inngangi, milligólfi yfir anddyri og afgreiðslu 1. hæðar og  til að innrétta atvinnuhúsnæðið með geymslueiningum. Á annari hæð eru einingarnar á tveimur hæðum með tilheyrandi millipöllum og stigum sbr. synjað erindi nr. BN38028 á lóðinni nr. 11-13 við Fiskislóð.  Meðfylgjandi er brunahönnun ódagsett, yfirlýsing burðarvirkishönnuðar dags. 3. apríl 2008 og tölvupóstur frá FMR dags. 3. apríl 2008.   Stærð milligólfs 131,3 ferm.  Gjald kr. 7.300"
39132 (02.69.540.9),BN039132,Gefjunarbrunnur 20-22,br. á gólfkótum,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að breyta gólfkótum og salarhæðum, snúa afstöðumynd m.t.t. átta og fella niður þakglugga sbr. erindi BN035796 dags. 22.5.2008 í parhúsi á lóð nr. 20-22 við Gefjunarbrunn.  Gjald kr. 7.300"
