nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
38394 (01.84.170.1),BN038394,Akraland  1-3,1- loka svölum á 1 h,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi fyrir svalalokun með opnanlegum glerveggjum, sbr. fyrirspurn BN030344 efri hæð, á fjölbýlishúsi á lóð nr. 1 við Akraland.  Meðfylgjandi er samþykki eigenda íbúða hússins fyrir framkvæmdinni dags.20.5.08  Stærðir: 17,6 ferm., 44 rúmm.  Gjald kr. 7.300 + 3.212"
38423 (04.66.370.1),BN038423,Austurberg 5,takmarkað byggingarleyfi,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi. Vegna útgáfu á takmörkuðu byggingarleyfi skal umsækjandi hafa samband við yfirverkfræðing embættis byggingarfulltrúa.,Sótt er um takmarkað byggingarleyfi fyrir sökklum og grunnplötu á lóðinni nr. 5 við Austurberg.
38382 (01.14.021.3),BN038382,Austurstræti 3,br á gestafjölda,Frestað. Málinu vísað til umsagnar skipulagsstjóra. Málinu vísað til umsagnar skrifstofu Gatna- og eignaumsýslu.,"Sótt eru um leyfi til að staðsetja borð og stóla á gagstétt við húsið Austurstræti 3 , samþykki eigenda ódagsett  fylgir.  Gjald kr. 7.300"
38259 (04.60.350.3),BN038259,Álfab. 12-16/Þönglab.,innr. verslanir,Frestað. Lagfæra skráningartöflu.,"Sótt er um leyfi til að endurinnrétta verslunaeiningar skráðar nr.  0102, 0103 þar sem samnýting á starfsmannaðstöðu verður á milli apóteks og gleraugnaverslunar í verslunarmiðstöðinni Mjódd á lóð nr. 14 við Álfabakka.  Gjald kr. 7.300"
38254 (01.29.010.1),BN038254,Ármúli 10,eignaskiptayfirlýsing,Frestað. Vísað til athugasemda eldvarnaeftirlits.,Sótt er um leyfi til að skipta í tvo eignarhluta húseigninni á lóð nr. 10 við Ármúla.  Gjald kr. 7.300
36135 (01.19.102.8),BN036135,Barónsstígur 31,"hækkun á þaki, kvistir",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst fyrir útgáfu á byggingarleyfi. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til þess að lyfta þaki og byggja kvisti á götuhlið og svalir á 3. hæð að baklóð fjölbýlishússins á lóð nr. 31 við Barónsstíg.    Jafnframt er erindi 33068 dregið til baka.  Grenndarkynningin stóð frá 19. júlí til og með 16. ágúst 2007. Engar athugasemdir bárust.  Samþykki meðeigenda dags. 4. september 2007 fylgir erindinu. Bréf frá eiganda dags. 1.6. 2008 vegna frágangs á eldvarnarveggjum fylgir erindinu.  Stækkun: 12,3 ferm., 38,9 rúmm.  Gjald kr. 6.800 + 6.800 + 2.645"
36134 (01.19.102.7),BN036134,Barónsstígur 33,"lyfta þaki, kvistir",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst fyrir útgáfu á byggingarleyfi. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til þess að lyfta þaki og byggja kvisti á götuhlið og svalir á 3. hæð að baklóð ásamt staðfestingu ósamþykkjanlegrar íbúðar í kjallara fjölbýlishússins á lóð nr. 33 við Barónsstíg.    Jafnframt er erindi 33069 dregið til baka. Grenndarkynningin stóð frá 19. júlí til og með 16. ágúst 2007.  Engar athugasemdir bárust.  Bréf frá eiganda dags. 1.6. 2008 vegna frágangs á eldvarnarveggjum fylgir erindinu.  Stærð: Stækkun 30,5 ferm., 100,4 rúmm.  Gjald kr. 6.800 + 6.800 + 6.827"
38286 (01.67.302.0),BN038286,Bauganes 31A,einbýlishús,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi fyrir tveggja hæða einbýlishúsi úr forsteyptum einingum með mænisþakformi og innbyggðri bílgeymslu á lóðinni nr. 31 A við Bauganes.  Meðfylgandi er er yfirlýsing um stöðu vottunarferils dags. 14. des 2007.  Stærð: 1. hæð 100,2 ferm. bílgeymsla 29,8 ferm., 2. hæð 101,2 ferm., samtals 231,2 ferm., 722,0 rúmm.  Gjald kr. 7.300 + 52.706"
38244 (01.18.021.2),BN038244,Bergstaðastræti 14,áður gerðar breytingar á 4 herbergjum,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir áður gerðum breytingum á innra skipulagi 1. hæðar fjölbýlishússins á lóðinni nr. 14 við Bergstaðastræti.  Gjald kr. 7.300
38299 (01.18.600.9),BN038299,Bergstaðastræti 49,svalir,Frestað. Vísað til athugasemda á umsóknarblaði. Grenndarkynningu lýkur í lok júní.,"Sótt er um leyfi til að byggja tvennar svalir úr timbri sbr. fyrirspurn nr. BN037885 dags. 11.3.2008 við stofu á 1. hæð og svefnherbergi á þakhæð í einbýlishúsi á lóð nr. 49 við Bergstaðastræti.  Stækkun: Útigeymslur í B rýmum 9,2 ferm., 14,5 rúmm.  Samtals allt húsið: 178,2 ferm., 523,9 rúmm.  Gjald kr. 7.300 grk til 27.06"
38258 (01.18.530.5),BN038258,Bergstaðastræti 50A,setja kvist,Frestað. Grenndarkynningu lýkur í lok júní.,"Sótt er um leyfi til að setja kvist á norðausturhlið, innrétta rishæð að hluta og fyrir áður gerðri framkvæmd þar sem porti er lokað á götuhlið í þríbýlishúsinu á lóð nr. 50 A við Bergstaðastræti.  Stærð stækkunar ferm yfir 1,8 m.  4,8 ferm.,  11,6 rúmm.  Gjald kr. 7.300 + 846"
38184 (01.85.400.2),BN038184,Bjarmaland  1-7,1 - viðbygging,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi fyrir viðbyggingu ásamt breytingu á innra skipulagi í einbýlishúsinu  nr. 1 á lóð nr. 1 til 7  við Bjarmaland.  Stærðir stækkunar: 23,4 ferm  45,3 rúmm.  Gjald kr. 7.300 + 3.307"
38137 (01.88.510.4),BN038137,Blesugróf 27,br. innan húss.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til minni háttar breytinga á innra skipulagi og útliti og til að innrétta dagvistun fyrir heilabilaða í einbýlishúsinu á lóðinni nr. 27 við Blesugróf.  Gjald kr. 7.300
38360 (01.24.120.5),BN038360,Brautarholt 8,breytingar inni,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst fyrir útgáfu á byggingarleyfi. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um að breyta innréttingum og vinnustofum listamanna í skrifstofur sbr. nýsamþykkt erindi BN037281 á 2. hæð í atvinnuhúsi á lóð nr. 8 við Brautarholt.  Gjald kr. 7.300
38300 (01.16.233.8),BN038300,Brávallagata 26,svalir,"Frestað. Málinu vísað til skipulagsstjóra til ákvörðunar um grenndarkynningu. Vísað er til uppdr. 1001, dags. 13. maí 2008.","Sótt er um leyfi til að byggja svalir úr timbri við íbúð 0101 sbr. fyrirspurn BN037646 dags. 5. febrúar 2008 í húsi á lóð nr. 26 við Brávallagötu.  Meðfylgjandi er samþykki meðeigenda dags. 11.5.2008 og bréf frá arkitekt dags. 26.5.2008, þar sem fram kemur að ekki er verið að fjalla um ósamþykkta íbúð í kjallara.  Gjald kr. 7.300"
38232 (01.13.440.5),BN038232,Bræðraborgarstígur 24A,"kvistur, svalir",Frestað. Vísað til athugasemda á umsóknarblaði og umsagnar skipulagsstjóra frá 15. maí 2008.,"Sótt er um leyfi til að byggja kvist á suðausturþekju og byggja svalir á suðvesturgafl íbúðarhússins nr. 24A við Bræðraborgarstíg.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 30. maí 2008 ásamt umsögn skipulagsstjóra frá 15. maí 2008 fylgja erindinu.  Stækkun:  xx ferm., xx rúmm.  Gjald kr. 7.300 + xx"
37291 (04.79.180.4),BN037291,Búðavað 13-15,parhús,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að byggja staðsteypt parhús á tveimur hæðum með innbyggðum bílgeymslum úr steinsteypu á lóðinni nr. 13-15 við Búðavað.  Stærðir: 1. hæð 257,0 ferm., 2. hæð 171,6 ferm., bílgeymsla 71,0 ferm., samtals 499,6 ferm., 1901,8 rúmm.  Gjald kr. 6.800 + 128.322"
38215 (04.94.830.1),BN038215,Dalsel  1-17,"klæðning, loka svölum",Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að álklæða útveggi og loka svölum með gleri á fjölbýlishúsi á lóð nr. 15 og 17 við Dalsel.  (Dalsel 1- 17 er á einni lóð).  Meðfylgjandi er samþykki allra eigenda. Meðfylgjandi er einnig staðfesting frá byggingatæknifræðingi á gæðum útveggja dags. 5.5.2008  Gjald kr. 7.300
38407 (02.34.480.1),BN038407,Dofraborgir 1,breyting glugga og hurða áðursamþ. sólskála,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að breyta lítillega gluggum og hurðum í nýsamþykktum sólskála sbr. erindi BN036797 við einbýlishús á lóð nr. 1 við Dofraborgir.  Gjald kr. 7.300
35866 (02.85.541.1),BN035866,Fannafold 31,klæða útveggi bílageymslu,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi fyrir áður gerðum lagnakjallara og til þess að klæða bílgeymslu að utan með standandi timburklæðningu eins og íbúðarhluta einbýlishússins á lóð nr. 31 við Fannafold sbr. umsókn BN027273.  Stærð lagnakjallara: 52,5 ferm., 105,5 rúmm.  Gjald kr. 6.800 + 7.701"
38306 (01.29.710.1),BN038306,Fellsmúli 24-30,breyting inni,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst fyrir útgáfu á byggingarleyfi. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að breyta innréttingum og innra skipulagi á 3. hæð húss á lóð nr. 26 við Fellsmúla.  Meðfylgjandi er bréf arkitekts fyrir hönd eigenda dags. 26.5.2007  Gjald kr. 7.300
