nr,url,heimilisfang,tegund,nidurstada,spurning
51594 (01.13.650.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051594,Aðalstræti 4,Reyndarteikningar,Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,"Sótt er um samþykki á reyndarteikningum, en á þeim eru samandregnar þegar samþykktar breytingar og sýndar í heild fyrir allar hæðir, skurði og útlit sambyggðra húsa á lóðum nr. 4, 6 og 8 vegna lokaúttektar, þessi umsókn á við um hús á lóð nr. 4 við Austurstræti. Gjald kr. 10.100"
51595 (01.13.650.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051595,Aðalstræti 6,Reyndarteikningar,Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,"Sótt er um samþykki á reyndarteikningum, en á þeim eru samandregnar þegar samþykktar breytingar og sýndar í heild fyrir allar hæðir, skurði og útlit sambyggðra húsa á lóðum nr. 4, 6 og 8 vegna lokaúttektar, þessi umsókn á við um hús á lóð nr. 6 við Austurstræti. Gjald kr. 10.100"
51596 (01.13.650.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051596,Aðalstræti 8,Reyndarteikningar,Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,"Sótt er um samþykki á reyndarteikningum, en á þeim eru samandregnar þegar samþykktar breytingar og sýndar í heild fyrir allar hæðir, skurði og útlit sambyggðra húsa á lóðum nr. 4, 6 og 8 vegna lokaúttektar, þessi umsókn á við um hús á lóð nr. 8 við Austurstræti. Gjald kr. 10.100"
51513 (01.26.400.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051513,Ármúli 17,Breyta skrifstofuhúsnæði í gististað fl. II B,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta skrifstofuhúsnæði á 2. hæð  í gistiheimili í fl. II, teg. B í húsinu á lóð nr. 17 við Ármúla.  Greinargerð brunahönnuðar dags. 9. ágúst 2016 og samþykki meðeigenda á teikningum ódagsett fylgja erindi.  Einnig bréf frá hönnuði þar sem óskað er undanþágu vegna aðgengis dags. 23. ágúst 2016 og umsögn burðarvirkshönnuðar vegna skyggnis  dags. 24. ágúst 2016. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 26. ágúst 2016 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 26. ágúst 2016. Gjald kr. 10.100"
51467 (02.42.110.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051467,Bakkastaðir 45,Breyting á BN050852,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að breyta áður samþykktu erindi BN050852 þannig að lækkað er bílskúrsgólf um 60 sm og inngangur verði inn í þvottaherbergi en ekki inn í anddyri hússins á lóð nr. 45 við Bakkastaði. Stækkun er 36,9 rúmm.  Gjald kr. 10.100"
50484 (01.18.450.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN050484,Baldursgata 25B,Áður gert - íbúð 0101,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir áður gerðri íbúð 0102 í húsi á lóð nr. 25B við Baldursgötu. Erindi fylgir samþykki meðlóðarhafa dags. 17. maí 2015. Gjald kr. 10.100
51186 (01.18.444.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051186,Baldursgata 7A,Skipta íbúð 0201 í tvær eignir,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja svalir á norðurhlið, breyta innra skipulagi og innrétta tvær íbúðir á 2. hæð fjölbýlishúss á lóð nr. 7A við Baldursgötu. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 9. september 2016. Erindið var grenndarkynnt frá 4. ágúst til og með 1. september 2016. Engar athugasemdir bárust. Erindi fylgir jákvæð fyrirspurn sama efnis , BN05062 dags. 22. mars 2016 og samþykki meðeigenda dags. 27. febrúar 2016. Gjald kr. 10.100"
51287 (01.18.440.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051287,Bergstaðastræti 37,Reyndarteikningar - úttekt á eldvörnum,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um samþykki á áður gerðum breytingum brunahönnun á Hótel Holti á lóð nr. 37 við Bergstaðastræti. Meðfylgjandi er bréf hönnuðar dags. 26.08.2016 um mörk umsóknar og einnig Brunahönnunarskýrsla, unnin af Gunnari H. Kristjánssyni, dagsett 14.06.2016. Gjald kr. 10.100"
51608 (01.19.631.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051608,Bergstaðastræti 65,Reyndarteikningar,Frestað. Vantar samþykki meðeigenda.,Sótt er um samþykki fyrir áður gerðum breytingum í kjallara fjölbýlishúss á lóð nr. 65 við Bergstaðastræti. Erindi fylgir samþykki meðeigenda áritað á uppdrátt og bréf þar sem samþykki eigenda íbúðar 0101 er dregið til baka. Gjald kr. 10.100
50798 (01.81.600.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN050798,Breiðagerði 4,"Rishæð, gluggar o.fl.",Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að byggja rishæð með kvistum og svölum, breyta stofuglugga, gera útgang í garð úr bílskúr og breyta innra skipulagi í einbýlishúsi á lóð nr. 4 við Breiðagerði. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 19. ágúst 2016 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 17. ágúst 2016. Stækkun:  65,3 ferm., 157,6 rúmm. Gjald kr. 10.100"
50542 (01.13.700.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN050542,Bræðraborgarstígur 23,Rífa bílskúr - byggja nýjan,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að fjarlægja núverandi bílskúr og byggja nýjan í staðinn, innar á lóðinni og fjær lóðamörkum við einbýlishús á lóð nr. 23 við Bræðraborgarstíg. Erindi var grenndarkynnt frá 24. júní til og með 22. júlí 2016. Eftirtaldir aðilar sendu athugasemdir: Irma Erlingsdóttir og Geir Svansson, dags. 30. júní 2016 og 20. júlí 2016.   Einnig er lögð fram umsögn skipulagsfulltrúa dags. 12. ágúst 2016. Stærðir: Núverandi skúr: 17,25 ferm., 98,6 rúmm. Stækkun:14,3 ferm., 62,4 rúmm. Eftir stækkun: 31,5 ferm., 98,6 rúmm. Gjald  kr. 10.100"
51568 (01.45.200.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051568,Dugguvogur 2,Op milli rýma,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að opna á milli rýma 0109 og 0112 í húsinu á lóð nr. 2 við Dugguvog. Bréf frá hönnuði dags. 23. ágúst 2016  Gjald kr. 10.100
51644 (01.74.540.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051644,Efstaleiti 1,Stöðuleyfi - vinnuskúr,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010.,"Sótt er um stöðuleyfi tímabundið til árs fyrir vinnuskúr vegna gatna- og veituframkvæmda, en gert er ráð fyrir að sótt verði um byggingarleyfi og þar með stöðuleyfi fyrir vinnuaðstöðu þegar teikningar liggja fyrir í september á RÚV-reitnum á lóð nr. 1 við Efstaleiti. Gjald kr. 10.100"
51586 (04.97.040.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051586,Fífusel 25-41,39 - Klæðning,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að klæða með litaðri sléttri álklæðningu sem fest er á málmgrind á útvegg og einangrað með 100 mm  steinull á norður-, suður-  og vesturhlið húss nr. 39 á lóð nr. 25 - 41 við Fífusel. Fundargerð frá húsfundi sem var haldinn 25. ágúst 2016 fylgir þar sem fimm af sjö eigendum skrifa undir.  Gjald kr. 10.100"
51564 (01.17.210.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051564,Frakkastígur 8,Reyndarteikningar,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað. Í samræmi við samþykkt umhverfis- og skipulagsráðs dags. 9. október 2013 skal vélknúinn þvottabúnaður vera til staðar á byggingarlóð sem tryggi að vörubílar og aðrar þungavinnuvélar verði þrifnar áður en þær yfirgefa byggingarstað. Samráð skal haft við byggingarfulltrúa um staðsetningu búnaðarins. Sérstakt samráð skal haft við yfirverkfræðing byggingarfulltrúa vegna jarðvinnu. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um samþykki fyrir áður gerðum breytingum á erindi BN048776, breytt hefur verið fyrirkomulagi á herbergjum og língeymslur færðar, í gististað í mhl. 04 á lóð nr. 8 við Frakkastíg. Gjald kr. 10.800"
