nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
44054 (04.66.710.1),BN044054,Austurberg 3,félagsaðstaða í kjallara Breiðholtslaugar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er leyfi til að innrétta félagsaðstöðu í kjallara Breiðholtslaugar, sbr. fyrirspurn BN040742, á lóð nr. 3 við Austurberg.  Meðfylgjandi er bréf arkitekts dags. 31.1. 2012, brunavarnagreinargerð dags. 31.1. 2012, hljóðvistarúttekt dags. 30.1. 2012,   Gjald kr. 8.500"
43804 (02.40.710.5),BN043804,Bakkastaðir 113-121,117 - Breytt skráning,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að sameina rými 0103 sem er vinnustofa við rými 0104 íbúð í raðhúsinu nr. 117 á lóð nr. 113-121 við Bakkastaðir.  Gjald kr. 8.000
44005 (01.19.310.1),BN044005,Barónsstígur 47,Reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki á reyndarteikningum af Heilsuverndarstöðinni á lóð nr. 47 við Barónsstíg.  Gjald kr. 8.000
44086 (04.76.410.3),BN044086,Brekknaás 9,Breyting á innra skipulagi,Synjað. Samræmist ekki deiliskipulagi.,Sótt er um leyfi til að breyta dýrahóteli í veitinga- og verslunarhúsnæði í húsi á lóð nr. 9 við Brekknaás.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra dags. 3. febrúar 2012 fylgir erindinu.  Gjald kr. 8.500
44073 (01.13.430.8),BN044073,Brekkustígur 12,Svalahurð kjallara,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að setja hurð á útvegg út úr stofu  í kjallaraíbúð í húsi á lóð nr. 12 við Brekkustíg.  meðfylgjandi er samþykki meðeigenda.  Gjald kr. 8.500
44039 (01.42.720.1),BN044039,Brúarvogur 1-3,breyting á 1. og 3. hæð,Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,"Sótt er um leyfi til  innri breytinga á 1. og 3. hæð, breyta gluggum á 3. hæð og vöruhurð á suðurhlið hússins á lóð nr. 1-3 við Brúarvog.  Gjald kr. 8.500"
43842 (00.00.000.0),BN043842,"Bæjarháls, Réttarháls",Fjölgun eignarhluta - mhl. 09,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi.,Sótt er um leyfi til að skipta í tvo eignarhluta skrifstofuhúsi (mhl.09) á lóð nr. 1 við Bæjarháls.  Erindi fylgir minnisblað um brunavarnir frá verkfræðistofunni EFLU dags. 30. janúar 2012.  Gjald kr. 8.000
43923 (01.54.511.3),BN043923,Dunhagi 18-20,Breyting inni,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til breytinga innanhúss sem felast í því að fjölga íbúðum á  2. og 3. hæð úr fjórum í tíu á hvorri hæð, breyta innréttingum verslunarrýmis á 1. hæð, breyta kjallara með geymslum og þvottahúsum og færa sorpgeymslur út á lóð við fjölbýlishús á lóð nr. 18-20  við Dunhaga.  Meðfylgjandi er afrit af bréfi skipulagsstjóra Reykjavíkur dags. 17.11. 2011  Gjald kr. 8.000 + 8.500"
44033 (01.46.340.1),BN044033,Fákafen 9,breyting inni,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilið samþykki Vinnueftirlits ríkisins. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi að stækka veitingahús í flokki II fyrir 100 gesti með því að taka í notkun núverandi óráðstafað rými og koma fyrir flóttaleið um hringstiga til kjallara og þar undir bert loft í húsi á lóð nr. 9 við Fákafen.  40 gestir í öðrum salnum, 60 í hinum sbr. teikn.  Gjald kr. 8.500"
44102 (04.73.150.1),BN044102,Ferjuvað 1-5,Fjölbýlishús,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja fjögurra hæða steinsteypt fjölbýlishús með 34 íbúðum, einangrað að innan með flötu þaki og bílakjallara fyrir 26 bíla sem verður nr. 1 og 3 á lóði nr 1-5 við Ferjuvað.  Jafnframt er þess óskað að erindi BN034243 verði fellt úr gildi.  Stærð:  Kjallari 1.313,8 ferm., 1. 2. og 3. hæð 833,4 ferm., 4. hæð 1.461,6 ferm.  (B-rými samtals 433,6 ferm.)  Samtals 5.275,6 ferm., 13.102,3 rúmm.  Gjald kr. 8.500 +"
44059 (01.18.511.4),BN044059,Fjólugata 5,Viðbygging - niðurrif,"Málinu vísað til skipulagsstjóra til ákvörðunar um grenndarkynningu. Vísað til uppdrátta 10-01, 10-02, 10-03, 10-04 og 10-05 dags. 31. janúar 2012.","Sótt er um leyfi til að rífa eldri viðbyggingu og byggja nýja og stærri í staðinn á suðurhlið ásamt því að endureinangra loft einbýlishússins á lóð nr. 5 við Fjólugötu.  Umsögn skipulagsstjóra Reykjavíkur dags. 12 sept. 2011 og bréf frá hönnuði fylgir.   Niðurrif:  34 ferm., 80 rúmm.   Nýbygging:   64,4 ferm., 185,4 rúmm.   Gjald kr. 8.500 + 1.576]"
43846 (04.06.010.1),BN043846,Funahöfði 9,breyting inni / úti,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að byggja skýli við inngang og breyta innra skipulagi í atvinnuhúsi á lóð nr. 9 við Funahöfða.  Stækkun skýli B-rými:  16,1 ferm., 48,2 rúmm.  Gjald kr. 8.000 + 3.856"
44029 (01.11.430.1),BN044029,Grandagarður 16,Breyting 2. hæð,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilið samþykki Vinnueftirlits ríkisins. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að breyta að hluta 2. hæð að innan, koma fyrir lyftu, stækka glugga, koma fyrir þakglugga og nýju skyggni á norðvestur hlið hússins á lóð nr. 16 við Grandagarð.  Umsögn burðarvirkishönnuðar dags. 19. jan. 2012 fylgir.  Gjald kr. 8.500"
44075 (02.57.510.3),BN044075,Gylfaflöt 5,Breyting 1. hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til breytinga á innanhússskipulagi 1. hæðar, vesturenda hússins á lóð nr. 5 við Gylfaflöt.  Gjald kr. 8.500"
44090 (01.24.441.9),BN044090,Háteigsvegur 4,Endurnýjun BN035724,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um endurnýjun á byggingaleyfi BN035724 sem samþykkt var 6. júní 2007  þar sem sótt er um leyfi til þess að byggja steinsteyptan bílskúr við vesturmörk lóðarinnar nr. 4 við Háteigsveg. Stærð: Bílskúr 36,0 ferm. og 106,2 rúmm.  Gjald kr. 8.500 + 9.027"
44101 (00.00.000.0),BN044101,"Holtsg.1-3,Bræðrab.30",Endurnýjun byggingarleyfis BN038828,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að endurnýja erindið BN038828 þar sem sótt var um  að breyta verslunarhúsnæði á 1. hæð í íbúð í fjölbýlishúsinu á lóð nr. 1 við Holtsgötu.  Gjald kr. 8.500
44060 (04.67.440.2),BN044060,Hólaberg 84,breyta flóttaleiðum og svalalokun,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til breytinga á erindi BN042713 samþ. 28.6. 2011, sem felast í að breyta fyrirkomulagi flóttaleiða, fella niður neyðarstiga, breyta fyrirkomulagi annarra stigahúsa og loka öllum svölum með póstalausu glerjunarkerfi á rennibrautum í fjölbýlishúsi með þjónustuíbúðum á lóð nr. 84 við Hólaberg.  Stærðabreytingar: stækkun 59,9 ferm., minnkun 187,8 ferm  Stækkun svalalokanir, 991,7 rúmm. (svalir 343 ferm.)  Gjald kr. 8.500 + 84.285"
44088 (01.11.050.2),BN044088,Hólmaslóð 10,Færsla á innvegg,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að breyta áður samþykktu erindi, BN043780, þar sem færðir verða til innveggir milli járnsmíðaverkstæðis og geymslu í húsnæðinu á lóð nr. 10 við Hólmaslóð.  Starfsleyfi frá Heilbrigðiseftirliti dags. 20. des 2011 fylgir.  Gjald kr. 8.500"
43922 (01.17.100.5),BN043922,Hverfisgata 18,Breyting inni,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilið samþykki Vinnueftirlits ríkisins. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að lækka gólf í hluta kjallara, hækka þar með lofthæð og innrétta fyrir gesti veitingastaðarins á 1. hæð sbr. fyrirspurn BN043268 í húsi á lóð nr. 18 við Hverfisgötu.  Umsagnir Húsafriðunarnefndar og Minjasafns Reykjavíkur fylgja fyrirspurn, þar er einnig bréf hönnuðar dags. 28.6. 2011, meðfylgjandi er heimild húseiganda fyrir breytingunum dags. 26.10. 2011  Stækkun 9,3 rúmm.  Gjöld kr. 8.000 + 8.500 + 790"
44092 (01.15.321.1),BN044092,Hverfisgata 71,Endurgera viðbyggingu,Frestað. Málinu vísað til umsagnar skipulagsstjóra.,"Sótt er um leyfi til að endurgera viðbyggingu og tengja eldra húsi, sbr. fyrirspurn BN041608 dags. 8.6. 2008, og innrétta tvær íbúðir í íbúðarhúsi á lóð nr. 71 við Hverfisgötu.  Meðfylgjandi fyrirspurn er útskrift af fundi skipulagsstjóra dags.4.6. 2010.  Gjald kr. 8.500"
44108 (01.86.000.2),BN044108,Hörðaland  2-24,14-18 - Endurnýjun BN041748 - 20. júlí 2010,Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt.,Sótt er um leyfi til að endurnýja erindið BN041748 dags. 20. júlí 2010 þar sem sótt er um leyfi til að koma fyrir svalaskýlum úr stálstyrktum PVC prófílum og öryggisgleri á 7 íbúðum 2. og 3. hæðar  fjölbýlishúss nr. 14 og 16 á lóð húss nr. 14-18 við Hörðaland.  Gjald kr. 8.500
43468 (04.97.510.4),BN043468,Kambasel 69,breytingar frá áður samþ. erindi BN042979,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að breyta áður samþykktu erindi sbr. BN042979 þannig að fært verður til salerni og nýir gluggar á austurgafli verða síkkaðir í fjölbýlishúsinu á lóð nr. 69 við Kambasel.  Samþykki meðeigenda dags. 7. des. 2012.    Gjald kr. 8.000
44100 (01.38.410.8),BN044100,Langholtsvegur 44,Íbúð í kjallara,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykkt á reyndarteikningu þar sem gerð er grein fyrir áður gerðri íbúð í kjallara, og jafnframt óskað eftir samþykkt á henni, einbýlishúss á lóð nr. 44 við Langholtsveg.  Erindi fylgir virðingargjörð dags. 10. ágúst 1946 og íbúaskrá frá Þjóðskrá dags. 9. mars 2010.  Gjald kr. 8.500"
