nr,url,heimilisfang,tegund,nidurstada,spurning
44884 (01.11.980.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN044884,Austurbakki 2,Breyting á K2,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi.     Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að breyta notkun tæknirýmis í k2 rými -104 með því að loka hurðargati og breyta í öryggismiðstöð fyrir vefþjón og stoðrými og starfsfólk öryggisgæslu í mhl. 01 Tónlistahúsinu Harpan á lóð nr. 2 við Austurbakka.   Bréf frá hönnuði ódags.  Gjald kr. 8.500
44895 (04.73.110.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN044895,Árvað 5,Breytingar í Norðlingaskóla,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um samþykki fyrir reyndarteikningum sbr. BN037329 vegna lokaúttektar á Norðlingaskóla á lóð nr. 5 við Árvað. Skýrsla brunahönnuðar dags. 21. ágúst. 2012. Stækkun: 363,9 ferm., 979,8 rúmm. Gjald kr. 8.500 + 83283"
44724 (01.17.000.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN044724,Bankastræti 7,Farfuglaheimili,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja svalir, brunastiga og geymslur við 4. hæð og innrétta farfuglaheimili á 2. - 4. hæð verslunar- og skrifstofuhúss á lóð nr. 7 við Bankastræti. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 24. ágúst 2012 fylgir erindinu. Grenndarkynning stóð frá 23. júlí til 21. ágúst 2012. Eftirtaldir aðilar sendu athugasemdir: Stefán Baldursson f.h. Húsakaupasjóðs Íslensku Óperunnar dags. 14. ágúst 2012. Einnig er lagt fram samþykki Eikar fasteignafélags hf., eigenda að Bankastræti 5, og Hús málarans ehf., eiganda að Bankastræti 7A, móttekið 21. ágúst 2012. Einnig er lagt fram tölvubréf Stefáns Baldurssonar fh. íslensku Óperunnar dags. 24. ágúst 2012 þar sem hann dregur fyrri athugasemd til baka. Erindi fylgir brunahönnun frá verkfræðistofunni Eflu dags. 22. ágúst 2012. Stækkun 16,4 ferm., 46 rúmm. Gjald kr. 8.500 + 3.910"
32041 (01.18.560.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN032041,Bergstaðastræti 56,"svalir, breyting úti","Frestað. Málinu vísað til skipulagsstjóra til ákvörðunar um grenndarkynningu. Vísað er til uppdrátta nr. A-0.001, A-0.002 og A-0.101 síðast breytt 24. ágúst 2012.","Sótt er um leyfi til þess að setja svalir á suðvesturhlið 1., 2. og 3. hæðar ásamt samþykki fyrir áður gerðri stækkun íbúðar 2. hæðar um hluta af 3. hæð og fyrir stiga á milli 2. og 3. hæðar fjölbýlishússins á lóð nr. 56 við Bergstaðastræti. Erindið var grenndarkynnt frá 27. júlí til 24. ágúst 2005. Athugasemdir bárust. Samþykki meðeigenda ódags. og samþykki sumra eigenda Bergstaðastrætis 54 dags. í júlí 2005 fylgja erindinu. Samþykki eigenda dags. 23.8. 2012 fylgir. Gjald kr. 5.700 + 5.700"
44815 (01.13.521.8),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN044815,Bræðraborgarstígur 7,Áður gerðar breytingar 0201 - 0202,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir áður gerðum breytingum þar sem íbúð 0202 er stækkuð á kostnað íbúðar 0201 í  fjölbýlishúsinu á lóð nr. 7 við Bræðraborgarstíg. Jákvæð fyrirspurn BN044789 fylgir dags. 24. júlí 2012. Gjald kr. 8.500
44870 (04.06.140.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN044870,Dvergshöfði 27,Reyndateikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki á reyndarteikningum þar sem fram koma breytingar ??? á húsinu á lóð nr. 27 við Dvergshöfða. Gjald kr. 8.500
44897 (01.08.940.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN044897,Fiskislóð 5-9,Breyting inni,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi tilbreytinga innanhúss í bilum 11-17 og C-E á 1. og 2. hæð verksmiðjuhúss Lýsis á lóð nr. 5-9 við Fiskislóð. Gjald kr. 8.500
44534 (01.27.010.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN044534,Flókagata 58,Kvistur á norðurþekju,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að sameina tvo kvisti á norðurhlið, byggja svalir á vesturhlið og breyta innra fyrirkomulagi  íbúðar á þriðju hæð (rishæð) hússins á lóðinni nr. 58 við Flókagötu. Umsögn skipulagsstjóra dags. 25.01.2012 (v. fyrirspurnar BN044018) fylgir erindinu. Samþykki meðeigenda (á teikn.) fylgir erindinu. Ný skráningartafla fylgir erindinu. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 27. júlí 2012 fylgir erindinu ásamt útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 24. ágúst 2012 og umsögn skipulagsstjóra dags. 24. ágúst 2012. Stærð: Húsið er nú skráð 1178,3 rúmm. og 401,0 ferm. en verður eftir breytingu skráð 1186,2 rúmm. og 426,0 ferm. Stækkun húss: 7,9 rúmm. og 25,0 ferm. Gjald kr. 8.500 + 8.500 + 671"
44900 (01.65.--9.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN044900,Flugvöllur 106746,Bílastæði fyrir starfsmenn,Frestað. Málinu vísað til umsagnar skipulagsstjóra.,Sótt er um leyfi fyrir fullnaðarfrágang á bílastæða fyrir starfsmenn með því að malbika við flugskýli 4  á Reykjavíkurflugvelli lóð nr. 106746. Gjald kr. 8.500
44899 (01.65.--9.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN044899,Flugvöllur 106746,Gjaldskyld bílastæði fyrir gesti við flugstöð,Frestað. Málinu vísað til umsagnar skipulagsstjóra.,"Sótt er um leyfi fyrir fullnaðarfrágang gjaldskyldra bílastæða fyrir gesti með því að malbika, yfirboðsfrágang, raflýsingu og koma upp gjaldskyldubúnaði  og öryggismyndavélum við Flugfélag Íslands á Reykjavíkurflugvelli lóð nr. 106746. Gjald kr. 8.500"
