nr,url,heimilisfang,tegund,nidurstada,spurning
45021 (01.13.650.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN045021,Aðalstræti 6,Breytingar á gluggum o.fl.,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta gluggum og útliti austurhliðar jarðhæðar, þeir verða settir í gólfhæð og rennihurð sett í gluggaflöt, skyggni yfir jarðhæð verður að einni heild í stað þriggja, í anddyri verður opnuð aftur hurð inn í rými hótelsins i húsi nr. 6 við Aðalstræti. Jákvæð fyrirspurn BN044498 um skiptingu gluggafleta á jarðhæð  og 2 hæð fylgir. Gjald kr. 8.500"
45030 (01.14.021.0),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN045030,Austurstræti 9,Breytingar 2. hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta innra skipulagi í veitingasal og innrétta ""almenningsþvottahús"" og ""setustofu"" í flokki III fyrir 120 gesti á 2. hæð í húsi á lóð nr. 9 við Austurstræti. Gjald kr. 8.500"
44177 (01.18.442.0),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN044177,Bjargarstígur 16,Áður gerðar svalir,Frestað. Lagfæra skráningartöflu.,"Sótt er um leyfi fyrir áður gerðum svölum úr áli og timbri á suðurhlið einbýlishúss á lóð nr. 16 við Bjargarstíg. Erindi fylgir umsögn Húsafriðunarnefndar dags. 2. mars og Minjasafns Reykjavíkur dags. 9. mars bæði 2012 þar sem hvorugur gerir athugasemd við erindið. Erindi var grenndarkynnt frá 20. apríl til og með 22. maí 2012. Eftirtaldir aðilar sendu athugasemdir: Einar Guðjónsson dags. 22. maí 2012 og Tinna Jóhannsdóttir dags. 22. maí 2012. Einnig er lögð fram umsögn skipulagsstjóra dags. 29. maí 2012. Áður gerð geymsla 3,9 ferm., 10,4 rúmm. Gjald kr. 8.500 + 8.500 + 884"
44963 (01.23.000.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN044963,Borgartún 26,Loftnet,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að setja 2 ný loftnet frá símanum á þak hússins á lóð nr. 26 við Borgartún. Gjald kr. 8.500
44978 (01.21.910.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN044978,Borgartún 33,Hækkun húss - breyting úti,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Skilyrt er að þinglýst verði yfirlýsingu um samruna eigna eigi síðar en við fokheldi. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að breyta erindi BN044277, hætt er við að rífa hringstiga og hann framlengdur ofan í kjallara, þakvirki er breytt sem og innra skipulagi á öllum hæðum í verslunar- og skrifstofuhúsi á lóð nr. 33 við Borgartún.  Stækkun:  274,7 rúmm. Gjald kr. 8.500 + 23.350"
45009 (01.22.010.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN045009,Borgartún 8-16,Breyting - rými 1201,Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,Sótt er um leyfi til að breyta innra skipulagi í skrifstofurými 1201 á 12. hæð í Höfðatúni 2 á lóðinni 8-16 við Borgartún. Gjald kr. 8.500
44983 (04.97.040.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN044983,Fífusel 25-41,35-37 - Tækjaskápur og loftnet,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að setja upp farsímaloftnet á þak og tækjaskáp í kjallara á fjölbýlishússins nr. 35-37 á lóð nr. 25-41 við Fífusel. Samþykki húsfélags dags. 13 júlí 2012 fylgir. Gjald kr. 8.500
44989 (02.46.730.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN044989,Fossaleynir 14,Breyting inni - útbygging,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að flytja til hurð og stækka á vesturgafli , gluggum á útbyggingu breytt og innra skipulagi og brunatáknum breytt í húsinu á lóð nr. 14 við Fossaleyni. Gjald kr. 8.500"
44975 (01.11.730.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN044975,Geirsgata 9,Breyta útliti,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að innrétta verslun í sal í s-v  hluta og breyta útliti glugga þar og bæta við hurð, breyta aðkomu/aðgengi, stækka stigapall og steypa skjólvegg og setja stærri hurð inn í veitingasal að austanverðu á húsi á lóð nr. 9 við Geirsgötu. Gjald kr. 8.500"
44937 (05.11.480.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN044937,Haukdælabraut 70,Einbýlishús,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa. Ef gera þarf breytingar á borgarlandi vegna færslu bílastæða greiðist sá kostnaður af lóðarhafa.,"Sótt er um leyfi til að byggja einbýlishús úr forsteyptum einingum með innbyggðum bílskúr og að hækka gólfkóta húss  um 40 cm og flytja bílastæði á lóð miðað við skipulag á lóð nr. 70 við Haukdælabraut.  Vottun eininga dags. 4. maí 2012 fylgir ásamt útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 28. september 2012 fylgir erindinu og umsögn skipulagsstjóra dags. 20. september 2012. Stærð húss:  322,9 ferm., 1077,9 rúmm.  Gjald kr. 8.500 + 91.621"
45020 (01.23.400.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN045020,Hátún 10-12,12 - Breyting 1. hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt eru um leyfi til að breyta tveimur skrifstofurýmum í meðferðarrými með því að koma fyrir handlaugum í rýmum á 1. hæð í húsinu nr. 12 á lóð nr. 10-12 við Hátún. Gjald kr. 8.500
44791 (01.62.210.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN044791,Hringbraut 12,Innri br. - lagerhurð,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til þess að breyta innra fyrirkomulagi og koma fyrir dyrum að lager á austurhlið bensínstöðvar á lóðinni nr. 12 við Hringbraut. Gjald kr. 8.500
