nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
11452 (01.01.153.212),BN011452,Hverfisgata 69,breyta herbergjaskipan í kj,Samþykkt.,Sótt er um leyfi til að breyta herbergjaskipan í kjallara  hússins á lóðinni nr. 69 við Hverfisgötu.  Gjald kr. 2.250.oo.
11663 (01.01.823.003),BN011663,Rauðagerði 30,br.nýtingu neðri hæðar,Samþykkt.,Sótt er um leyfi til að breyta innréttingu og innrétta  vinnustofu á 1. hæð í húsinu nr. 30A á lóðinni nr. 30 við  Rauðagerði.  Gjald kr. 2.250.oo.
11665 (01.01.242.213),BN011665,Skipholt 19,Uppfærðar teikningar,Samþykkt.,Sótt er um samþykki á uppfærðum teikningum m.t.t. núverandi  notkunar í húsinu á lóðinni nr. 19 við Skipholt.  Gjald kr. 2.250.oo.
11664 (01.01.262.001),BN011664,Suðurlandsbraut 4 og 4a,reyndarteikningar,Samþykkt.,Sótt er um að fá samþykkta endurskoðaða aðaluppdrætti af húsinu  á lóðinni nr. 4 við Suðurlandsbraut.  Gjald kr. 2.250.oo.
11673 (01.01.195.004),BN011673,Egilsgata 16,Trjáfelling,Samþykkt.,Sótt er um leyfi til að grisja trjágróður á lóðinni nr. 16 við  Egilsgötu. Umsögn garðyrkjudeildar borgarverkfræðings dags.  28.03.1996 fylgir erindinu.
11674 (01.01.161.005),BN011674,Hólavallagata 5,Trjáfelling,Samþykkt.,Sótt er um leyfi til að fella tvö tré á lóðinni nr. 5 við  Hólavallagötu.  Umsögn garðyrkjudeildar borgarverkfræðings dags. 28.03.1996  fylgir erindinu.
11667,BN011667,Meistari/húsasmíðameistari,Meistari/húsasmíðameistari,Samþykkt.,Ofanritaður sækir um leyfi byggingarnefndar til að mega standa  fyrir byggingum í lögsagnarumdæmi Reykjavíkur sem  húsasmíðameistari.
11668,BN011668,Meistari/húsasmíðameistari,Meistari/húsasmíðameistari,Samþykkt.,Ofanritaður sækir um leyfi byggingarnefndar til að mega standa  fyrir byggingum í lögsagnarumdæmi Reykjavíkur sem  húsasmíðameistari.
11671 (01.01.182.210),BN011671,Njálsgata 10a,Trjáfelling,Samþykkt.,Sótt er um leyfi til að fella þrjú tré í garði sunnanmegin við  húsið á lóðinni nr. 10A við Njálsgötu.  Umsögn garðyrkjudeildar borgarverkfræðings dags. 28.03.1996  fylgir erindinu.
11672 (01.01.221.401),BN011672,Samtún 20,Trjáfelling,Samþykkt.,Sótt er um leyfi til að fella þrjú grenitré á lóðinni nr. 20 við  Samtún. Umsögn garðyrkjudeildar borgarverkfræðings dags.  28.03.1996 fylgir erindinu.
10537,BN010537,Meistari/pípulagningameistari,meistari/pípulagningameistari,Samþykkt.,Ofanritaður sækir um leyfi byggingarnefndar til að mega standa  fyrir byggingum í lögsagnarumdæmi Reykjavíkur sem  pípulagningameistari.
11670 (01.01.130.002),BN011670,Ánanaust 10,Tölusetning,Samþykkt.,Lagt er til að skolpdælustöð gatnamálastjóra verði tölusett nr.  10 við Ánanaust.
