nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
49545 (01.71.400.3),BN049545,Bogahlíð  2-6,4 - Setlaug á þaksvölum,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að koma fyrir heitum potti á þaksvölum íbúðar 0302 í fjölbýlishúsinu nr. 4  á lóð nr. 2-6 við Bogahlíð   Samþykki sumra fylgir ódags. Umsögn burðarvirkishönnuðar dags. 4. júní 2015.  Gjald kr. 9.823
49574 (01.24.200.4),BN049574,Brautarholt 7,Fjölbýlishús - Stúdentagarðar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja stúdentagarða, tvær steinsteyptar þriggja hæða byggingar með 102 íbúðareiningum sem umlykja inngarð á bílakjallara fyrir 19 bíla á lóð nr. 7 við Brautarholt.  Stærð A-rými:  4.723,4 ferm., 14.101,2 rúmm.  B-rými:  xx ferm., xx rúmm.  C-rými:  xx ferm., xx rúmm.  Gjald kr. 9.823"
49533 (02.69.550.1),BN049533,Freyjubrunnur 16-20,Fjölga íbúðum - Inngangur nr. 16,"Frestað. Með vísan til umsagnar skipulagsfulltrúa dags. 19. júní 2015. Samræmist ekki deiliskipulagi, umsækjanda bent á að hægt er að sækja um deiliskipulagsbreytingu.","Sótt er um leyfi til að fjölga íbúðum úr 13 í 15 í fjölbýlishúsi, sjá erindi BN046459, á lóð nr. 16-20 við Freyjubrunn.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 19. júní 2015 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 19. júní 2015.  Gjald kr. 9.823"
49205 (01.18.660.2),BN049205,Freyjugata 26,Svalir - 2.hæð,Frestað. Vísað til athugasemda á umsóknarblaði og umsagnar skipulagsfulltrúa dags. 16. júní 2015.,Sótt er um leyfi til að koma fyrir björgunarsvölum fyrir íbúð 0201 og 0202 á 2. hæð fjölbýlishúss á lóð nr. 26 við Freyjugötu.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 19. júní 2015 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 16. júní 2015.  Erindi fylgir samþykki meðeigenda dags. 29. apríl 2015 og bréf frá eigendum Njarðargötu 49 dags. 6. maí 2015 þar sem umsóttum björgunarsvölum er mótmælt.  Gjald kr. 9.823
49558 (05.05.370.3),BN049558,Friggjarbrunnur 14-16,Fjölgun íbúða og bílastæða,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að breyta erindi BN045282, íbúðum er fjölgað um eina og einu bílastæði bætt við á lóð fjölbýlishúss á lóð nr. 14-16 við Friggjarbrunn.  Stækkun:  8,8 ferm.  Gjald kr. 9.823"
49511 (02.69.310.3),BN049511,Friggjarbrunnur 53,Breyta kótum kjallara,"Frestað. Með vísan til umsagnar skipulagsfulltrúa dags. 19. júní 2015. Samræmist ekki deiliskipulagi, umsækjanda bent á að hægt er að sækja um deiliskipulagsbreytingu.","Sótt er um leyfi til að hækka gólfkóta í kjallara mhl. 01 um 52,5 cm  vegna legu lands og til að lækka 4. hæð mhl. 02., 03. og 04 um 17,5 cm, sjá erindi BN048621 í fjölbýlishúsi á lóð nr. 53 við Friggjarbrunn.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 19. júní 2015 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 16. júní 2015.  Minnkun:  xx rúmm.  Gjald kr. 9.823"
49568 (01.28.100.1),BN049568,Háaleitisbraut  14-18,Bílageymsla - breyting,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að breyta erindi BN048769 þannig að sótt er um að klæða alla bílageymsluna, mhl. 04 við fjölbýlishúsið á lóð nr. 14, 16 og 18 við Háaleitisbraut.  Bréf frá hönnuði dags. 10 júní 2015 fylgir.  Gjald kr. 9.823"
49456 (04.34.330.1),BN049456,Hraunbær 102,Hárgreiðslustofa - 0103,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að innrétta húsnæði fyrir hárgreiðslustofu, þar sem áður var efnalaug í rými 0103 á 1. hæð í húsi á lóð nr. 102A við Hraunbæ.  Gjald kr. 9.823"
49608 (04.11.330.7),BN049608,Jónsgeisli 93,Íbúðagisting fl.2,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að innrétta gististað í flokki II, teg. íbúð í atvinnuhúsi á lóð nr. 93 við Jónsgeisla.  Gjald kr. 9.823"
49590 (01.86.120.1),BN049590,Kjalarland 1-35 2-30,Síkka glugga,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að síkka glugga á norðurhlið raðhússins nr. 27 - 35  á lóð nr. 1-35,2-30 við Kjalarland.  Samþykki meðeigenda á A3 teikningu dags. 28. maí 2015 fylgir.  Gjald kr. 9.823"
