nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
23626 (04.68.100.1),BN023626,Asparfell 2-12,"Brunavarnir, leikskóli",Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi fyrir brunavörnum í leikskólanum á annarri hæð hússins nr. 10 við Asparfell til samræmis við framlagða brunavarnaruppdrætti.  Gjald kr. 4.100
23568 (04.23.300.3 01),BN023568,Álakvísl   2-14,sorpgeymsla - útitröppur,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til að endurbyggja sorpgeymslu og útitröppur við húsið nr. 2-14 á lóðinni nr. 2-42 við Álakvísl úr stáli og eldþolnum plötum. Jafnframt verði komið fyrir niðurfalli í gólfi sorpgeymslu.  Erindinu fylgir ódags. samþykki eigenda Álakvíslar 2-14.  Gjald kr. 4.100
22077 (01.43.110.1),BN022077,Álfheimar 38-42,reyndart. v/eignaskiptasamninga,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi fyrir breytingum á innra fyrirkomulagi í kjöllurum húsanna nr. 38, 40 og 42 (matshl. 01,  02 og 03) á lóðinni nr. 38-42 við Álfheima.   Gjald kr. 4.100"
23524 (01.18.620.8),BN023524,Baldursgata 24,breyting úti,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að hækka þakbrún götuhliðar og mæni hússins nr. 24 við Baldursgötu um 50 cm og þakbrún bakhliðar um 230 cm. Einnig er sótt um leyfi til þess að koma fyrir svölum eftir endilangri bakhlið hússins.   Stækkun xx  Gjald kr. 4.100 + xx
23583 (04.30.300.1),BN023583,Bitruháls 1,stækkun lagnag.-verkst.,Frestað. Lagfæra skráningu.,"Sótt er um leyfi til þess að stækka lagnagang og breyta í verkstæði fyrir ísvélar ísgerðar Mjólkursamsölunnar á lóð nr. 1 við Bitruháls.  Stærð: Núverandi lagnagangur 173,5 ferm., 763,4 rúmm., stækkun 180,2 ferm., 792,9 rúmm., samtals verður verkstæði 353,7 ferm., 1556,3 rúmm.  Gjald kr. 4.100 + 32.509"
23299 (01.27.170.4),BN023299,Bólstaðarhlíð 31,Reyndarteikningar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um samþykki fyrir áður gerðum breytingum á geymslum í kjallara, fyrir stækkun kjallaraíbúðar og fyrir skiptingu  bílskúrs í tvær eignir vegna gerðar eignaskiptayfirlýsingar á lóðinni nr. 31 við Bólstaðarhlíð.  Gjald kr. 4.100"
23586 (01.82.630.5),BN023586,Byggðarendi 10,íbúð á neðri hæð ofl,Frestað. Vísað til athugasemda á umsóknarblaði svo og bréfs skipulagsstjóra dags. 3. september 2001.,Að lokinni afgreiðslu embættisafgreiðslufundar skipulagsstjóra 31. ágúst 2001 er lögð fram umsókn um leyfi til að koma fyrir íbúð í austurhluta neðri hæðar hússins nr. 10 við Byggðarenda. Jafnframt er sótt um leyfi til að taka í notkun áður uppfyllt rými milli sökkla í vesturhluta og tengja það efri hæð með stiga og koma fyrir glugga á norðuhlið þess.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 31. ágúst 2001 fylgir erindinu.   Stækkun: xx  Gjald kr. 4.100 + xx
23429 (01.67.110.3 02),BN023429,Einarsnes 22,viðbygging,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi til þess að byggja vinnuherbergi ofan á þak bílgeymslu raðhúss nr. 22 á lóð  nr. 20-26 við Einarsnes.  Samþykki meðlóðarhafa og nágranna dags. 8. júlí 2001 og útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 31. ágúst 2001 fylgja erindinu.  Stærð: Viðbygging 25 ferm., 82,6 rúmm.  Gjald kr. 4.100 + 3.387"
23545 (02.86.030.3 03),BN023545,Funafold 24,Nr. 24 - viðb. (glerskáli),Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Að lokinni afgreiðslu embættisafgreiðslufundar skipulagsstjóra 17. ágúst 2001 er lögð fram umsókn um leyfi til þess að byggja arinn í stofu og byggja viðbyggingu úr stáli og gleri ofan á svalir á suðurhlið annarrar hæðar hússins nr. 24 á raðhúsalóð nr. 20-28 við Funafold.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 17. ágúst 2001 fylgir erindinu.  Samþykki meðlóðarhafa (ódags.) fylgir erindinu.  Stærð: Stækkun viðbygging 10,8 ferm. og 27,4 rúmm.   Gjald kr. 4.100 + 1.123"
18650 (04.93.370.5),BN018650,"0"">Gljúfrasel 9","""Sólskáli"" á svalir o.fl.",Frestað. Lagfæra skráningu.,"Sótt er um samþykki fyrir áður gerðri stækkun 1. hæðar  íbúðarhúss og fyrir áður gerðri geymslu undir bílskúr ásamt leyfi til þess að byggja sólstofu  yfir svalir 3. hæðar íbúðarhússins á lóðinni nr. 9 við Gljúfrasel.  Samþykki sumra eigenda húsa nr. 8, 12, 14, 7, 11 og 13 við Gljúfrasel, og  nr. 10 við Grjótasel fylgir erindinu  Stærð: Áður gerð stækkun (matshluti 01) 1. hæð 31,5  ferm., 85,2 rúmm., sólstofa 3. hæð 44 ferm., 115,7 rúmm., áður gerð stækkun (matshluti 03) geymsla undir bílgeymslu 26,7 ferm., 72,1 rúmm.  Gjald kr. 2.500 + 6.825"
