nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
22373 (01.38.110.2),BN022373,Austurbrún 6,breyting á anddyri o.fl.,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að stækka og breyta anddyri og byggja setustofu ofan á anddyrisviðbyggingu í húsinu á lóðinni nr. 6 við Austurbrún. Á  afstöðumynd er aðkomu að bílastæðum breytt.  Stærð: Stækkun, viðbygging xx.  Gjald kr. 4.100 + xx"
22634 (46.03.601 01),BN022634,Álfabakki 10,Loftnet,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til þess að setja upp loftnet á klefa fyrir loftræstisamstæðu á þaki hússins nr. 10 og koma fyrir tengistövaskáp vegna GSM fjarskipta á þakhæð sama húss á lóð nr. 6-18 við Álfabakka.  Gjald kr. 4.100
21406 (01.71.011.2),BN021406,Barmahlíð 56,þaksvalir,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir þaksvölum á 3. hæð hússins á lóðinni nr. 56 við Barmahlíð. Einnig er sótt um samþykki fyrir nýrri skráningu hússins.  Samþykki meðeigenda dags. 15. júní og 15. desember 2000 fylgja erindinu. Málið var í kynningu frá 23. ágúst til 21. sept. 2000. Engar athugasemdir bárust.  Gjald kr. 4.100
22450 (01.18.410.9),BN022450,Bergstaðastræti 19,Heimagisting - útlitsbr.,Frestað. Lagfæra skráningu.  Hvað bílastæði varðar er vísað til umsagnar gatnamálstjóra,"Sótt er um leyfi til þess að breyta skráningu fyrstu hæðar úr skrifstofuhúsnæði í ""heimagistingu"" með tveimur gistirýmum, klæða hús utan með bárujárni og færa gluggasetningu á vestur- og austurhlið til upprunalegs horfs í húsinu (matshl. 01) á lóðinni nr. 19 við Bergstaðastræti. Einnig er sótt um leyfi til þess að koma fyrir þremur bílastæðum á lóðinni.  Samþykki meðeiganda og meðlóðarhafa (á teikn.) fylgir erindinu.  Umsagnir Húsafriðunarnefndar og Árbæjarsafns dagsettar 8. nóvember 2000, umsögn Borgarskipulags dags. 8. febrúar 2001 og umsögn gatnamálastjóra dags. 13. febrúar 2001 fylgja erindinu.  Gjald kr. 4.100"
22626 (01.21.910.3),BN022626,Borgartún 39,breyta rými í verslun,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að fella niður sérrými fyrir bensínafgreiðslumenn í verslunarrými bensínstöðvar á lóð nr. 39 við Borgartún.  Gjald kr. 4.100
22329 (01.25.010.1),BN022329,Brautarholt 22,"Br innra frkl, tengigangur, bílastæði",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir breytingum á innra fyrirkomulagi hússins nr. 22 við Brautarholt. Í breytingunum felast m.a. breytingar á brunavörnum, breytingar á notkun fyrstu og annarrar hæðar að hluta og að staðsetningu lyfu er breytt. Jafnframt er sótt um leyfi til að byggja tengigang á einni hæð við suðurvegg austurálmu og fjarlægja tvö bílastæði af lóðinni.   Stærðarbreytiung: Plús 0.9 ferm og mínus 0,5 rúmm.   Greiða skal fyrir tvö bílastæði í flokki IV, samtals kr. 1.952.891, auk bílastæða vegna stækkunar húsnæðis.  Gjald kr. 4.100"
22360 (02.57.600.2),BN022360,Bæjarflöt 5-7,Breyta þakeiningum og reykræsingu,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að breyta gerð þakeininga og reykræstingar í húsinu á lóðinni nr. 5-7 við Bæjarflöt. Þakeiningar verða samlokueiningar af gerðinni ""Kingspan"", reykræsting gerð úr pólykarbónati.  Viðurkenning Brunamálastofnunar dags. 27. nóvember 1997 (v. þakeininga) og 24. febrúar 2000 (v. reykræstingar) fylgir erindinu.  Gjald kr. 4.100"
22611,BN022611,Engjateigur borholuhús RG-17,Borholuhús RG-17,Frestað. Vísað til Borgarskipulags vegna afmörkun lóðar.,"Sótt er um leyfi til að reisa skýli fyrir heitavatnsdælu Orkuveitu Reykjavíkur á óafmarkaðri lóð gengt húsunum nr. 9 og 11 við Engjateig. Skýlið komi á steyptan sökkul, burðarvirki verði út timbri og húsið klætt að utan með ryðfríu stáli. Skýlið verði óeinangrað og engir starfsmenn dvelja í því að staðaldri.   Jafnframt er sótt um leyfi til að rífa eldra skýli sem stendur á sama stað.  Ennfremur er sótt um að lóð verði afmörkuð og henni úthlutað umsækjanda.  Erindinu fylgir bréf hönnuðar dags. 5. febrúar 2001.  Stærð: 19,6 ferm. og 53,2 rúmm.  Gjald kr. 4.100 + 2.181.0"
22610,BN022610,Engjateigur borholuhús RG-35,Borholuhús RG-35,Frestað. Vísað til Borgarskipulags vegna afmörkun lóðar.,"Sótt er um leyfi til að reisa skýli fyrir heitavatnsdælu Orkuveitu Reykjavíkur á óafmarkaðri lóð gengt húsinu nr. 7 við Engjateig. Skýlið komi á steyptan sökkul, burðarvirki verði út timbri og húsið klætt að utan með ryðfríu stáli. Skýlið verði óeinangrað og engir starfsmenn dvelja í því að staðaldri.Jafnframt er sótt um leyfi til að rífa eldra skýli sem stendur á sama stað.  Ennfremur er sótt um að lóð verði afmörkuð og henni úthlutað umsækjanda.  Erindinu fylgir bréf hönnuðar dags. 5. febrúar 2001.  Stærð: 19,6 ferm. og 53,2 rúmm.  Gjald kr. 4.100 + 2.181.0"
22591 (00.02.610.5),BN022591,Esjumelur 5,"Br. inni/úti, fjölga eignum",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er umleyfi til þess að skipta nýsamþykktri viðbyggingu í tvær eignir, búa til aflokað inntaksrými, breyta snyrtingu og breyta lítillega útliti austurhliðar á lóð nr. 5 við Esjumel.  Gjald kr. 4.100"
22508 (01.29.710.1),BN022508,Fellsmúli 24-30,Br. í kjallara á nr. 28,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um samþykki fyrir breytingum á bifreiðarþjónustu Hreyfils í kjallara hússins nr. 28 á lóð nr. 24-30 við Fellsmúla.  Gjald kr. 4.100
22606 (01.75.--9.8),BN022606,Flugvallarv.,niðurrif og bygging nýrrar þvottastöðvar,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar heilbrigðiseftirlits  vegna efnanotkunar og fráræsis. Málinu vísað til umsagnar Borgarskipulags.,"Sótt er um leyfi til að byggja bílaþvottastöð (matshl. 04) á lóð bílaleigu Flugleiða við Flugvallaveg. Húsið verði byggt úr límtré og samlokueiningum og eingöngu ætlað til afnota fyrir bílaleiguna. Jafnframt er sótt um leyfi til að rífa eldri þvottastöð sem ekki er á fasteignaskrá.  Erindinu fylgir greinargerð hönnuðar dags. 6. feb.2001.  Stærð: 115.2 ferm. og 506,9 rúmm.  Gjald kr. 4.100 + 20.782"
18650 (04.93.370.5),BN018650,Gljúfrasel 9,"""Sólskál"" á svalir o.fl.",Frestað. Vísað til athugasemda á umsóknarblaði. Skipulagsferli ólokið.,"Sótt er um samþykki fyrir áður gerðri stækkun 1. hæðar  íbúðarhúss og fyrir áður gerðri geymslu undir bílskúr ásamt leyfi til þess að stækka stofu með léttri viðbyggingu yfir hluta svala 3. hæðar íbúðarhússins á lóðinni nr. 9 við Gljúfrasel.  Samþykki nágranna húsana á lóðinni nr. 8, 12, 14, 7, 11 og 13 við Gljúfrasel, og  nr. 10 við Grjótasel fylgir erindinu  Stærð: Áður gerð stækkun 1. hæð  xxx ferm., xxx rúmm., stækkun 3. hæð 33,6 ferm., 59,2 rúmm.  Gjald kr. 2.500 + xxx"
22345 (02.35.220.4),BN022345,Hamravík 60,Einbýlishús,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja einlyft, steinsteypt  einbýlishús með innbyggðri bílgeymslu á lóðinni nr. 60 við Hamravík.  Stærð: Íbúð 1. hæð 181,4 ferm., bílgeymsla 38,7 ferm.  Samtals 220,1 ferm. og 857,2 rúmm.  Gjald kr. 35.145"
22599 (01.27.000.2),BN022599,Háteigsvegur 40,Reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir reyndarteikningum af húsinu á lóðinni nr. 40 við Háteigsveg vegna gerðar eignaskiptayfirlýsingar. Fyrirkomulagi í kjallara og útliti vesturhliðar er breytt.  Samþykki meðeigenda dags. 6. febrúar 2001 fylgir erindinu.  Gjald kr. 4.100
22332 (01.13.730.5),BN022332,Hrannarstígur 3,áður gerðar íbúð á 1. hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir breytingum á innra fyrirkomulagi hússins nr. 3 við Hrannarstíg. Breytingarnar fela m.a. í sér að afmörkuð verður sjálfstæð íbúð á fyrstu hæð hússins og breytingar gerðar á kjallaraíbúð.  Erindinu fylgir bréf Snorra Kristinssonar dags. 12. des. 2000, ljósrit af virðingargjörð frá 1. sept. 1942, skoðunarskýrsla byggingarfulltrúa dags. 17. nóvember 2000, útskriftir úr þjóðskrá.  Gjald. kr. 4.100"
21943 (04.34.000.2),BN021943,Hraunbær 119,Atvinnuhúsnæði,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að byggja tvílyfta verslunar- og þjónustubyggingu sem er einangruð að utan og klædd að mestu með múrkerfi en að hluta með sléttum plötum á lóðinni  nr. 119 við Hraunbæ.  Stærð: xx  Gjald kr. 4.100 + xx
22474 (01.80.250.3),BN022474,Hvammsgerði 5,Bílastæði,Synjað. Við yfirferð  bókaði Borgarskipulag:  Ekki er vegna fordæmis að heimila svo mörg stæði á lóð.,Sótt er um leyfi til þess að staðsetja bílastæði á lóðinni nr. 5 við Hvammsgerði.  Umsögn gatnamálastjóra dags. 13. febrúar 2001 fylgir erindinu.   Gjald kr. 4.100
22225 (01.22.211.5),BN022225,Hverfisgata 119,endurbætur á íbúð í kj.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til þess að breyta inngangi í íbúð í kjallara hússins á lóð nr. 119 við Hverfisgötu.  Bréf umsækjanda dags. 22. nóvember 2000 og samþykki meðeigenda og nágranna að Hverfisgötu 121 (á teikningu) fylgja erindinu.  Gjald kr. 4.100
