nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
23730 (01.15.430.7),BN023730,Barónsstígur 2-4,ofanábygging,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að byggja þrjár hótelhæðir ofan á núverandi matshluta 01 á lóðinni nr. 2-4 við Barónsstíg. Jafnframt verði matshlutar 01 og 02 sameinaðir.   Gjald kr. 4.100
23398 (01.21.900.1 05),BN023398,Borgartún 31,Br á skemmu,Var samþykkt 13. sept. 2001. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til þess að breyta skemmu fyrir tímabundin afnot Brettafélags Reykjavíkur þar sem m.a. eru  innrétttaðar snyrtingar á áður gerðu millilofti o.fl. á lóð nr. 31 við Borgartún.  Umboð lóðarhafa dags. 16. júlí 2001 og greinagerð um brunavarnir dags. 21. ágúst 2001 fylgja erindinu.  Stærð: Áður gert milliloft 53,2 ferm.  Gjald kr. 4.100"
23703,BN023703,Elliðavatnsland 113489,fræðslustofa,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta gamalli hlöðu og fjósi í Elliðavatnslandi við Heiðmörk í fræðslustofu um náttúrufar og mannlíf.  Svipað erindi var samþykkt í byggingarnefnd þ. 12. desember 1991 en hefur nú verið lítillega breytt.  Gjald kr. 4.100
23670 (00.02.610.5 02),BN023670,Esjumelur 5,Br. bygg.lýsing v. vottunar Rb,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,Sótt er um leyfi til þess að bæta í byggingarlýsingu að húsið sé í flokki C samkvæmt gr. 128 í byggingarreglugerð á lóð nr. 5 við Esjumel.  Bréf hönnuðar dags. 28. ágúst 2001  Gjald kr. 4.100
23317 (01.63.670.8 01),BN023317,Fossagata 4,vinnustofa,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi áður gerðum breytingum á bílgeymslu á lóðinni nr. 4 við Fossagötu. Meðal breytinga er áður gerð stækkun bílgeymslu um ca. 7 ferm frá því sem samþykkt var 18. sept. 1957. Jafnframt er sótt um stöðuleyfi fyrir ósamþykktum geymsluskúr á lóðinni og að báðar byggingar verði samþykktar sem vinnustofa listamanns.   Umsögn Borgarskipulags dags. 2. júlí 2001, samþykki nágranna að Þjórsárgötu 3 áritað á teikningu  fylgir erindinu.  Stækkun: 6,9 ferm. og 24,3 rúmm.  Gjald kr. 4.100 + 996"
23710 (01.13.341.6),BN023710,Framnesvegur 44,risíbúð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir sameiningu tveggja íbúða á 2. hæð og fyrir áður gerðri íbúð á þakhæð hússins á lóð nr. 44 við Framnesveg.  Íbúðarskoðun byggingarfulltrúa dags. 20. júní 2000 fylgir erindinu.  Gjald kr. 4.100
23727 (02.42.710.5),BN023727,Garðsstaðir 52,Br. útlit norður- og suðurhl.,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að fjölga gluggum og breyta opum á 1. hæð suður- og norðurhliðar, færa stoðvegg,  breyta svölum og færa útitröppur nær lóðamörkum á lóð nr. 52 við Garðsstaði.  Gjald kr. 4.100"
23728 (01.11.410.1 01),BN023728,Grandagarður 101,endurn.  byggingarleyfi,Var samþykkt 14. september 2001. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997.,Sótt er um endurnýjun á byggingarleyfi í samræmi við samþykkt byggingarfulltrúa frá 28. mars 2000 varðandi breytingar á húsinu nr. 101 við Grandagarð.   Gjald kr. 4.100
22776 (01.14.000.5),BN022776,Hafnarstræti  1-3,Austurendi- Veitingahús,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að innrétta veitingastað á 1. hæð í austurenda Fálkahússins og fjölga gluggum á  viðbyggingu á norðurhlið hússins á lóð nr. 1-3 við Hafnarstræti.  Umsögn Húsafriðunarnefndar dags. 6. september 2001 og umsögn Árbæjarsafns dags. 4. september 2001 fylgja erindinu.  Gjald kr. 4.100
23531 (01.14.010.8 02),BN023531,Hafnarstræti 7,breyting inni,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um breytingu á flóttaleið frá veitingastaðnum Píanóbarinn á 1. hæð á lóð nr. 7 við Hafnarstræti.  Samþykki sumra meðeigenda dags. 2. ágúst 2001 og bréf frá umsækjanda dags. 4. september 2001 fylgja erindinu.  Gjald kr. 4.100
23714 (04.93.760.3 07),BN023714,Hálsasel 34,sólstofa,Frestað. Gera skal grein fyrir stækkunum. Málinu vísað til Borgarskipulags til ákvörðunar um grenndarkynningu. Vísað er til uppdrátta nr. 01 og 02 dags. 11. september 2001.,Sótt er um leyfi til þess að byggja garðskála við suðurhlið hússins nr. 34 við Hálsasel á lóðinni nr. 15-17 við Hjallasel.  Erindinu fylgir samþykki meðlóðarhafa dags. ágúst 2001  Stærð: Stækkun garðskáli xx  Gjald kr. 4.100 + xx
22996 (01.38.400.7),BN022996,Hólsvegur 10,bílskúr,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til Borgarskipulags til ákvörðunar um grenndarkynningu. Vísað er til uppdrátta nr. 1-101 og 1-102 dags. 17. apríl 2001.,"Sótt er um leyfi til þess að stækka steinsteyptan bílskúr (matshl. 70) á lóðinni nr. 10 við Hólsveg.  Samþykki nágranna (þ.á.m. samþykki eiganda Hjallavegar 50)  dags. 19. apríl fylgir erindinu. Samþykki meðeiganda í húsi dags. 4. júní 2001 fylgir erindinu.  Stærð: Stækkun bílskúrs 10 ferm. og 26,7 rúmm.  Gjald kr. 4.100 + 1.095"
23597 (01.52.500.4 02),BN023597,Kaplaskjólsvegur 37-43,nr. 43 - Breyta versl. í íb.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta verslunarrými í íbúð í húsinu nr. 43 (matshl. 04) á lóðinni nr. 37-49 við Kaplaskjólsveg. Jafnframt er sótt um afmörkun á sérafnotalóð framan við götuhlið hússins.  Bréf hönnuðar dags. 14. mars 2001 og 7. september 2001 fylgir erindinu. Samþykki nokkurra meðlóðarhafa dags. í september 2001 fylgir erindinu.  Gjald kr. 4.100
