nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
22440 (01.14.050.4),BN022440,Austurstræti 22,Br. innv. og bar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki Vinnueftirlits ríkisins. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til þess að breyta lítillega innveggjum á 1. og 2. hæð og breyta bar á 1. hæð skemmtistaðarinns Astró á lóð nr. 22 við Austurstræti.  Samþykki eiganda ódags. fylgir erindinu.   Gjald kr. 4.100
22534 (01.29.210.4),BN022534,Ármúli 30,Breytingar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta útliti suður-, vestur- og austurhliðar fyrstu hæðar og innra fyrirkomulagi sömu hæðar í húsinu (matshl. 01) nr. 30 við Ármúla. Einnig er sótt um leyfi til þess að byggja steinsteypt skýli (matshl. 02) fyrir díselvararafstöð við lóðarmörk til suðvesturs. Jafnframt er erindi nr. 21189 dregið til baka.   Stærð: Vélarskýli 25,9 ferm. og 71,5 rúmm.  Gjald kr. 4.100 + 2.932"
22516 (01.16.220.4),BN022516,Ásvallagata 29,Endurnýjun frá 23. júní 1998,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um endurnýjun á byggingarleyfi frá 23. júní 1998 þar sem sótt var um leyfi til þess að breyta gluggum, aðallega á rishæð, og setja dyraop og svalir garðmegin á 1. og 2. hæð hússins nr. 29 við Ásvallagötu.  Gjald kr. 4.100"
22521 (01.71.310.6),BN022521,Blönduhlíð 22,breyting - hurð úr bílgeymslu inn í sameign,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til þess að setja dyr milli bílskúrs og sameignarrýmis í kjallara hússins nr. 22 við Blönduhlíð.  Samþykki meðeigenda dags. 19. janúar 2001 fylgir erindinu.  Gjald kr. 4.100
22133 (01.71.410.5),BN022133,Bogahlíð 20 og 22,"reyndarteikningar,kjallari",Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um samþykki fyrir núverandi fyrirkomulagi í kjallara og sameiningu matshluta 01 og 02 vegna gerðar eignaskiptayfirlýsingar á lóð nr. 20-22 við Bogahlíð.  Gjald kr. 4.100
21433 (01.22.100.2),BN021433,Borgartún 20,atvinnuhúsnæði - breyting inni og úti,Frestað. Höfundur hafi samband við embættið.,"Sótt er um leyfi til þess að klæða að utan með sléttum Stenex plötum, breyta vörugeymslum í skrifstofur og byggja einlyfta viðbyggingu úr steinsteypu og gleri við suðurhluta (matshl. 01) hússins á lóðinni nr. 20 við Borgartún. Vegna breyttrar starfsemi verður gluggum bætt við á öllum úthliðum hússins og einnig verða settir þakgluggar á húsið.  Ástandsskýrsla dags. 14. júlí 2000 og 22. janúar 1999 fylgir erindinu. Málið var í kynningu frá 13. sept. til 12. okt. 2000. Athugasemdabréf bárust frá eigendum fasteigna Borgartúni 22, dags. 06.10.00, Smith og Norland hf, dags. 09.10.00, Húsfélaginu Borgartúni 18, dags. 10.10.00 og Sparisjóði Vélstjóra mótt. 12.10.00. Ennfremur lagt fram  bréf VSÓ ráðgjafar, dags. 20.10.00 og umsögn Borgarskipulags um athugasemdir, dags. 07.11.00. Samþykkt í Borgarráði 6. 12. 2000.  Samþykki Saxhóls ehf. dags. 8. janúar 2001 fylgir erindinu.  Jafnframt lögð fram bréf Borgarskipulags dags. 9. janúar 2001 og bréf meðeigenda Borgartúns 22 dags. 8. janúar 2001.   Stærð: Viðbygging 68,85 ferm. og 233,15 rúmm.  Gjald kr. 4.100 + 9.559"
22451,BN022451,Brautarholt 4,Breytingar 3. hæð,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til þess að breyta og endurbæta gistiheimili á þriðju hæð hússins nr. 4 á lóðinni nr. 4-4A við Brautarholt.  Gjald kr. 4.100
22499 (02.42.530.3),BN022499,Brúnastaðir 33-39,Óútgr.rými nýtt (nr. 33),Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,"Sótt er um leyfi til þess að innrétta baðherbergi í áður óútgröfnu rými undir bílskúr hússins nr. 33 á lóð nr. 33-39 við Brúnastaði.  Samþykki meðlóðarhafa dags. 25. janúar 2001 fylgir erindinu.  Stærð: Stækkun 1. hæð 16,3 ferm., 44 rúmm.  Gjald kr. 4.100 + 1.804"
22351 (04.68.300.7),BN022351,Drafnarfell 2-18,nr.14-18 Breytingar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að breyta innra skipulagi, starfsemi og útliti á suður-, austur- og norðurhlið hússins nr. 14-18 (matshl. 07) á lóðinni nr. 2-18 við Drafnarfell.  Gjald kr. 4.100"
22498 (01.63.4-9.9 20),BN022498,Eggertsgata 2-34,(28) leiðrétting á eldvörnum,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi fyrir leiðréttingu á  eldvarnarkröfum fyrir útihurðir íbúðanna í kjallara hússins nr. 28 á lóðinni nr. 2-34 við Eggertsgötu.  Gjald kr. 4.100
