nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
42905 (01.63.050.2),BN042905,Aragata 15,bílgeymsla,Synjað. Sótt er um að byggja bílageymslu í lóðamörkum Aragötu 13/15. Ekki er til deiliskipulag af svæðinu og þarfnast því málið grenndarkynningar sbr. ákvæði 44. gr. skipulagslaga nr. 123/2010. Skipulagsstjóri hefur sett af skilyrði fyrir grenndarkynningu að samþykki lóðarhafa aðliggjandi lóða liggi fyrir. Það hefur umsækjandi ekki getað gert vegna Aragötu 13. Í því ljósi er málinu synjað.,"Sótt eru um leyfi til að byggja staðsteyptan bílskúr með sléttu þaki á lóð nr. 15 við Aragötu.  Jákvæð fyrirspurn BN042776 dags. 5. apríl 2011 fylgir.  Samþykki sumra lóðarhafa aðliggjandi lóða dags. 6. maí 2011. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 11. júlí 2011 fylgir erindinu. Jafnframt fylgir tölvubréf umsækjanda dags. 13. júlí 2011.  Stærð bílskúrs er: 32,0 ferm., 145,9 rúmm.   Gjald kr. 8.000 + 8.000 + 11.672"
42902 (01.29.020.1),BN042902,Ármúli 12,innri breytingar á BN035392,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að færa til lyftu, fatahengi og salerni sbr. erindið BN035392 dags. 14. ágúst 2007 í Fjölbrautaskólanum í Ármúla á lóð nr. 12 við Ármúla.  Umsögn burðarvirkishönnuðar fylgir á burðarþolsteikningu.  Gjald kr. 8.000"
43213 (01.18.610.7),BN043213,Baldursgata 10,svalarpallur,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að byggja svalapall úr timbri á suðurhlið hússins á lóð nr. 10 við Baldursgötu.  Meðfylgjandi er samþykki nágranna á Urðarstíg 3 og Nönnugötu 4  Gjald kr. 8.000
42910 (01.18.620.2),BN042910,Baldursgata 16,svalir 0301,Frestað. Lagfæra skráningu.,Sótt er um leyfi til að byggja svalir á suðurhlið þakhæðar og samræma glugga á fjölbýlishúsinu á lóð nr. 16 við Baldursgötu.  Erindi fylgir samþykki meðeigenda dags. 14. janúar 2011. Meðfylgjandi er útskrift úr gerðabók skipulags dags. 10. júní 2011. Málið var grenndarkynnt 7. maí til 7. júní 2011. Engar athugasemdir bárust.  Gjald kr. 8.000 + 8.000
43310 (01.17.140.1 02),BN043310,Bergstaðastræti 1,brunastigi,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til breytinga á útidyrahurð og til að byggja svalir úr áli með tröppum og breyta glugga í hurð á 2. hæð veitingahússins á lóð nr. 1 við Bergstaðastræti. (Laugavegur 12/Bergstaðastræti 1)  Gjald kr. 8.000
32041 (01.18.560.2),BN032041,Bergstaðastræti 56,"svalir, breyting úti",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að setja svalir á suðvesturhlið 1., 2. og 3. hæðar ásamt samþykki fyrir áður gerðri stækkun íbúðar 2. hæðar um hluta af 3. hæð og fyrir stiga á milli 2. og 3. hæðar fjölbýlishússins á lóð nr. 56 við Bergstaðastræti.  Erindið var grenndarkynnt frá 27. júlí til 24. ágúst 2005. Athugasemdir bárust.  Samþykki meðeigenda ódags. og samþykki sumra eigenda Bergstaðastrætis 54 dags. í júlí 2005 fylgja erindinu.  Gjald kr. 5.700 + 5.700"
43273 (04.06.200.1),BN043273,Bíldshöfði 9,innri breytingar,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að breyta innra skipulagi þar sem breytt verður í opið skrifstofusvæði með 45 vinnustöðvar og flóttaleiðum í atvinnuhúsnæðinu á lóð nr. 9 við Bíldshöfða.  Gjald kr. 8.000
43325 (01.22.010.7),BN043325,Borgartún 8-16,bráðabirgðabílastæði,Frestað. Málinu vísað til umsagnar skipulagsstjóra.,"Sótt er um leyfi fyrir 123 bráðarbirgðabílastæðum á reit H2, Höfðatorg á lóð nr. 8-16 við Borgatún.  Gjald kr. 8.000"
43196 (01.22.010.7),BN043196,Borgartún 8-16,H1 11 h  breyting inni,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að innrétta skrifstofur á 11. hæð í rými 1101 Höfðatúni 2 á lóð nr. 8-16 við Borgartún.  Gjald kr. 8.000 + 8.000
43221 (01.22.010.7),BN043221,Borgartún 8-16,innra skipulag á 11. hæð,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að innrétta skrifstofur á 11. hæð í rými 1105 Höfðatúni 2 á lóð nr. 8-16 við Borgartún.  Gjald kr. 8.000 + 8.000
43230 (01.16.233.8),BN043230,Brávallagata 26,áðurgerð íbúð í kjallara,Frestað. Lagfæra skráningu.,Sótt er um samþykkt á áður gerðri íbúð í kjallara og  samþykkt á reyndarteikningu af fjölbýlishúsi á lóð nr. 26 við Brávallagötu.  Erindi fylgir samþykki meðlóðarhafa áritað á uppdrátt ódagsett. Einnig fylgir virðingargjörð dags. 1. mars 1943 og staðfesting leigutaka frá 1941 - 1962.  Gjald kr. 8.000
43320 (04.23.510.4),BN043320,Bröndukvísl 14,skjólveggur og sorpgeymsla,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki á áður gerðri verönd og steinsteyptum skjólveggjum við hana til vesturs og sorptunnuskýli við lóðamörk á nr. 16 við hús á lóð nr. 14 við Bröndukvísl.  Gjald kr. 8.000
43324 (01.17.303.0),BN043324,Frakkastígur 7,breyta kaffihúsi úr fl. 2 í fl. 3,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsstjóra.,Sótt er um leyfi til að breyta texta á áður samþykktu erindi BN041281 þar sem sótt er um að breyta veitingastað sem er í fl. II í fl. III í húsnæðinu á lóð nr. 7 við Frakkastíg.  Gjald kr. 8.000
43254 (05.13.570.6),BN043254,Gvendargeisli 102,breytingar úti og inni sjá BN029806 (áður br. BN033082),Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að breyta áður samþykktu erindi BN029806 þannig að færður verður aðalinngangur, baðherbergi breytt í forstofu og forstofu breytt í gang í einbýlishúsinu á lóð nr. 102 við Gvendargeisla.  Umsögn burðarvirkishönnuðar dags. 28. júní 2011 fylgir.  Gjald kr. 8.000"
43256 (01.28.440.1),BN043256,Háaleitisbraut 58-60,breyting inni og úti,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til innrétta ísbúð í rými 0113 og 0209 og að koma fyrir björgunaropi og  brunastiga frá rými 0209 í atvinnuhúsinu á lóð nr. 58-60 við Háaleitisbraut.  Samþykki frá húsfélagi Háaleitisbraut 58- 60 dags. 30. júní 2011 fylgir.  Gjald kr. 8.000
