nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
43388 (00.01.000.0 06),BN043388,Álfsnes 125650,2 gámar á lóð,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Stöðuleyfið gildir í eitt ár.,"Sótt er um leyfi til að koma fyrir aðstöðu fyrir Vélhjólaíþróttaklúbbinn í tveimur gámum á landi 125650 í Álfsnesi.  Erindi fylgir jákvæð fyrirspurn BN039057 dags. 21. október 2008.  Stærðir:  30,2 ferm., 69,4 rúmm.  Gjald kr. 8.000 + 5.552"
43438 (01.26.300.2),BN043438,Ármúli 11,handrið og hlið,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að setja upp handrið og hraðopnanlegt hlið við bílastæði á þaki vörugeymslu mhl. 02 á lóð nr. 11 við Ármúla.   Gjald kr. 8.000
43432 (04.06.200.1),BN043432,Bíldshöfði 9,breyting á 8. hæð,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til breytinga innanhúss  á fundaherbergi á 8. hæð í skrifstofuhúsi á lóð nr. 9 við Bíldshöfða.  Gjald kr. 8.000
43426 (01.71.120.3),BN043426,Bogahlíð  7-9,bílastæði á lóð,Frestað. Málinu vísað til umsagnar skipulagsstjóra.,"Sótt er um leyfi fyrir 6 bílastæðum á lóð, en þannig hafa þau verið árum saman við fjölbýlishús á lóð nr. 7-9 við Bogahlíð.  Gjald kr. 8.000"
43414 (01.13.653.6),BN043414,Brattagata 3A,endurnýjun á BN039178,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um endurnýjun á erindi BN025563, samþykkt 8. október 2002 og endurnýjað 18. nóv. 2008  þar sem veitt var leyfi til að breyta vinnuskúr í sérgeymslur, stækka kvisti á norðurþekju, byggja svalir og nýjan kvist á suðurþekju og innrétta nýja íbúð á þakhæð hússins á lóð nr. 3A við Bröttugötu.  Þessi skjöl fylgdu fyrra máli, brunatæknileg úttekt VSI dags. 28. júní 2002 . Umsögn Árbæjarsafns dags. 8. júlí 2002 og umsögn Húsafriðunarnefndar ríkisins dags. 8. júlí 2002 . Virðingargjörð dags. 1. nóvember 1941.  Skoðunarskýrsla byggingarfulltrúa dags. 20. ágúst 2002.  Stærð: Stækkun kvistir 3,6 ferm., 13,5 rúmm.  Gjöld kr. 8.000 + 1.080"
43392 (02.84.560.1),BN043392,Brekkuhús 1,br. inni 0101,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að breyta innra fyrirkomulagi í rými 0101 í verslunarhúsi á lóð nr. 1 við Brekkuhús.  Gjald kr. 8.000
43419 (01.13.700.3),BN043419,Bræðraborgarstígur 23,fjarlægja skúr og byggja nýjan,Frestað. Með vísan til umsagnar skipulagsstjóra skulu uppdrættir lagfærðir. Að því gerðu mun byggingarleyfisumsóknin verða grenndarkynnt.,"Sótt er um leyfi til að rífa gamlan skúr og byggja bílskúr úr timbri á steyptum undirstöðum með bárujárnsþaki á lóð nr. 23 við Bræðraborgarstíg.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 19. ágúst 2011 fylgir erindinu ásamt umsögn skipulagsstjóra dags. 19. ágúst 2011.  Niðurrif:  xx ferm., xx rúmm.  Bílskúr: 40,5 ferm., 121,5 rúmm.  Gjald kr. 8.000 + 9.720"
43420 (01.13.700.2),BN043420,Bræðraborgarstígur 23A,hjólageymsla og sólskáli,"Frestað. Vísað til athugasemda á umsóknarblaði og með vísan til umsagnar skipulagsstjóra skulu uppdrættir lagfærðir, að því gerðu mun gerðu mun byggingarleyfisumsóknin grenndarkynnt enda fylgi þá samþykki lóðarhafa aðliggjandi lóða.","Sótt er um leyfi byggja hjólageymslu og sólskála úr timbri og gleri með bárujárnsþaki á steyptum undirstöðum með hellulögðu gólfi við einbýlishúsið á lóð nr. 23A við Bræðraborgarstíg.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 19. ágúst 2011 fylgir erindinu.  Stærðir: 18 ferm., 43 rúmm.  Gjald kr. 8.000 + 3.440"
43431 (01.85.010.2),BN043431,Efstaland 24*,klæðning,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að klæða að utan með sléttum álplötum, dreifistöð Orkuveitu Reykjavíkur á lóð nr. 24 við Efstaland.  Meðfylgjandi er bréf Orkuveitunnar dags. 6.7. 2011 og tölvupóstur sömu aðila dags. 18.8. 2011  Gjald kr. 8.000"
43449 (04.79.160.3),BN043449,Elliðavað 13-17,nr. 17 aðskilið byggingarleyfi,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um aðskilið byggingarleyfi, sjá BN036526, vegna byggingastjóraskipta á húsi nr. 17 á lóð nr. 13-17 við Elliðavað.  Gjald kr. 8.000"
