nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
43066 (01.14.050.6),BN043066,Austurstræti 22,reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki á uppfærðum teikningum sbr. erindi BN040447, BN040705, BN040706 og BN040707, rými 0001, 0002, 0003 og 0101 tilheyra samþykktu erindi BN042927, jafnframt er erindi BN043066 dregið til baka í húsunum á lóð nr. 22 við Austurstræti og nr. 2 við Lækjargötu.  Meðfylgjandi er bréf arkitekts dags. 19. maí 2011  Stækkun:  49,2 ferm. og 252,8 rúmm.  Gjald kr. 8.000 + 8.000 + 20.224"
43288 (01.14.040.3),BN043288,Austurstræti 6,reyndarteikningar,Frestað. Lagfæra skráningartöflu.,"Sótt er um samþykki á reyndarteikningum vegna lokaúttektar og breytingum þar sem sett er lyftuhús sem fer 105 cm upp fyrir þak og aðrar breytingar á húsinu á lóð nr. 6 við Austurstræti. Sbr. BN042438.  Stækkun: 1,5 rúmm.   Gjald kr. 8.000 + 8.000 + 120"
43492 (01.28.000.3),BN043492,Álftamýri  2-6,leiðrétta skráningu á geymslum,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um að leiðrétta skráningu á geymslum , 0002, 0003 og 0004 sbr. BN042739 í kjallara fjölbýlishússins nr. 6 á lóð nr. 2-6 við Álftamýri.  [Gjald kr. 8.000"
43466 (01.23.000.2),BN043466,Borgartún 26,breytingar á rými 0502,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til breytinga á innra fyrirkomulagi suðurhluta rými 0502 á  5. hæðar í verslunar- og skrifstofuhúsinu nr. 26 við Borgartún.  Gjald kr. 8.000
43502 (01.81.400.9),BN043502,Búðagerði 9,smiðja fyrir unglinga,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að innrétta smiðju fyrir unglinga og ungt fólk á vegum Velferðarráðs borgarinnar í íbúð á 2. hæð og í risi hússins á lóð nr. 9 við Búðagerði.  Gjald kr. 8.000
43485 (01.19.430.3),BN043485,"85"">Eiríksgata 6",garðskáli og  br. innanhúss.,Frestað. Málinu vísað til umsagnar skipulagsstjóra.,"Sótt er um leyfi fyrir þegar byggðum garðskála á lóðamörkum við Eiríksgötu 8 og breytingum innanhúss á 2. hæð sem felast í tilfærslum á innveggjum og snyrtingum í gistiheimili á lóð nr. 6 við Eiríksgötu.  Meðfylgjandi er bréf arkitekts ódags. og samþykki nágranna á nr. 8 dags. 12. júní 2011.  Stærðir: 15,7 ferm., 41,6 rúmm  Gjald kr. 8.000 + 3.328"
43487 (05.05.330.5),BN043487,Friggjarbrunnur 34-40,38 - aðskilið byggingaleyfi,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um samþykki fyrir aðskildu byggingarleyfi á hús nr. 38 í raðhúsinu á lóð nr. 34 - 40 við Friggjarbrunn. Sbr. BN036159 samþykkt 10. júlí 2007.  Gjald kr. 8.000
43484 (04.93.380.3 03),BN043484,Gljúfrasel 2,áður gerð stækkun svalahús,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir áður gerðri stækkun á svalahúsi á vesturhlið og glugga á austurhlið  brunagafls hússins, mhl 03  Gljúfrasel 2 á lóð nr. 1 við Giljasel.  Bréf frá hönnuði 28. ágúst 2011 og umsögn burðarvirkishönnuðar dags. 13. sept. 2007 fylgir.  Stækkun: 6,3 ferm., 18.8 rúmm.  Gjald kr. 8.000 + 1.504"
42967 (01.47.300.3),BN042967,Gnoðarvogur 84,glerskáli - breyting,"Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við fokheldi. Áskilin lokaúttekt byggingarfulltrúa.",Sótt er um leyfi fyrir breyttum garðskála í kjallara þar sem svalir á 1. hæð verða ekki stækkaðar sbr. erindi BN041954 dags. 5.10. 2010 við hús á lóð nr. 84 við Gnoðarvog.  Meðfylgjandi er samþykki meðeigenda á teikn. og umboð.  Gjald kr. 8.000
43499 (01.52.430.7),BN043499,Grenimelur 46,breyting á svölum,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta áður samþykktu erindi BN035089, bætt er við tveimur burðarsúlum á svalir og steyptur hluti handriðs á svölum verður léttur í húsinu á lóð nr. 46 við Grenimel.   Gjald kr. 8.000"
