nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
43090 (01.13.650.3),BN043090,Aðalstræti 8,breyta 5. hæð í íbúð ofl.,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta skrifstofurými á 5. hæð í íbúð, stækka suðursvalir á 5. hæð, setja reykháf fyrir arinn til íbúðar og breyta anddyri og inngangi á 1. hæð hússins á lóð nr. 8 við Aðalstræti.  Jákvæð fyrirspurn  fyrir íbúð BN042879 12. apríl 2011 fylgir.   Samþykki meðeigenda fylgir á A3 teikningum.    Bréf frá hönnuði dags. 24. maí 2011 og tölvupóstur dags. 25. maí  2011 fylgir ásamt útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 10. júní 2011.  Gjald kr. 8.000"
43091 (01.13.650.3),BN043091,Aðalstræti 8,vörulyfta,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að koma fyrir nýrri vörulyftu  á milli kjallara og 1. hæðar og breyta veggja skipan í kjallara í húsinu á lóð nr. 8 við Aðalstræti.  Bréf frá hönnuði dags. 24. maí 2011 og samþykki frá meðeigendum dags. 25. maí 2011 á A3 teikningu fylgir. Umsögn burðarvirkishönnuðar fylgir dags. 6. júlí 2011.  Gjald kr. 8.000
42910 (01.18.620.2),BN042910,Baldursgata 16,svalir 0301,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að byggja svalir á suðurhlið þakhæðar og samræma glugga á fjölbýlishúsinu á lóð nr. 16 við Baldursgötu.  Erindi fylgir samþykki meðeigenda dags. 14. janúar 2011 og útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 10. júní 2011. Erindið var grenndarkynnt frá 6. maí til og með 6. júní 2011. Engar athugasemdir bárust.  Gjald kr. 8.000
43169 (01.18.401.2),BN043169,Bergstaðastræti 22,þaksvalir,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að byggja þaksvalir á gamla steinbæinn á lóð nr. 22 við Bergstaðastræti.  Gjald kr. 8.000
43130 (01.85.440.1),BN043130,Bjarmaland 10-16,nr. 14 breytingar úti,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að byggja stoðvegg á á lóðamörkum til samræmis við nýsamþykktan stoðvegg að Bjarmalandi 20 og færa sorpgeymslu til innan lóðar sbr. erindi BN042496 við einbýlishús nr. 14 á lóð nr. 10-16 við Bjarmaland.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 10. júní 2011 fylgir erindinu.  Gjald kr. 8.000
43170 (01.19.340.4),BN043170,Egilsgata 3,br inni innr.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er leyfi til breytinga innanhúss á 1. hæð í Domus Medica á lóð nr. 3 við Egilsgötu.  Gjald kr. 8.000
43150 (08.1-.--6.4),BN043150,Elliðavatnsblettur 35,endurnýja erindi BN41636,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að  endurnýja erindið  BN039691 dags. 9. júní 2009 (áður endurnýjað 8. júní 2010, BN041636) þar sem byggja á nýtt þak og klæða að utan með lóðréttri viðarklæðningu og koma fyrir rotþró við sumarhúsið á lóð nr. 35 við Elliðavatnsblett.   Einnig er gerð grein fyrir bátaskýli á sömu lóð.  Gjald kr. 8.000"
43155 (01.53.211.2),BN043155,Faxaskjól 26,viðbygging,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsstjóra.,"Sótt er um leyfi til að rífa núverandi bílskúr og byggja nýjan úr steinsteypu, byggja við íbúðarhús til norðurs og einnig til suðurs og byggja tvo nýja kvisti og útbúa íbúð í kjallara einbýlishúss á lóð nr. 26 við Faxaskjól.  Meðfylgjandi er bréf umsækjanda dags. 7. júní 2011  Bílskúr mhl. 70: Niðurrif, xx ferm., xx rúmm. Nýbygging xx ferm., xx rúmm.  Viðbygging og kvistir mhl. 01:xx ferm. eftir hæðum, xx rúmm.  Gjald kr. 8.000 + xxx"
43014 (01.46.340.1),BN043014,Fákafen 9,breytingar innanhúss,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins.,Sótt er um leyfi til að innrétta veitingahús í flokki II fyrir 100 gesti í  rými 0102 í húsi á lóð nr. 9 við Fákafen.  Erindi fylgir umboð eiganda dags. 11. maí 2011.  Gjald kr. 8.000 + 8.000
43168 (01.18.341.4),BN043168,Fríkirkjuvegur 9,innrétta bókasafn,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um heimild til að innrétta bókasafn og lesaðstöðu nemenda í húsrými í kjallara viðbyggingar þar sem nú er mötuneyti og kennslustofa  Kvennaskólans í Reykjavík á lóð nr. 9 við Fríkirkjuveg.  Meðfylgjandi er Brunatæknileg úttekt dags. 28.6. 2002  Gjald kr. 8.000
43157 (01.19.000.3),BN043157,Grettisgata 28B,klæða austurgafl,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að klæða yfir holstein á austurgafli með bárujárni á 50 mm lektur, fyllt milli þeirra með þéttull, sbr. samþykkt erindi dags. 30.6. 1994 og fjarlægja skorstein á húsi á lóð nr. 28B við Grettisgötu.  Gjald kr. 8.000"
43156 (01.18.210.1),BN043156,Grettisgata 2A,breyta í gistiheimili,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að innrétta gistiheimili með þrettán gistiíbúðum í íbúðar- og atvinnuhúsi nr.  2A við Grettisgötu.  Gjald kr. 8.000
