nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
42843 (01.11.980.1),BN042843,Austurbakki 2,"br. inni BN034842, tónlistarhús",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að breyta eldhúsi í kjallara ásamt eldhúsum á 1., 2. og 4.  hæð sbr. BN034842 tónlistarhússins Hörpunnar á lóð nr. 2 við Austurbakka.  Bréf hönnuða dags. 28. apríl 2011 og tæknilýsing á eldofni fylgja erindinu.  Gjald kr. 7.700"
42992 (01.14.050.4),BN042992,Austurstræti 22,breyttur vesturgafl - nýr stigi,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins.,"Sótt er um leyfi til að breyta vesturgafli, svalir hverfa en nýr stigi byggður, og afmarkað er rými  í kjallara og á 1. hæð fyrir veitingarekstur, sem sótt verður um sérstaklega á húsi á lóð nr. 2A við Lækjargötu.  Meðfylgjandi er bréf arkitekts dags. 5. maí 2011  Gjald kr. 8.000"
42927 (01.14.050.4),BN042927,Austurstræti 22,breyting inni (Grillmarkaðurinn),Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins.,"Sótt er um leyfi til að breyta milliveggjum, eldhúsi og loftræstingu í fyrirhuguðum  veitingastað í mhl. 01 sem er í  flokki III í kjallara og á jarðhæð í atvinnuhúsnæðinu á lóð nr. 22 við Austurstræti.  Gjald kr. 8.000 + 8.000"
41011 (01.18.444.3),BN041011,Baldursgata 7A,reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir núverandi fyrirkomulagi, þar sem gerð er grein fyrir fjórum íbúðum og leyfi til að sameina mhl. 01 og mhl. 02 í einn matshluta í fjölbýlishúsinu á lóð nr. 7A við Baldursgötu.  Erindi fylgja skýringar hönnuðar dags. 20. janúar 2009 og brunavirðing dags. 1. júní 1942 og 1. apríl 1951.  Jafnframt er erindi BN038814 dregið til baka.  Gjald kr. 7.700"
42982 (01.67.410.1),BN042982,Bauganes 10,tæknirými undir bílskúr,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að byggja tæknirými undir bílgeymslu nýsamþykkts einbýlishússins á lóð nr. 10 við Bauganes sbr. erindi BN042805.  Stærð 34,6 ferm., 79,6 rúmm.  Gjald kr. 8.000 + 6.368"
42904 (01.85.440.2),BN042904,Bjarmaland 18-24,"nr. 20 - skjólveggur, sundlaug, geymsla",Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að gera sundlaug og byggja steypta skjólveggi á vesturhluta lóðar einbýlishúss nr. 20 á lóð nr. 18-24 við Bjarmaland.  Erindi fylgir samþykki meðlóðarhafa dags. 11. apríl 2011.  Gjald kr. 8.000
42913 (01.18.621.5),BN042913,Bragagata 33A,fjölga íbúðum,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta innréttingum og búa til sér íbúð í þakhæð fjölbýlishússins á lóð nr 33A við Bragagötu.  Jákvæð fyrirspurn  BN042802 dags. 5. apríl 2011 fylgir erindi, einnig samþykki meðeiganda dags. 14. apríl.  Gjald kr. 8.000"
42966 (04.79.160.1),BN042966,Elliðavað 1-5,nr. 5 aðskilið byggingarleyfi,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að aðskilja byggingarleyfi BN035431 dags. 20. mars. 2007 fyrir mhl. 03 sem er raðhúsið nr. 5 á lóð nr. 1-5 við Elliðavað.  Gjald kr. 8.000
42975 (01.63.660.2),BN042975,Fossagata 3,reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki á reyndarteikningum þar sem gert er grein fyrir að húsið er 10 cm mjórra en sýnt er á teikningum á lóð nr. 3 við Fossagötu sbr. BN038701 dags. 11. maí 2010 .  Gjald kr. 8.000
42830 (02.46.810.1),BN042830,Fossaleynir 19-23,breytingar inni 1. og 2. áfangi,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að breyta innandyra í 1. áfanga 1. hæðar og í 2. áfanga 2. hæð, breytingar felast í að færa til fundarherbergi og komið verður fyrir nýjum vegg í atvinnuhúsnæðinu nr. 21 á lóð nr. 19-23 við Fossaleyni.  Gjald kr. 8.000"
42970 (02.69.560.1),BN042970,Freyjubrunnur 22-32,nr. 22 innri breytingar og aðskilið byggingarleyfi,Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,Sótt er um leyfi til að breyta innra skipulagi og aðskilja byggingarleyfi BN037034 dags. 13. nóv. 2007  fyrir mhl. 01 sem er raðhúsið nr. 22 á lóð nr. 22-32  við Freyjubrunn.  Gjald kr. 8.000
42967 (01.47.300.3),BN042967,Gnoðarvogur 84,glerskáli - breyting,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir breyttum garðskála í kjallara þar sem svalir á 1. hæð verða ekki stækkaðar sbr. erindi BN041954 dags. 5.10. 2010 við hús á lóð nr. 84 við Gnoðarvog.  Gjald kr. 8.000
42952 (05.11.350.2),BN042952,Haukdælabraut 104,breyta glugga og þakskyggni,Frestað. Ekki er unnt að samþykkja skyggni út fyrir bundna byggingarlínu deiliskipulags. Lagfæra uppdrætti.,Sótt er um leyfi til minni háttar breytinga á innra fyrirkomulagi og gluggum og til að byggja 80 cm. skyggni framan við bílgeymslu einbýlishússins á lóð nr. 104 við Haukdælabraut.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 6. maí 2011 fylgir erindinu.  Gjald kr. 8.000
42972 (01.23.400.1),BN042972,Hátún 10-12,"nr. 10A breyting inni, fjölgað um eina íbúð",Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,Sótt er um leyfi til að fjölga um eina íbúð þannig að þær verða 56 í staðin fyrir 55 frá áður samþykku erindi BN041259 dags. 20. apríl 2010 í húsi Öryrkjabandalagsins nr. 10A á lóð nr. 10-12 við Hátún.  Gjald kr. 8.000
42875 (04.34.120.1),BN042875,Hraunbær 131,reyndarteikningar v/bílskúra,Frestað. Málinu vísað til umsagnar skipulagsstjóra vegna ákvæða í deiliskipulagi.,"Sótt er um samþykki á reyndarteikningum þar sem hætt var við að hafa glugga í bílskúrshurðum, sameinaðir voru bílskúrar þannig að þeim fækkar úr 22 í 15 bílskúra, sett er hurð á milli rýma 0109 og 0110 og aðrar smá breytingar í bílgeymslum á lóðinni nr. 131 við Hraunbæ.  Samþykki á fylgiriti fylgir ódags.   Gjald kr. 8.000"
42948 (01.24.730.2),BN042948,Hrefnugata 4,svalir (áframhald á erindi BN039861),Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði. Málinu vísað til skipulagsstjóra til  ákvörðunar um grenndarkynningu. Vísað er til uppdráttar dags. 20. apríl 2011,"Sótt er um leyfi til að byggja svalir á rishæð og gerð er grein fyrir stækkun á kvisti á suðurhlið fjölbýlishússins á lóð nr. 4 við Hrefnugötu.  Erindi fylgir fsp. dags. 10. febrúar 2009. Jafnframt er erindi BN039861 dregið til baka. Meðfylgjandi er samþykki meðeigenda.  Áður gerð stækkun:   1 ferm., 3 rúmm.  Gjald kr. 8.000 + 240"
42994 (04.07.000.1),BN042994,Höfðabakki 1,breyting á innréttingum,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um skiptingu á byggingarleyfi fyrir innréttingar á 1. hæð í norðurenda sbr. meðfylgjandi uppdrátt og erindi BN042646 dags. 19.4. 2011 á veitingastað  á lóð nr. 1 við Höfðabakka.  Meðfylgjandi er samkomulag dags. 1. apríl um opnun milli eininga, húsaleigusamningur dags. 30. mars 2011 og yfirlýsing um leyfi til breytinga dags. 1. febrúar 2011.  Gjald kr. 8.000"
42979 (04.97.510.4),BN042979,Kambasel 69,"sameina rými 0302 og 0402, svalir, gluggar",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að sameina íbúð 0302 við rýmið 0402, koma fyrir svölum á austurgafl og 6 nýja þakglugga á rýmið 0402 í fjölbýlishúsinu á lóð nr. 69 við Kambasel.  Jákvæð fyrirspurn BN042498 dags. 1. feb. 2011 fylgir.  Gjald kr. 8.000"
42384 (00.03.800.1),BN042384,Kollagrund 2,reyndarteikningar,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um samþykki á reyndarteikningum á fyrsta áfanga sbr. erindið BN021351 samþykkt 29. júní 2000 vegna innanhúss breytinga og bílastæðum fækkað við Klébergsskóla á lóð nr. 2 við Kollagrund.  Bréf frá hönnuði dags. 29. nóv. 2010, 18.apríl 2011 og útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 17. desember 2010 fylgja.   Gjald kr. 7.700 + 8.000"
42877 (00.05.600.5),BN042877,Landspilda 125736,loka millibyggingu og sameina matshluta 01 og 02,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að sameina millibyggingu  og sameina mhl 01 og 02 og koma fyrir útigeymslu undir verönd sbr. áður samþykktu erindi BN039887 í sumarhúsinu á lóð 125736 í landi Mógilsár.  Stækkun: XX ferm., XX rúmm.   Gjald kr. 8.000 + XX"
42787 (01.83.201.6),BN042787,Langagerði 32,"rishæð, svalir, sólstofa",Frestað. Með vísan til umsagnar skipulagsstjóra frá 6. maí 2011. Umsækjandi lagfæri uppdrætti í samræmi við umsögn skipulagsstjóra. Að þvi gerðu verður málið sent skipulagsstjóra til ákvörðunar um grenndarkynningu.,"Sótt er um leyfi til að breyta einhalla skúrþaki með því að koma fyrir rishæð með mænisþaki á húsið, með tvo kvisti á sitt hvorri þakhlið, einnig er sótt um að byggja sólstofu á 1. hæð með svölum yfir hluta, í einbýlishúsnæðinu á lóð nr. 32 við Langagerði.  Jákvæð fyrirspurn BN042543 dags. 15. feb. 2011 þar sem spurt var hvort leyfi fengist til að setja ris með kvistum á einbýlishúsið ásamt útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 6. maí 2011 og umsögn skipulagsstjóra dags. 6. maí 2011 fylgja erindinu.  Stækkun: XX ferm., XX rúmm.   Gjald kr. 8.000 + XX"
42964 (01.44.510.9),BN042964,Langholtsvegur 192,útgönguleið,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að setja dyr á útvegg snyrtingar í kjallara íbúðarhúss á lóð nr. 192 við Langholtsveg.  Meðfylgjandi er samþykki meðeigenda dags. 10.9. 2009  Gjald kr. 8.000
