nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
43525 (01.11.980.1),BN043525,Austurbakki 2,Geirsgötuplan - gámur - tímabundið,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Leyfið er tímabundið samkvæmt umsókn.,Sótt er um leyfi til að staðsetja færanlegan 20 feta gám sem reiðhjólastæði tímabundið á Samgönguviku á Geirsgötuplani fyrir framan Kolaportsinngang  á lóð nr. 2 við Austurbakka sbr. einnig meðfylgjandi fylgiskjal með málinu.  Engin gjöld
43492 (01.28.000.3),BN043492,Álftamýri  2-6,nr. 6 leiðrétta skráningu á geymslum,Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt.,"Sótt er um að leiðrétta skráningu á geymslum, 0002, 0003 og 0004 sbr. BN042739 í kjallara fjölbýlishússins nr. 6 á lóð nr. 2-6 við Álftamýri.  [Gjald kr. 8.000"
43505 (01.28.030.1),BN043505,Álftamýri 59-75,nr. 67 endurnýjun á BN040470,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um endurnýjun á leyfi BN040470 sem fellst í samþykki fyrir áður gerðum kjallara og til að byggja geymslu undir verönd, grafa frá kjallara, koma fyrir gluggum á kjallara og til að byggja skjólvegg við verönd raðhússins nr. 67 á lóðinni nr. 59-75 við Álftamýri.  Áður gerð stækkun kjallara við byggingu hússins 48,5 ferm., 127,8 rúmm.  Stækkun geymsla undir verönd:  17,1 ferm., 43,9 rúmm.  Samtals húsið eftir stækkun 295,3 ferm., 890,1 rúmm.  Gjald kr. 8.000"
43516 (00.00.000.0),BN043516,"Ármúli 29, Suðurlands","br. 2. hæð, mhl.01 Suðurlandsbraut 32",Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt.,"Sótt er um leyfi til að breyta innra fyrirkomulagi og innrétta kennsluhúsnæði á 2. hæð og gera nýjan útgang á 1. hlið suðurgafls Suðurlandsbrautar 32 , mhl.01 á lóðinni Ármúli29, Suðurlands.  Gjald kr. 8.000"
43503 (01.16.230.1),BN043503,Ásvallagata 17,stálsvalir,Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,"Sótt er um leyfi til að setja upp stálsvalir við íbúðir 0302 og 0402, en 5. apríl 2011 voru sams konar svalir samþykktar fyrir aðrar íbúðir hússins á lóð nr. 17 við Ásvallagötu.  Gjald kr 8.000"
41011 (01.18.444.3),BN041011,Baldursgata 7A,reyndarteikningar,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um samþykki fyrir núverandi fyrirkomulagi, þar sem gerð er grein fyrir fjórum íbúðum og leyfi til að sameina mhl. 01 og mhl. 02 í einn matshluta í fjölbýlishúsinu á lóð nr. 7A við Baldursgötu.  Erindi fylgja skýringar hönnuðar dags. 20. janúar 2009 og brunavirðing dags. 1. júní 1942 og 1. apríl 1951.  Jafnframt er erindi BN038814 dregið til baka.  Gjald kr. 7.700"
43426 (01.71.120.3),BN043426,Bogahlíð 7-9,bílastæði á lóð,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010.,"Sótt er um leyfi fyrir 6 bílastæðum á lóð, en þannig hafa þau verið árum saman við fjölbýlishús á lóð nr. 7-9 við Bogahlíð.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 26. ágúst 2011 fylgir erindinu.  Gjald kr. 8.000 + 8.000"
43214 (04.36.160.5),BN043214,Brekkubær 32-44,nr. 40 viðbygging undir svalir,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að byggja garðstofu úr timbri undir og framundan svölum raðhúss nr. 40 á lóð nr. 32-42 við Brekkubæ.  Samþykki meðeigenda fylgir ódags.   Stærðir 15,8 ferm., 43 rúmm.  Gjald kr. 8.000 + 3.440"
43419 (01.13.700.3),BN043419,Bræðraborgarstígur 23,fjarlægja skúr og byggja nýjan,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að rífa gamlan skúr og byggja bílskúr úr timbri á steyptum undirstöðum með bárujárnsþaki á lóð nr. 23 við Bræðraborgarstíg.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 19. ágúst 2011 fylgir erindinu ásamt umsögn skipulagsstjóra dags. 19. ágúst 2011.  Niðurrif:  xx ferm., xx rúmm.  Bílskúr: 40,5 ferm., 121,5 rúmm.  Gjald kr. 8.000 + 9.720"
43420 (01.13.700.2),BN043420,Bræðraborgarstígur 23A,hjólageymsla og sólskáli,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja hjólageymslu og sólskála úr timbri og gleri með bárujárnsþaki á steyptum undirstöðum með hellulögðu gólfi við einbýlishúsið á lóð nr. 23A við Bræðraborgarstíg.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 19. ágúst 2011 fylgir erindinu.  Stærðir: 18 ferm., 43 rúmm.  Gjald kr. 8.000 + 3.440"
43504 (04.30.430.1),BN043504,Dragháls 28-30/F.....,"reyndarteikningar, breyting á 0101 matshluti 02",Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010.,Sótt er um samþykki á reyndarteikningum sbr. BN042035 þar sem 02-0101 er breytt úr atvinnuhúsnæði í geymsluhúsnæði og aðstaða starfsfólks er felld niður í atvinnuhúsinu á lóð nr. 27-29 við Fossháls og nr. 28-30 við Dragháls.  Gjald kr. 8.000
43517 (01.52.620.2),BN043517,Einimelur 18,"breyting inni, nýir gluggar ofl.",Frestað. Samkvæmt gögnum embættisins er lágmarksgjald ógreitt.,"Sótt er um leyfi til að breyta innra fyrirkomulagi, gera nýjan glugga á austurhlið og breyta svalahurð á vesturhlið einbýlishúss á lóð nr. 18 við Einimel.  Gjald kr. 8.000"
