nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
42671 (01.14.041.5),BN042671,"71"">Aðalstræti 7",borð utandyra,Frestað. Lagfæra þarf umsókn til samræmis við ívitnaðar umsagnir.,Sótt er um leyfi fyrir útiveitingum fyrir 30 gesti á Aðalstræti og Vallarstræti við hús á lóð nr. 7 við Aðalstræti.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 11. mars 2011 fylgir erindinu ásamt umsögn skipulagsstjóra dags. 7. mars 2011 og umsögn Framkvæmda- og eignasviðs dags. 8. mars 2011  Gjald kr. 8.000
42739 (01.28.000.3),BN042739,Álftamýri  2-6,reyndarteikningar,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi.,"Sótt er um samþykki á reyndarteikningum vegna eignaskiptasamnings og þar sem kemur fram áður gerð stækkun á inndregnum svölum og áður gerðu anddyri í fjölbýlishúsinu nr. 6 á lóð nr. 2-6 við Álftamýri.  Stækkun vegna lokunar anddyris: 3,7 ferm., 10,2 rúmm.   Minnkun vegna inndreginna svala: 4,8 ferm., 13,rúmm.  Minnkun frá gildandi teikningum: 1,1 ferm., 2,9 rúmm.  Gjald kr. 8.000 + 816"
42721 (01.17.000.7),BN042721,Bankastræti 7,breyting inni í kjallara og 1. hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta innra fyrirkomulagi verslunar í kjallara og á 1. hæð atvinnuhúss á lóð nr. 7 við Bankastræti.  Gjald kr. 8.000
42733 (01.18.311.0),BN042733,Bókhlöðustígur 6A,dýpka kjallara,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að dýpka kjallara um 70 cm, steypa nýjar undirstöður á fastan botn og endurnýja grunnlagnir undir einbýlishúsinu á lóð nr. 6A við Bókhlöðustíg.  Stækkun: XX rúmm.   Gjald kr. 8.000 + XX"
42744 (01.67.300.3),BN042744,Einarsnes 64,viðbygging,Frestað. Málinu vísað til umsagnar skipulagsstjóra.,"Sótt er um leyfi til að byggja viðbyggingu með þaksvölum á einni hæð  úr timbri á steyptum undirstöðum  milli íbúðarhúss og bílskúrs og þrjá þakkvisti, jafnframt er erindi BN042041 dregið til baka, á einbýlishús á lóð nr. 64 við Einarsnes.  Stærðir samtals á lóð fyrir stækkun: 264,1  ferm., 603,4 rúmm.  Stækkun: 17,1 ferm., 97,5 rúmm.  Samtals á lóð eftir stækkun: 281,2 ferm., 700,9 rúmm.  Gjald kr. 7.700 + 7.800"
42743 (02.37.850.2),BN042743,Fróðengi 1-11,reyndarteikningar,Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,Sótt er um samþykki á reyndarteikningum á byggingum B og C þar sem rými í mhl. 04 0015 og 0016 verða að einu rými 0015 og eldvörn á milli tæknirýmis og inntaka í kjallara mhl. 05 verði fellt burt í hjúkrunarheimili Eir á lóð nr. 1-11 við Fróðengi.  Gjald kr. 8.000
42713 (04.67.440.2),BN042713,Hólaberg 84,fjölbýlishús 49 íbúðir,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsstjóra.,"Sótt er um leyfi til að byggja steinsteypt fjölbýlishús með 49 þjónustuíbúðum fyrir aldraða, þrjár til fjórar hæðir með bílgeymslu á jarðhæð fyrir 37 bíla á lóð nr. 84 við Hólaberg.  Stærð  mhl. 01:  Bílgeymsla 1.247,4 ferm., rampur 178,7 ferm.  Mhl.01 samtals 1.247,4 ferm., 3.679,9 rúmm.  Mhl. 02 íbúðir:  1. hæð íbúðir 922,3 ferm., 2. hæð íbúðir 1.644,4 ferm., 3. hæð 1.197,7 ferm., 4. hæð 421,6 ferm.  B-rými 1.439,6 ferm.  Mhl. 02 samtals:  4.186 ferm., 13.702,3 rúmm.  Gjald kr. 8.000 + 1.390.576"
42717 (01.80.240.7),BN042717,Hvammsgerði 8,svalaskýli,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að byggja svalaskýli úr stálstyrktum prófílum með tvöföldu einangrunargleri og einangrandi plötum á milli svala á 1. og 2. hæð á íbúðarhúsi á lóð nr. 8 við Hvammsgerði.  Bréf frá hönnuði dags. 1. mars. 2011, bréf frá úrskurðarnefnd skipulags- og byggingarmála dags. 27. jan. 2011 fylgir erindinu ásamt útskrift úr gerðabók embættisafgreiðslufundar skipulagstjóra frá 11. mars 2011.  Stærðir 11,2 ferm., 29,7 rúmm.  Gjald kr. 8.000 + 2.376"
42662 (04.07.500.1),BN042662,Höfðabakki 9,breyta innra skipulagi 2. hæðar,Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,"Sótt er um leyfi til að breyta innra skipulagi 2. hæðar E- húss, mhl 03 og opna  yfir í mhl 04 í húsnæðinu á lóð nr. 9 við Höfðabakka.  Umsögn burðarvirkishönnuðar ódagsett.   Gjald kr. 8.000"
42669 (02.9-.-99.8),BN042669,Keldnaholt,setja glugga innanhúss,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að koma fyrir glugga á milli tveggja innirýma og fjarlægja léttan innvegg við afgreiðslu í mhl. 08 í húsi Nýsköpunarmiðstöðvar Íslands við Keldnaholt.  Bréf frá hönnuði fylgir dags. 21 feb. 2011 og 2. mars 2011. Umsögn burðarvirkishönnuðar fylgir dags. 2. mars 2011.   Gjald kr. 8.000
