nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
55154 (05.86.570.1),BN055154,Almannadalur 1-7,"nr. 5 - Sameina bil, svalir",Frestað. Vísað til athugasemda eldvarnareftirlits.,"Sótt er um leyfi til að opna milli eignarhluta 0104 og 0105 á efri hæð og byggja steyptan stiga úr rými 0101 upp á efri hæð, svalir á norðurhlið ásamt því að breyta innra skipulagi í rými 0101 og 0104 í hesthúsi nr. 5 á lóð nr. 1-7 í Almannadal.  Erindi fylgir samþykki meðeigenda áritað á uppdrátt.  Gjald kr. 11.000"
55332 (01.18.021.2),BN055332,Bergstaðastræti 14,Breyting kjallara,Frestað. Vísað til athugasemda.,"Sótt er um leyfi fyrir veitingastað í flokki II, tegund a, í kjallara húss nr. 14 við Bergstaðastræti.  Útskrift úr gerðabók embættis afgreiðslufundar skipulagsfulltrúa frá 26. október 2018 fylgir erindi, ásamt umsögn skipulagsfulltrúa dags. 26. október 2018.  Gjald kr. 11.000"
55017 (01.22.010.7),BN055017,Borgartún 8-16A,"H2, Katrínartún 4 - innrétta veitingastað á jarðhæð",Frestað. Vísað til athugasemda eldvarnareftirlits.,"Sótt er um leyfi til að innrétta veitingastað í flokki II, teg. a á jarðhæð verslunar- og skrifstofuhúss Katrínartúns 4 á lóð nr. 8-16A við Borgartún.  Erindi fylgir brunahönnun frá Eflu, uppfærð 18. september 2018.  Gjald kr. 11.000"
55258 (01.22.010.7),BN055258,Borgartún 8-16A,"B1 og B2, reyndarteikning v/lokaúttektar",Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að breyta erindum BN029205, BN035128, BN037406 og BN045135 þannig að staðsetningu bílastæða fyrir hreyfihamlaða er breytt, merkingar á lyftum eru fjarlægðar og umferðarleiðir merktar v/lokaúttektar á bílakjallara BK2, á lóð nr. 8-16A við Borgartún.  Erindi fylgir samþykki meðeigenda dags. 25. september 2018.  Gjald kr. 11.000"
55309 (01.27.400.1),BN055309,Bólstaðarhlíð 20,Kennsluhús úr timbri - 1.hæð,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til byggja timburbyggingu sem nota á sem kennslustofu og tengigang sem tengist við færanlega kennslustofu á lóð nr. 20 við Bólstaðarhlíð.  Stækkun:  XX ferm., XX rúmm.  Gjald kr. 11.000"
55115 (01.24.120.3),BN055115,Brautarholt 4-4A,Stækka 4 hæð,Frestað. Erindið er í skipulagsferli.,"Sótt er um leyfi til að endurskipuleggja 2. og 3. hæð, stækka 4. hæð yfir svalir til suðurs og innrétta þar 11 gistirými sem verða viðbót við núverandi gististað í flokki II, teg. b fyrir samtals 66 gesti í 32 herbergjum í húsi nr. 4 á lóð nr. 4-4A við Brautarholt.  Erindi fylgir samþykki meðlóðarhafa dags. 17. september 2018.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 5. október 2018 fylgir erindi, ásamt umsögn skipulagsfulltrúa dags. 5. október 2018.  Stækkun:  46,2 ferm., 82,2 rúmm.  Gjald kr. 11.000"
55279 (01.81.720.1),BN055279,Breiðagerði 20,Breyting inni,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að koma fyrir léttum vegg til að skerma kennslustofu í kjallara austurálmu frá gangi og til að koma fyrir hljóðeinangrandi plötum í innglugga og rennihurðir sem skilja milli bókasafns og margmiðlunarstofu í Breiðagerðisskóla á lóð nr. 20 við Breiðagerði.  Gjald kr. 11.000
55327 (01.34.450.1),BN055327,Dalbraut 12,Klæðning 4. áfangi og endurnýjun glugga,Frestað. Vísað til athugasemda.,"Sótt er um leyfi fyrir 4. áfanga endurbóta, sjá erindi BN053166, til að breyta uppbyggingu þaks, klæða suðausturálmu að utan með flísum og skipta um glugga í barna- og unglingageðdeild á lóð nr. 12 við Dalbraut.  Gjald kr. 11.000"
55367 (01.55.240.1 10),BN055367,Dunhagi 3,Reyndarteikningar,Frestað. Vísað til athugasemda.,Sótt er um leyfi fyrir áður gerðum breytingum á innra skipulagi ásamt fyrirhuguðum breytingum á brunavörnum í húsi á lóð nr. 3 við Dunhaga.  Gjald kr. 11.000
55377 (01.18.420.9),BN055377,Freyjugata 9,Breyting á gleri í svalaskýli,"Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við fokheldi. Áskilin lokaúttekt byggingarfulltrúa.",Sótt er um leyfi til að breyta erindi BN051401 sem felst í því að nota 8mm hert gler í stað 10mm öryggisglers í svalaskýli á efstu hæð í húsi á lóð nr. 9 við Freyjugötu.  Gjald kr. 11.000
55374 (05.05.470.1),BN055374,Gerðarbrunnur 44,Breyting innan og utanhúss.,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að breyta innra fyrirkomulagi og útliti, fjarlægja stiga milli hæða og gera stiga utanhúss að inngangi á efrihæð í húsi á lóð nr. 44 við Gerðarbrunn.  Gjald kr. 11.000"
