nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
54892 (01.11.980.1),BN054892,Austurbakki 2,Breyting á erindi BN048688,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að breyta erindi BN048688, m.a. fækka íbúðum í T1, T2 og T3 úr 36 í 30, breyta inngöngum í verslanir, gluggum, útfærslu á spori hafnargarðs, geymslum, stigahúsum á þökum bygginga, tæknirýmum og geymslum í kjallara og handriðum, bætt við lagnastokk í L1 og ýmsum brunakröfum breytt á reit 1, 2 og 11 á lóð nr. 2 við Austurbakka.  Erindi fylgir yfirlit og greinargerð um breytingar dags. 12. júní 2018.  Stærðir:    Gjald kr. 11.000"
54825 (04.66.710.1),BN054825,Austurberg 3,"Breytingar úti, útiklefar, pottur og flr.",Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að byggja útiklefa mhl. 09 fyrir konur og karla sunnan við eimbað, koma fyrir köldum potti norðan við eimbað, núverandi rennibraut endurnýjuð, leiksvæði með vatnsleikjatækjum og fallvarnarefni á yfirborði sunnan við innilaug og koma fyrir skyggni úr samlímdu öryggisgleri, að hluta yfir verönd sunnan við skála í afgreiðslu við Breiðholtslaug á lóð nr. 3 við Austurberg.  Stærð mhl. 09 er: 79,9 ferm., 270,2 rúmm.  Gjald kr. 11.000"
54831 (01.35.312.1),BN054831,Ásvegur 11,"Ofanábygging, svalir og flr.",Frestað. Erindi er til umfjöllunar hjá skipulagsfulltrúa.,"Sótt er um leyfi til að byggja hæð ofaná, innrétta íbúð í kjallara, byggja svalir og utanáliggjandi stigahús, skipta húsi í tvær eignir og innrétta geymslur í bílskúr húss á lóð nr. 11 við Ásveg.  Stækkun:  xx ferm.  Stærð eftir stækkun:  216,5 ferm., 448,7 rúmm.  Gjald kr. 11.000"
52047 (01.17.421.4),BN052047,Barónsstígur 18,Gistiíbúðir og breytt innra fyrirkomulag,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Það athugist að um er að ræða samþykkt á áður gerðri framkvæmd sem gerð var án byggingarleyfis. Óvissa kann því að vera um uppbyggingu og útfærslu framkvæmdar. Hvorki er skráð verktrygging á verkið né ábyrðaraðilar.,"Sótt er um leyfi fyrir áður gerðum breytingum sem felast í því að stigi milli kjallara og 1. hæðar hefur verið fjarlægður og gerður gististaður í flokki ll - tegund g, íbúðir, í húsi á lóð nr. 18 við Barónsstíg.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 7. apríl 2017 fylgir erindinu, ásamt umsögn skipulagsfulltrúa dags. 7. apríl 2017.  Samþykki meðeiganda dags. 09.04.2017 fylgir erindi ásamt umsögn Minjastofnunar dags. 19.06.2018.  Gjald kr. 10.100"
53540 (01.67.211.8),BN053540,Bauganes 19A,Einbýlishús,Frestað. Lagfæra skráningu.,"Sótt er um leyfi til að byggja staðsteypt einbýlishús á tveimur hæðum, klætt fínbáru og sléttu áli,  með innbyggðri bílgeymslu á lóð nr. 19A við Bauganes.  Stærð, A-rými:  231,9 ferm., 796,9 rúmm.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 29. september 2017 fylgir erindinu, ásamt umsögn skipulagsfulltrúa dags. 29. september 2017.  Gjald kr. 11.000"
54875 (01.21.910.1),BN054875,Borgartún 33,Eldhús og matsalur II flokki,"Synjað. Uppfyllir ekki skilyrði sem koma fram í 14. gr. reglugerðar um veitingastaði, gististaði og skemmtanahald nr. 1277/2016 eru veitingastaðir  skilgreindir sem staðir þar sem framreiddur er matur og/eða drykkur til viðskiptavina í atvinnuskyni, hvort sem er til neyslu á staðnum eða ekki og skal sú starfsemi vera meginstarfsemi staðarins.",Sótt er um leyfi til að skilgreina mötuneyti Origo sem veitingastað í flokki II á 1. hæð í húsi á lóð nr. 33 við Borgartún.  Gjald kr. 11.000
54743 (01.25.010.3),BN054743,Brautarholt 26-28,"Inngangshurð, flóttastigi og fl",Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að breyta erindi BN053595 með því að færa lyftu, fjarlægja eystri inngangshurð og breyta fyrirkomulagi í anddyri, breyta flóttastiga á bakhlið, breyta skilum milli íbúða og breyta innra fyrirkomulagi í húsi á lóð nr. 26-28 við Brautarholt.  Gjald kr. 11.000"
54828 (01.81.931.4),BN054828,Bústaðavegur 95,Hækka ris og byggja kvist,"Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við lokaúttekt. Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um leyfi til þess að hækka þak og byggja kvisti og svalir á  húsi á lóð nr. 95 við Bústaðaveg.  Sjá einnig erindi BN054829, Bústaðavegur 97.  Samþykki meðeiganda og nágranna í húsi nr. 95 og 97 dags. í maí 2018 fylgja erindinu.  Stækkun: 65,2 ferm. og 113,3 rúmm.  Gjald kr. 11.000"
54829 (01.81.931.5),BN054829,Bústaðavegur 97,Hækka ris og byggja kvist,"Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við lokaúttekt. Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um leyfi til þess að hækka þak og byggja kvisti og svalir á  húsi á lóð nr. 97 við Bústaðaveg.  Sjá einnig erindi BN054828, Bústaðavegur 95  Samþykki meðeiganda og nágranna í húsi nr. 95 og 97 dags. í maí 2018 fylgja erindinu.  Stækkun: 65,2 ferm. og 113,3 rúmm.  Gjald kr. 11.000"
54614 (02.57.600.4),BN054614,Bæjarflöt 9,Iðnaðarhúsnæði,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki Vinnueftirlits ríkisins.,"Sótt er um leyfi til að byggja iðnaðarhús á lóð nr. 9 við Bæjarflöt.  Stærð:   864,7 ferm., 3.026,05 rúmm.  Gjald kr. 11.000"
