nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
54197 (01.43.430.1),BN054197,Álfheimar 74,Innrétta 6. hæð - rannsóknarstofur,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að breyta austurhluta 6. hæðar og innrétta rannsóknarstofur og koma fyrir auka loftræstingu sem kemur út um loftristar í glugga í húsi á lóð nr. 74 við Álfheima.  Bréf frá hönnuði sem lýsir breytingum dags. 8. febrúar 2018, tölvupóstur dags. 17. janúar 2018 og minnisblað um loftræsingu dags. 26. febrúar 2018.  Gjald kr. 11.000"
54082 (01.19.310.1),BN054082,Barónsstígur 47,Gistiheimili - 2. hæð,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að breyta innra fyrirkomulagi á hluta 2. hæðar og fjölga gestum um 42 í gististað í flokki lV - tegund b, stærra gistiheimili, á lóð nr. 47 við Barónsstíg.  Gjald kr. 11.000"
53111 (01.18.440.1),BN053111,Bergstaðastræti 45,Svalir á norðurhlið,"Frestað. Málinu vísað til skipulagsfulltrúa til ákvörðunar um grenndarkynningu. Vísað til uppdrátta 01, 02, 03 dags. 14. mars 2018.",Sótt er um leyfi til að byggja svalir á norðurhlið húss á lóð nr. 45 við Bergstaðastræti .  Samþykki meðlóðarhafa fylgir erindinu dags. 15. mars 2018.  Gjald kr. 11.000
54323 (04.05.930.3),BN054323,Bíldshöfði 4-6,Gluggar ofl.,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að setja upp álgluggakerfi á suðurhlið 1. hæðar og byggja vindfang og til að breyta innra skipulagi í sýningarsal Brimborgar á lóð nr. 4-6 við Bíldshöfða.  Stækkun:  86,8 rúmm.  Gjald kr. 11.000"
54410 (04.06.200.1),BN054410,Bíldshöfði 9,Reyndarteikningar,Frestað. Vísað til athugasemda eldvarnareftirlits.,"Sótt er um leyfi til að breyta erindum BN052079 (heilsugæsla 2.h.), BN052828 (verslun suðurenda) og BN053491(verslun norðurenda) sem felast í breytingum á innra fyrirkomulagi sem átt hafa sér stað á framkvæmdatíma í húsi á lóð nr. 9 við Bíldshöfða.  Bréf arkitekts dags. 21.03.2018 fylgir erindi.  Gjald kr. 11.000"
54324 (04.06.410.2),BN054324,Bíldshöfði 14,Skráningartafla fyrir áður gerðum breytingumí rími,Frestað. Vísað til athugasemda.,"Sótt er um leyfi fyrir teikningum sem sýna áður gerðar innri breytingar og áður gert milliloft í rými 0102 með aðgengi frá  0103 og 0104 vegna gerðar  eignaskiptayfirlýsingar í húsi á lóð nr. 14 við Bíldshöfða.  Milliloft:  168,6 ferm.   Gjald kr. 11.000"
54327 (01.71.310.9),BN054327,Blönduhlíð 28-30,30 - Bíla- og hjólageymsla,Frestað. Málinu vísað til skipulagsfulltrúa til ákvörðunar um grenndarkynningu. Vísað til uppdrátta 2x nr. 1901 dags. 26. febrúar 2018.,"Sótt er um leyfi til að byggja staðsteypta hjóla- og bílageymslu ásamt því að steypa 30 cm háan stoðvegg meðfram lóðarmörkum að götu við hús á lóð nr. 30 við Blönduhlíð.  Erindi fylgir bréf umsækjanda dags. 5. mars 2018, samþykki lóðarhafa Blönduhlíðar 28 ódagsett og umsögn SRU dags. 22. mars 2018.  Stærð: xx ferm., xx rúmm.  Gjald kr. 11.000"
54108 (01.70.221.7),BN054108,Drápuhlíð 9,Bílskúr,Frestað. Málinu vísað til skipulagsfulltrúa til ákvörðunar um grenndarkynningu. Vísað til uppdrátta nr. 10-00 dags. 19. mars 2017.,"Sótt er um leyfi til að byggja bílskúr við fjölbýlishús á lóð nr. 9 við Drápuhlíð.  Erindi fylgir samþykki meðeigenda áritað á uppdrátt.  Stærð:  32,2 ferm., 99,3 rúmm.  Gjald kr. 11.000"
54252 (04.77.230.1),BN054252,Elliðabraut 4-6,Fjölbýlishús,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að byggja fjögur sambyggð fjölbýlishús með inngörðum, 83 íbúðir á fjórum hæðum og sameiginlegum bílakjallara á lóð nr. 4-6 við Elliðabraut.  Erindi fylgir greinargerð um hljóðvist dags. 20. febrúar 2018, greinargerð um ábyrgðarsvið hönnuða dags. 20. febrúar og greinargerð um brunahönnun dags. 20. febrúar 2018.  Stærð, A-rými:  9.331,2 ferm., 29.036,3 rúmm.  B-rými:  1.324,0 ferm., 4.170,8 rúmm.  Gjald kr. 11.000"
54250 (04.77.270.1),BN054250,Elliðabraut 12-16,"Fjölbýlishús - 12, 14 og 16",Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að byggja þrjú fjölbýlishús, fjórar hæðir með 57 íbúðum á bílakjallara fyrir 44 bíla á lóð nr. 12 við Elliðabraut.  Erindi fylgir greinargerð um brunahönnun frá Eflu dags. 13. febrúar 2018.  Stærð mhl. 01, A-rými:  2.232,2 ferm., 6.697 rúmm.  B-rými:  237 ferm., 693,5 rúmm.  Mhl. 02, A-rými:  2.181,9 ferm., 6.878,4 rúmm.  B-rými:  237 ferm.,  693,5 rúmm.  Mhl. 03, A-rými:  2.232,2 ferm., 6.997 rúmm.  B-rými:  237 ferm., 693,5 rúmm.  Mhl. 04, bílgeymsla, A-rými:  1.123,4 ferm., 3.448,9 rúmm.  Samtals A-rými:  7.769,7 ferm., 24.321,2 rúmm.  B-rými:  711 ferm., 2.080,5 rúmm.  Gjald kr. 11.000"
54163 (01.08.950.2),BN054163,Fiskislóð 3,Breyting inni og úti,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að skipta verslunarrými og innrétta apótek, koma fyrir nýjum inngangi á suðvesturhlið og nýrri hurð á suðurhlið fyrir starfsfólk og vörumóttöku í húsi á lóð nr. 3 við Fiskislóð.  Gjald kr. 11.000"
